Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Also operating in other NERC Regions,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Operating in these RTOs,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Other Activities,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
Data Year,Utility Number,Utility Name,State,Ownership Type,NERC Region,TRE,FRCC,MRO,NPCC,RFC,SERC,SPP,WECC,CAISO,ERCOT,PJM,NYISO,SPP,MISO,ISONE,Other,Generation,Transmission,Buying Transmission,Distribution,Buying Distribution,Wholesale Marketing,Retail Marketing,Bundled,Alt Fuel Vehicle,Alt Fuel Vehicle 2
2015,6758,City of Fredericksburg - (TX),TX,Municipal,TRE,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,
2015,6775,Village of Freeport - (NY),NY,Municipal,NPCC,,,,Y,,,,,,,,Y,,,,,Y,,Y,Y,,,,,Y,Y
2015,6779,City of Fremont - (NE),NE,Municipal,MRO,,,Y,,,,,,,,,,Y,,,,Y,N,,Y,,,,Y,,
2015,6782,Freeborn-Mower Coop Services,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2015,6784,French Broad Elec Member Corp,NC,Cooperative,SERC,,,,,,N,,,,,,,,,,,Y,N,,Y,,,,,,
2015,6803,Town of Front Royal,VA,Municipal,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2015,6804,Frontier Power Company,OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,N,,Y,,,,,N,
2015,6839,City of Fulton - (MO),MO,Municipal,SERC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,,,Y,,
2015,6840,City of Fulton - (KY),KY,Municipal,SERC,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,
2015,6894,City of Gaffney - (SC),SC,Municipal,SERC,,,,,,Y,,,,,,,,,,,N,,Y,Y,,,,Y,,
2015,6907,City of Greendale,IN,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2015,6909,Gainesville Regional Utilities,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,,N,,
2015,6914,City of Galion,OH,Municipal,MRO,N,,Y,,N,,,,,,Y,,,,,,,,,Y,,,,Y,,
2015,6923,City of Gallatin - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,6930,City of Gallup - (NM),NM,Municipal,WECC,,,,,,,,Y,,,,,,,,,,Y,Y,Y,,,,,N,
2015,6941,City of Garden City,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,Y,,
2015,6949,City of Gardner - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,N,Y,Y,,,,,,
2015,6950,Garland Light & Power Company,WY,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2015,6957,"Garkane Energy Coop, Inc",UT,Cooperative,WECC,,,,,,,,Y,,,,,,,,,Y,,,Y,,,,,,
2015,6958,City of Garland - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y
2015,6965,City of Garnett - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,,,,,Y,,,Y,,,,,,
2015,7004,"Buckeye Power, Inc",OH,Cooperative,RFC,,,,,Y,,,,,,Y,N,,,,N,Y,,Y,,,Y,,,,
2015,7024,Gascosage Electric Coop,MO,Cooperative,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,N,
2015,7027,City of Gastonia - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2015,7090,GreyStone Power Corporation,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2015,7096,City of Geneva- (IL),IL,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,Y,Y,,Y,,,Y,Y
2015,7128,City of Georgetown - (SC),SC,Municipal,SERC,,,,,,Y,,,,,,,,,,,Y,,,Y,,,,,N,
2015,7129,City of Georgetown - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,,N,Y,Y,,,Y,Y,Y,Y
2015,7140,Georgia Power Co,GA,Investor Owned,SERC,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,,,,,Y,Y
2015,7149,City of Gering - (NE),NE,Municipal,WECC,,,N,,,,N,Y,,,,,N,,,,,,,Y,,,,,,
2015,7174,Gibson Electric Members Corp,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,7197,Georgia Transmission Corp,GA,Transmission,SERC,,,,,,Y,,,,,,,,,,Y,,Y,Y,,,,,,N,N
2015,7222,City of Gillette - (WY),WY,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,N,,Y,,,,,,
2015,7257,City of Girard - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,,,Y,,,,,,
2015,7262,"Glacier Electric Coop, Inc",MT,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,,,,,,
2015,7264,"Glades Electric Coop, Inc",FL,Cooperative,FRCC,,Y,,,,,,,,,,,,,,,N,N,Y,Y,,Y,Y,,,
2015,7265,City of Gladstone,MI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2015,7270,City of Glasgow - (KY),KY,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,7279,"NextEra Energy Services, LLC",TX,Retail Power Marketer,TRE,Y,,,,,,,,Y,Y,Y,Y,,Y,Y,,,,,,,,Y,,,
2015,7292,Glencoe Light & Power Comm,MN,Municipal,MRO,,,,,,,,,,,,,,Y,,,Y,,Y,Y,,,,,,
2015,7294,City of Glendale - (CA),CA,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,Y,N,Y,Y,,Y,Y,Y,Y,Y
2015,7300,City of Glenwood Springs - (CO),CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2015,7303,Raccoon Valley Electric Cooperative,IA,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,N,,,Y,,,,,,
2015,7349,"Golden Spread Electric Cooperative, Inc",TX,Cooperative,SPP,N,,,,,,Y,,,,,,N,,,,Y,Y,Y,,Y,Y,,,,
2015,7353,Golden Valley Elec Assn Inc,AK,Cooperative,AK,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,Y,Y
2015,7374,City of Goodland - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,N,Y,Y,Y,N,Y,Y,,
2015,7411,City of Gothenburg - (NE),NE,Municipal,MRO,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,7443,City of Graettinger - (IA),IA,Municipal,MRO,,,Y,,,,,,,,,,,,,,Y,N,Y,Y,,,,,,
2015,7450,Grady Electric Membership Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,N,,,Y,,,
2015,7456,Graham County Electric Coop Inc,AZ,Cooperative,WECC,,,,,,,,Y,N,,,,Y,,,,,N,,Y,,,,Y,,
2015,7460,Goodhue County Coop Elec Assn,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2015,7483,City of Grand Haven - (MI),MI,Municipal,RFC,,,,,Y,,,,,,N,,,Y,,,Y,Y,,Y,,,,,Y,Y
2015,7484,"Grand Electric Coop, Inc",SD,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,Y,,,
2015,7489,Grand Rapids Public Util Comm,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,Y,,
2015,7490,Grand River Dam Authority,OK,State,SPP,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,Y,N,Y,,,Y,Y
2015,7548,PUD No 1 of Grays Harbor County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,Y,Y,,,
2015,7554,Green Mountain Energy Company,TX,Retail Power Marketer,TRE,N,,,,,,,,,Y,Y,Y,,,Y,,,,,,,N,Y,,,
2015,7558,Grayson Rural Electric Coop Corp,KY,Cooperative,ECAR,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,
2015,7559,"Grayson-Collin Elec Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,
2015,7561,"Greenbelt Electric Coop, Inc",TX,Cooperative,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2015,7563,Grand Valley Power,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2015,7570,Great River Energy,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,,,Y,,,Y,Y
2015,7593,City of Green Cove Springs,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,Y,,,,Y,,,,,,
2015,7601,Green Mountain Power Corp,VT,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y
2015,7625,City of Greeneville - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,7626,City of Greenfield - (IA),IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,N,,,,,,Y,,Y
2015,7627,City of Greenfield - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2015,7634,City of Greenville - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,,Y,,Y,,
2015,7639,Greenville Utilities Comm,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,Y,,Y,,,,,Y,Y
2015,7646,Greenwood CPW,SC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,Y,,
2015,7651,Greenwood Utilities Comm,MS,Municipal,SERC,,,,,,Y,,,,,,,,Y,,,Y,,,Y,,,,Y,,
2015,7654,Greer Commission of Public Wks,SC,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,,Y,,,,Y,Y
2015,7679,City of Griffin - (GA),GA,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2015,7716,Groton Dept of Utilities - (CT),CT,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,Y,Y
2015,7720,"Grundy Electric Coop, Inc",MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,7743,Grundy Center Mun Light & Power,IA,Municipal,MRO,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,
2015,7750,Guthrie County Rural E C A,IA,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2015,7751,Guadalupe Blanco River Authority,TX,State,TRE,Y,,,,,,,,,Y,,,,,,,Y,,,,,,,,,
2015,7752,Guadalupe Valley Elec Coop Inc,TX,Cooperative,TRE,Y,,,,,,,,,,,,,,,,,Y,Y,Y,N,,Y,,Y,Y
2015,7785,"Gulf Coast Electric Coop, Inc",FL,Cooperative,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2015,7787,Gunnison County Elec Assn.,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2015,7801,Gulf Power Co,FL,Investor Owned,SERC,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2015,7826,City of Gunnison - (CO),CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,Y,,,,Y,,
2015,7827,Guntersville Electric Board,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,7864,Grundy County Rural Elec Coop,IA,Cooperative,MRO,,,N,,,,,,,,,,,,,,,,,Y,,,,,,
2015,7870,H-D Electric Coop Inc,SD,Cooperative,SPP,,,N,,,,Y,,,,,,Y,,,N,,,,Y,,,,,,
2015,7887,Habersham Electric Membership Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2015,7891,Guernsey-Muskingum El Coop Inc,OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2015,7908,Hagerstown Light Department,MD,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,N,,,,,
2015,7969,City of Halstad - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,,,,Y,,,Y,,,Y,Y,,
2015,7977,City of Hamilton - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,N,,,Y,N,Y,Y,,Y,,Y,Y,Y
2015,7978,Halifax Electric Member Corp,NC,Cooperative,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,7979,Hamilton County Elec Coop Assn,TX,Cooperative,TRE,Y,,,,,,,,,N,,,,,,,,,,Y,,,,,,
2015,8000,NineStar Connect,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,N,N
2015,8034,Hancock-Wood Electric Coop Inc,OH,Cooperative,RFC,,,,N,Y,,,,,,Y,,,,,,,,N,Y,,,,,,
2015,8055,City of Hannibal - (MO),MO,Municipal,serc,,,,,N,Y,,,,,,,,Y,,,,N,Y,Y,,,,Y,,
2015,8104,Town of Hardwick,VT,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,N,Y,Y,,,,,,
2015,8122,Harlan Municipal Utilities - (IA),IA,Municipal,MRO,N,,Y,,,,,,,,,,N,N,,,Y,N,Y,Y,,,,,,
2015,8147,City of Harriman - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,8179,Harrison County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,N,N
2015,8198,City of Harrisonburg - (VA),VA,Municipal,SERC,,,,,,Y,,,,,Y,,,,,,Y,N,,Y,,,,,,
2015,8199,City of Harrisonville - (MO),MO,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2015,8210,Hart Electric Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,8212,Hartford Electric,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2015,8226,City of Hartselle,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,8245,City of Hastings - (NE),NE,Municipal,MRO,,,Y,,,,,,,,,,Y,,,,Y,N,Y,Y,,Y,,Y,Y,Y
2015,8276,Havana Power & Light Company,FL,Municipal,FRCC,,Y,,,,Y,,,,,,,,,,,,,,Y,,,,,N,
2015,8283,Harrison County Rrl Elec Coop,IA,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2015,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,HI,,,,,,,,Y,,,,,,,,,Y,Y,,Y,,,,,Y,Y
2015,8288,City of Hawarden - (IA),IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2015,8298,Hawkeye Tri-County El Coop Inc,IA,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2015,8307,Hawley Public Utilities Comm,MN,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2015,8319,Heartland Power Coop,IA,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2015,8333,Haywood Electric Member Corp,NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,8348,City of Healdsburg - (CA),CA,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,,,N,Y,,,N,Y,Y,Y
2015,8366,Heber Light & Power Company,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,N,Y,Y,,Y,,,,
2015,8375,City of Hebron - (NE),NE,Municipal,MRO,,,Y,,,,N,,,,,,Y,,,,,,,Y,,,,,,
2015,8447,Hendricks County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2015,8449,Henderson City Utility Comm,KY,Municipal,SERC,,,,,N,Y,,,,,,,,Y,,,Y,N,,Y,,,,,,
2015,8466,Henry County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2015,8515,City of Hermiston,OR,Municipal,WECC,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,
2015,8543,Hibbing Public Utilities Comm,MN,Municipal,MRO,,Y,,,,,,,,,,,,,,,Y,N,,,,,,Y,,
2015,8548,City of Hickman,KY,Municipal,SERC,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,
2015,8566,High Plains Power Inc,WY,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2015,8570,Highline Electric Assn,CO,Cooperative,WECC,,,Y,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2015,8571,Town of High Point,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2015,8573,City of Highland,IL,Municipal,SERC,,,,,,Y,,,,,,,,Y,,,Y,N,,Y,,,,,,
2015,8574,"Jackson Electric Coop, Inc - (WI)",WI,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,N,,,Y,,,,,,
2015,8610,City of Hinton,IA,Municipal,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2015,8620,"HILCO Electric Cooperative, Inc.",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2015,8631,Hillsdale Board of Public Wks,MI,Municipal,RFC,,,,,Y,,,,,,,,,,,,N,,,Y,,,,Y,,
2015,8632,"Hill County Electric Coop, Inc",MT,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,N,,Y,,,,,,
2015,8637,Hino Electric Holding Company,TX,Retail Power Marketer,TRE,,,,,,,,,,,,,,,,,,,,,,,Y,,,
2015,8699,Inland Power & Light Company,WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,N,,Y,,,,,N,
2015,8717,City of Holdrege,NE,Municipal,MRO,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,Y,,
2015,8723,City of Holland,MI,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,Y,N,Y,Y,,,,,Y,Y
2015,8748,City of Holly Springs,MS,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,8761,Holmes-Wayne Electric Coop Inc,OH,Cooperative,,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2015,8764,"Holston Electric Coop, Inc",TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,8770,City of Holton - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,
2015,8773,"Holy Cross Electric Assn, Inc",CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,Y,Y
2015,8774,City of Holyoke - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,N,Y,Y,,Y,,Y,,
2015,8780,"Fox Islands Electric Coop, Inc",ME,Cooperative,NPCC,,,,Y,,,,,,,,,,,Y,,N,,Y,Y,,,,,,
2015,8786,Horry Electric Coop Inc,SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2015,8795,City of Homestead - (FL),FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,,,
2015,8796,City of Hingham - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,,,,N,Y,Y,,,,,,
2015,8824,M J M Electric Cooperative Inc,IL,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2015,8830,Hood River Electric Coop,OR,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,Y,,,,,,
2015,8840,City of Hope,AR,Municipal,SPP,Y,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,8846,City of Hopkinsville,KY,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,8883,Houlton Water Company,ME,Municipal,NPCC,,,,Y,,,,,,,,,,,,N,,,,Y,,,,,,
2015,8884,Terrebonne Parish Consol Gov't,LA,Municipal,SPP,,,,,,,Y,,,,,,,N,,,Y,,Y,Y,,,,Y,,
2015,8898,Houston County Elec Coop Inc,TX,Cooperative,TRE,Y,,Y,,,,Y,,,Y,,,Y,Y,,,,Y,,Y,,,Y,,,
2015,8901,CenterPoint Energy,TX,Investor Owned,TRE,Y,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,Y,Y
2015,8911,Howard Electric Coop,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2015,8924,Howard Greeley Rural P P D,NE,Political Subdivision,MRO,,,Y,,,,,,,,,,,,,,,N,Y,Y,,,,N,,
2015,8934,"Howell-Oregon Elec Coop, Inc",MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,8936,Hinson Power Company LLC,CT,Retail Power Marketer,WECC,,,,,,,,Y,,,,,,,,Y,,N,Y,,,Y,Y,,,
2015,8972,City of Hudson - (OH),OH,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2015,8973,Town of Hudson - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,,Y,Y,,Y,Y,,,
2015,9011,City of Hugoton - (KS),KS,Municipal,SPP,,,,,,,N,,,,,,Y,,,,Y,Y,Y,Y,,,,,,
2015,9023,City of Humboldt,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,9087,Town of Huntersville - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2015,9094,City of Huntsville - (AL),AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,9096,City of Lafayette - (LA),LA,Municipal,SPP,,,,,,,Y,,,,,,N,Y,,,Y,N,Y,Y,,Y,,,,
2015,9124,Hustisford Utilities,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2015,9128,Hurricane City Power,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,N,Y,Y,,,,,N,
2015,9130,Hutchinson Utilities Comm,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,,Y,Y,,Y,Y,Y,,
2015,9163,Hyrum City Corporation,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,,,Y,,,,,,
2015,9187,City of Idaho Falls - (ID),ID,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,Y,,,Y,Y
2015,9191,Idaho Power Co,ID,Investor Owned,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,,,,Y,Y
2015,9209,Illinois Rural Electric Coop,IL,Cooperative,RFC,,,,,N,Y,,,,,,,,Y,,,Y,,,Y,,,,,,
2015,9216,Imperial Irrigation District,CA,Political Subdivision,WECC,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,,,,,,
2015,9217,City of Imperial,NE,Municipal,MRO,,,Y,,,,N,,,,,,Y,,,,,,,Y,,,,,,
2015,9230,City of Independence - (IA),IA,Municipal,MISO,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,,,
2015,9231,City of Independence - (MO),MO,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,Y,,Y,,,,
2015,9234,Indiana Municipal Power Agency,IN,Municipal Mktg Authority,RFC,,,,,Y,,,,,,Y,,,Y,,,Y,Y,Y,,,Y,,,,
2015,9246,"Indian Electric Coop, Inc",OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2015,9267,"Hoosier Energy R E C, Inc",IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,Y,Y,Y,,,Y,,,Y,Y
2015,9269,Indiana-Kentucky Electric Corp,OH,Investor Owned,RFC,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,
2015,9273,Indianapolis Power & Light Co,IN,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,,,Y,Y
2015,9275,Indianola Municipal Utilities,IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,,Y,,,,Y,,
2015,9286,Illinois Municipal Elec Agency,IL,Municipal Mktg Authority,SERC,,,,,Y,Y,,,,,Y,,,Y,,,Y,,Y,,Y,Y,,,N,
2015,9292,Inter County Energy Coop Corp,KY,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2015,9324,Indiana Michigan Power Co,IN,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,Y,Y,Y,Y,,Y,,,Y,Y
2015,9331,Intercounty Electric Coop Assn,MO,Cooperative,SERC,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,N,
2015,9336,Intermountain Rural Elec Assn,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,,,,,
2015,9417,Interstate Power and Light Co,IA,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,Y,,Y,Y,Y,Y,,,Y,Y
2015,9418,City of Iola - (KS),KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,,,Y,,,,,,
2015,9425,Iowa Lakes Electric Coop,IA,Cooperative,MRO,,,N,,,,Y,,,,,,Y,,,Y,Y,,,Y,,,,,,
2015,9431,Irwin Electric Membership Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,N,
2015,9442,Town of Ipswich - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,,Y,Y,,,,,,
2015,9475,Itasca-Mantrap Co-op Electrical Assn,MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2015,9575,Jackson Energy Coop Corp - (KY),KY,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2015,9576,Jackson County Rural E M C - (IN),IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2015,9590,"Jackson Electric Coop, Inc - (TX)",TX,Cooperative,TRE,Y,,,,,,,,,,,,,,,,,,,Y,,,,,N,
2015,9598,City of Jackson - (OH),OH,Municipal,RFC,,,,,Y,,,,,,,,,,,,,N,,Y,,,,,,
2015,9599,City of Jackson - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2015,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2015,9603,City of Jackson - (MO),MO,Municipal,RFC,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,,,,,
2015,9605,Jackson Purchase Energy Corporation,KY,Cooperative,SERC,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,
2015,9612,City of Jackson - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2015,9613,City of Lebanon - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,N,,Y,,,,,,
2015,9616,Beaches Energy Services,FL,Municipal,FRCC,,Y,,,,,,,,,,,,,,Y,,N,Y,Y,,,,Y,N,
