Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Demand,Unnamed: 7,Energy Sources (Megawatthours),Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Disposition,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Electric Revenues,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
,,,,,,(Megawatts),,,,Power Exchanged,,,Wheeled Power,,,,,(Megawatthours),,,,,,(Thousands Dollars),,,,,,,
Data Year,Utility Number,Utility Name,State,Ownership Type,NERC Region,Summer Peak Demand,Winter Peak Demand,Net Generation,Wholesale Power Purchases,Exchange Energy Received,Exchange Energy Delivered,Net Power Exchanged,Wheeled Power Received,Wheeled Power Delivered,Net Wheeled Power,Transmission by Other Losses,Total Sources,Retail Sales,Sales for Resale,Furnished without Charge,Consumed by Respondent without Charge,Total Energy Losses,Total Disposition,From Retail Sales,From Delivery Customers,From Sales for Resale,From Credits or Adjustments,From Transmission,From Other,Total,"Data Type
O = Observed
I = Imputed"
2014,5905,Excelsior Electric Member Corp,GA,Cooperative,SERC,92,136.7,.,422168,.,.,0,.,.,0,.,422168,399983,.,.,.,22185,422168,38946.8,.,.,1228.2,.,-162,40013,O
2014,5929,"Fairfield Electric Coop, Inc",SC,Cooperative,SERC,156,200,.,681729,.,.,0,.,.,0,.,681729,655629,.,.,.,26100,681729,71797,.,.,.,.,1182,72979,O
2014,5930,Village of Fairport - (NY),NY,Municipal,NPCC,77.1,117.4,.,468499,.,.,0,.,.,0,-4785,463714,447888,.,.,433,15393,463714,24355.1,.,.,.,72,.,24427.1,O
2014,5935,Borough of Ephrata - (PA),PA,Municipal,RFC,25,29.9,.,144469,.,.,0,.,.,0,.,144469,133426,.,2084,1200,7759,144469,17745.3,.,.,.,.,282.9,18028.2,O
2014,5953,"Entergy Solutions, Ltd",TX,Retail Power Marketer,NPCC,.,.,.,8716,.,.,0,.,.,0,.,8716,8716,.,.,.,.,8716,721.6,.,.,.,.,.,721.6,O
2014,5961,Town of Erwin - (TN),TN,Municipal,SERC,38.4,57.9,0,235075,0,.,0,0,0,0,0,235075,228624,0,0,261,6190,235075,21706,.,0,0,0,777,22483,O
2014,5964,"Escambia River Elec Coop, Inc",FL,Cooperative,SERC,45,59,.,190593,.,.,0,.,.,0,.,190593,177604,.,562,.,12427,190593,24802,.,.,.,.,445,25247,O
2014,5969,City of Escondido - (CA),CA,Municipal,WECC,3,3,562,.,.,.,0,.,.,0,.,562,.,562,.,.,.,562,.,.,35,.,.,.,35,O
2014,5971,"Great Bay Power Marketing, Inc.",NH,Wholesale Power Marketer,NPCC,.,.,.,15586,.,.,0,.,.,0,.,15586,.,15586,.,.,.,15586,.,.,800,.,.,.,800,O
2014,5997,Town of Estes Park,CO,Municipal,WECC,16.9,27.6,.,129380,.,.,0,.,.,0,.,129380,127175,.,.,.,2205,129380,13502,.,.,.,.,1767,15269,O
2014,5998,City of Estherville - (IA),IA,Municipal,MRO,12.4,10.5,157,59948,.,.,0,.,.,0,.,60105,57551,.,1089,.,1465,60105,6430,.,.,.,150,99,6679,O
2014,6008,City of Etowah,TN,Municipal,SERC,42.5,49.3,0,277160,0,.,0,0,0,0,0,277160,272644,0,0,3274,1242,277160,20560,.,0,0,0,927,21487,O
2014,6019,City of Eudora - (KS),KS,Municipal,,12.8,5.2,.,49137,.,.,0,.,.,0,.,49137,44288,.,2371,.,2478,49137,4643.7,0,0,0,0,0,4643.7,O
2014,6022,City of Eugene - (OR),OR,Municipal,WECC,370,497,788446,3461245,.,54573,-54573,.,.,0,-36403,4158715,2336296,1751291,.,.,71128,4158715,204493.2,.,57729.9,.,.,7154.9,269378,O
2014,6043,City of Evansville,WI,Municipal,MISO,14.5,12,0,69034,0,0,.,0,0,.,.,69034,61125,0,.,0,7909,69034,7989.6,.,0,0,0,62.1,8051.7,O
2014,6112,"Farmers Electric Coop, Inc - (IA)",IA,Cooperative,RFC,16.9,23.6,.,111570,.,.,0,.,.,0,.,111570,105978,.,.,218,5374,111570,11988.4,.,.,.,.,58.4,12046.8,O
2014,6132,City of Fairbury,NE,Municipal,MRO,20.4,19.6,.,84343,.,.,0,.,.,0,.,84343,80245,.,.,.,4098,84343,6617,.,.,.,.,.,6617,O
2014,6138,City of Fairfax - (MN),MN,Municipal,MRO,3,3,.,12829,.,.,0,.,.,0,.,12829,12398,.,.,.,431,12829,1200,.,.,.,.,.,1200,O
2014,6145,City of Fairhope - (AL),AL,Municipal,SERC,39.6,42.8,.,176001,.,.,0,.,.,0,.,176001,168464,.,.,1800,5737,176001,20067.9,.,.,.,.,858.7,20926.6,O
2014,6149,City of Ellensburg - (WA),WA,Municipal,WECC,36,42,.,205532,.,.,0,.,.,0,.,205532,199107,.,.,.,6425,205532,13722.5,.,.,.,.,510,14232.5,O
2014,6151,Fairmont Public Utilities Comm,MN,Municipal,MRO,27.9,23.8,.,153388,.,.,0,.,.,0,.,153388,147322,.,.,.,6066,153388,14262.6,.,.,.,.,480.4,14743,O
2014,6168,Farmers Electric Coop - (IA),IA,Cooperative,MRO,3.6,4.7,.,21646,.,.,0,.,.,0,.,21646,21463,.,.,.,183,21646,2619,.,.,.,.,.,2619,O
2014,6169,Fall River Rural Elec Coop Inc,ID,Cooperative,WECC,69.7,66.5,21418,292581,.,.,0,32316,32316,0,.,313999,292269,.,.,1739,19991,313999,28019,.,.,.,.,171,28190,O
2014,6173,Fannin County Electric Coop,TX,Cooperative,TRE,37,50,.,161900,.,.,0,.,.,0,.,161900,146362,.,.,.,15538,161900,19306,.,.,.,.,454,19760,O
2014,6175,City of Falls City - (NE),NE,Municipal,MRO,13.3,10.5,1253,57064,.,.,0,.,.,0,.,58317,53884,.,.,.,4433,58317,4158,.,.,.,.,.,4158,O
2014,6181,"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,SERC,60.7,66.4,.,320533,.,.,0,.,.,0,.,320533,302451,3066,.,.,15016,320533,28696.5,.,233.4,.,.,194.2,29124.1,O
2014,6182,"Farmers Electric Coop, Inc - (TX)",TX,Cooperative,TRE,249,294,.,1042165,.,.,0,.,.,0,.,1042165,983989,.,56729,1447,.,1042165,113588,.,.,.,1259,1915,116762,O
2014,6183,"Fayette Electric Coop, Inc",TX,Cooperative,TRE,39.1,43,.,323268,.,.,0,.,.,0,.,323268,294029,.,.,.,29239,323268,32160,.,.,.,.,218,32378,O
2014,6194,Farmers Rural Electric Coop Corp - (KY),KY,Cooperative,RFC,103.1,147.7,.,545171,.,.,0,.,.,0,.,545171,519764,.,.,34,25373,545171,52380,.,.,.,.,932,53312,O
2014,6198,"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,SPP,73.5,61,0,408330,.,.,0,.,.,0,.,408330,378837,.,.,.,29493,408330,35370,.,.,.,.,.,35370,O
2014,6204,City of Farmington - (NM),NM,Municipal,WECC,198,165,781079,340364,7238,13373,-6135,335149,328108,7041,.,1122349,1109255,600,.,.,12494,1122349,85323,.,24,11408,1951,3731,102437,O
2014,6205,City of Farmington - (MO),MO,Municipal,SERC,46.3,49.3,47,211670,.,.,0,.,.,0,.,211717,211717,.,.,.,.,211717,18389.8,.,.,33.9,.,78.3,18502,O
2014,6207,Farmington River Power Company,CT,Investor Owned,NPCC,9,9,32480,.,.,.,0,.,.,0,.,32480,32480,.,.,.,.,32480,2357,.,.,.,.,.,2357,O
2014,6234,City of Fayetteville,TN,Municipal,SERC,94.3,114.2,0,468103,0,.,0,0,0,0,0,468103,447432,0,0,0,20671,468103,45820,.,0,0,0,1471,47291,O
2014,6235,Public Works Comm-City of Fayetteville,NC,Municipal,SERC,420,454,20552,2203533,.,.,0,.,.,0,-46079,2178006,2087801,20552,.,.,69653,2178006,199034,.,252,.,.,26694,225980,O
2014,6258,Federated Rural Electric Assn,MN,Cooperative,MRO,56.5,58.7,7656,372187,.,.,0,.,.,0,.,379843,356550,9362,.,629,13302,379843,29114.1,0,820.8,0,0,382,30316.9,O
2014,6272,"FEM Electric Assn, Inc",SD,Cooperative,,20,23.7,.,156332,.,.,0,.,.,0,.,156332,151301,.,.,.,5031,156332,13690,.,.,.,.,.,13690,O
2014,6297,PUD No 1 of Ferry County,WA,Political Subdivision,,12.7,25.2,.,108171,.,.,0,.,.,0,.,108171,101968,.,.,270,5933,108171,7605,.,.,.,.,88.1,7693.1,O
2014,6335,"Firelands Electric Coop, Inc",OH,Cooperative,RFC,27,39,.,161393,.,.,0,.,.,0,.,161393,150606,.,.,168,10619,161393,18580,.,.,.,.,407,18987,O
2014,6342,First Electric Coop Corp,AR,Cooperative,SERC,414.6,521.2,.,1985487,.,.,0,.,.,0,.,1985487,1894997,.,.,2627,87863,1985487,178869.1,.,.,.,.,3334.2,182203.3,O
2014,6369,Fishers Island Utility Co Inc,NY,Investor Owned,NPCC,2,1.1,.,6661,.,.,0,.,.,0,.,6661,5932,.,.,21,708,6661,2004,.,.,.,.,.,2004,O
2014,6374,Fitchburg Gas & Elec Light Co,NH,Investor Owned,NPCC,88,80,.,306864,.,.,0,1135,1083,52,.,306916,216304,86510,.,2556,1546,306916,45001.9,20924.5,7105.5,.,.,-5448.4,67583.5,O
2014,6380,Fitzgerald Wtr Lgt & Bond Comm,GA,Municipal,SERC,43,49,.,223741,.,.,0,.,.,0,.,223741,208096,.,5199,.,10446,223741,23955,.,.,.,.,416,24371,O
2014,6389,FirstEnergy Generation Corp,OH,Wholesale Power Marketer,RFC,.,.,62713803,.,.,.,0,.,.,0,.,62713803,.,62713803,.,.,.,62713803,.,.,3648539.2,.,.,.,3648539.2,O
2014,6390,City of Flandreau,SD,Municipal,MRO,5.7,5.8,.,30153,.,.,0,.,.,0,.,30153,28300,.,.,5,1848,30153,2382.5,.,.,.,.,80.7,2463.2,O
2014,6395,Flathead Electric Coop Inc,MT,Cooperative,WECC,208.7,345.1,9997,1486803,.,.,0,76651,76651,0,.,1496800,1424137,.,.,1882,70781,1496800,105379.8,.,.,.,.,1717.8,107097.6,O
2014,6411,Flint Electric Membership Corp,GA,Cooperative,SERC,381.2,540.2,.,1829007,.,.,0,.,.,0,.,1829007,1777953,.,.,2587,48467,1829007,187877.5,.,.,.,.,8113.6,195991.1,O
2014,6417,City of Flora - (IL),IL,Municipal,,25.3,18.1,66,124391,.,.,0,.,.,0,.,124457,115924,.,.,1615,6918,124457,12292,.,.,.,.,226,12518,O
2014,6422,City of Florence - (AL),AL,Municipal,SERC,268,328.5,0,1305079,0,.,0,0,0,0,0,1305079,1233753,0,0,280,71046,1305079,122363,.,0,0,0,4357,126720,O
2014,6424,Florence Utility Comm,WI,Municipal,MISO,3.2,3.3,0,17305,0,0,.,0,0,.,.,17305,16322,0,.,0,983,17305,2199.9,.,0,0,0,31.2,2231.1,O
2014,6427,City of Floresville,TX,Municipal,TRE,82.2,87.6,.,359517,.,.,0,.,.,0,.,359517,350950,.,93,393,8081,359517,38741.1,.,.,.,.,.,38741.1,O
2014,6431,"Flint Hills Rural E C A, Inc",KS,Cooperative,SPP,19.2,17.8,.,88578,.,.,0,4349,4223,126,.,88704,83393,.,5,2,5304,88704,11874.2,0,.,.,.,130.1,12004.3,O
2014,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,RFC,132.1,187.3,.,958271,.,.,0,.,.,0,.,958271,930172,.,.,677,27422,958271,75176.5,.,.,.,.,.,75176.5,O
2014,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,FRCC,157,117,.,740651,.,.,0,763656,723803,39853,.,780504,679462,.,.,1993,99049,780504,79534,.,.,.,.,6028,85562,O
2014,6452,Florida Power & Light Co,FL,Investor Owned,FRCC,22935,17830,110932636,8359313,.,.,0,13862305,13520793,341512,.,119633461,104431096,8765314,.,123235,6313816,119633461,10526025,.,514429,-42,.,148916,11189328,O
2014,6455,"Duke Energy Florida, Inc",FL,Investor Owned,FRCC,9219,8330,34758994,6132923,.,.,0,15238636,15009869,228767,.,41120684,37240099,1487950,.,170624,2222011,41120684,4363362.7,.,214741.2,138966.1,.,223333.9,4940403.9,O
2014,6457,Florida Public Utilities Co,FL,Investor Owned,FRCC,138,185.1,.,678278,.,.,0,.,.,0,.,678278,648235,.,.,665,29378,678278,84346,.,.,.,.,-3133,81213,O
2014,6458,First Energy Solutions Corp.,OH,Retail Power Marketer,RFC,.,.,.,71726851,.,.,0,.,.,0,.,71726851,71726851,.,.,.,.,71726851,4064416.3,.,.,.,.,.,4064416.3,O
2014,6491,Foley Board of Utilities,AL,Municipal,SERC,232,286,.,1067404,.,.,0,.,.,0,.,1067404,1037783,.,.,.,29621,1067404,119105,.,.,.,.,2040,121145,O
2014,6567,Florida Municipal Power Agency,FL,Municipal,FRCC,1348.4,1160.2,7959798,99997,.,.,0,.,.,0,-153860,7905935,.,7752075,.,.,153860,7905935,.,.,532577.2,.,.,73110.2,605687.4,O
2014,6579,City of Forest City- (IA),IA,Municipal,MRO,16.8,13.3,224,69613,.,.,0,.,.,0,.,69837,66331,.,.,.,3506,69837,5790.9,.,.,.,.,17.2,5808.1,O
2014,6580,Town of Forest City,NC,Municipal,SERC,24.9,24.5,377,126481,.,.,0,.,.,0,.,126858,115259,.,.,.,11599,126858,12374,.,.,.,.,.,12374,O
2014,6582,City of Forest Grove,OR,Municipal,WECC,39,62.3,.,270397,.,.,0,.,.,0,.,270397,251235,.,.,.,19162,270397,14348,.,.,.,.,416,14764,O
2014,6604,City of Fort Collins - (CO),CO,Municipal,WECC,281.6,244.1,.,1475103,.,.,0,.,.,0,0,1475103,1433244,.,8543,.,33316,1475103,114115.3,.,.,.,.,11838.6,125953.9,O
2014,6608,Fort Loudoun Electric Coop,TN,Cooperative,SERC,123.2,228.7,0,658025,0,.,0,0,0,0,0,658025,626127,0,0,944,30954,658025,67313,.,0,0,0,3478,70791,O
2014,6610,City of Fort Morgan,CO,Municipal,WECC,42.9,41.3,.,242113,.,.,0,.,.,0,.,242113,242113,.,.,.,.,242113,22163,.,.,.,.,263,22426,O
2014,6611,Fort Belknap Electric Coop Inc,TX,Cooperative,TRE,25,27,.,140974,.,.,0,.,.,0,.,140974,129472,.,.,.,11502,140974,13076,.,.,.,.,75,13151,O
2014,6612,Fort Payne Improvement Authority,AL,Municipal,SERC,62,74.8,0,333758,0,.,0,0,0,0,0,333758,319865,0,0,382,13511,333758,30297,.,0,0,0,687,30984,O
2014,6615,City of Fort Pierre - (SD),SD,Municipal,MRO,5.7,6,55,26566,.,.,0,.,.,0,.,26621,26465,.,.,156,.,26621,2308,.,.,.,.,307,2615,O
2014,6616,Fort Pierce Utilities Authority,FL,Municipal,FRCC,106,89,.,540489,.,.,0,.,.,0,.,540489,518446,.,.,790,21253,540489,63875,.,.,.,.,1053,64928,O
2014,6617,Fort Valley Utility Comm,GA,Municipal,SERC,26.7,22.9,.,125976,.,.,0,.,.,0,.,125976,120390,.,.,.,5586,125976,12089,.,.,.,.,.,12089,O
2014,6638,City of Fountain,CO,Municipal,WECC,50.3,39.5,.,218988,.,.,0,.,.,0,.,218988,206411,.,.,.,12577,218988,23109,.,.,.,.,.,23109,O
2014,6640,Four County Elec Member Corp,NC,Cooperative,SERC,183.1,202.5,0,948344,0,0,0,0,0,0,0,948344,901937,0,0,0,46407,948344,92942.1,0,0,0,0,-899.7,92042.4,O
2014,6641,4-County Electric Power Assn,MS,Cooperative,SERC,209.9,281.8,0,1081272,0,.,0,0,0,0,0,1081272,1028266,0,0,2036,50970,1081272,115510,.,0,0,0,5466,120976,O
2014,6707,City of Frankfort - (IN),IN,Municipal,RFC,63.9,56,.,379021,.,.,0,.,.,0,.,379021,371566,.,.,.,7455,379021,28987,.,.,.,.,.,28987,O
2014,6708,City of Frankfort - (KY),KY,Municipal,SERC,135,142.9,.,750573,.,.,0,.,.,0,.,750573,694826,33941,.,.,21806,750573,54558.5,.,1437.2,.,.,308.9,56304.6,O
2014,6709,Easley Combined Utility System,SC,Municipal,SERC,69.6,66,82,312851,.,.,0,.,.,0,.,312933,300082,.,.,.,12851,312933,34972,.,.,.,.,.,34972,O
2014,6710,Town of Edenton - (NC),NC,Municipal,SERC,21.7,24,.,103760,.,.,0,.,.,0,.,103760,96007,.,.,.,7753,103760,12290,.,.,.,.,154,12444,O
2014,6715,City of Franklin - (VA),VA,Municipal,SERC,25,37,172,148587,.,.,0,.,.,0,.,148759,142891,.,.,.,5868,148759,15147,.,.,.,.,1039,16186,O
2014,6716,PUD No 1 of Franklin County,WA,Political Subdivision,WECC,230,183,.,1452873,.,.,0,.,.,0,.,1452873,1038284,389295,.,1731,23563,1452873,74003,.,12052,.,.,537,86592,O
2014,6717,Franklin Electric Coop - (AL),AL,Cooperative,SERC,45.1,43.1,0,220295,0,.,0,0,0,0,0,220295,208700,0,0,183,11412,220295,23791,.,0,0,0,867,24658,O
2014,6718,City of Franklin - (KY),KY,Municipal,SERC,38.6,34.2,0,200004,0,.,0,0,0,0,0,200004,193910,0,0,327,5767,200004,16670,.,0,0,0,489,17159,O
2014,6722,Franklin Rural Electric Coop - (IA),IA,Cooperative,MRO,12,13.9,.,66327,.,.,0,.,.,0,.,66327,62941,.,.,142,3244,66327,6964.9,.,.,.,.,21.1,6986,O
2014,6752,Town of Frederick - (CO),CO,Municipal,WECC,7.2,4.7,.,26148,.,.,0,.,.,0,.,26148,24048,.,.,.,2100,26148,3110,.,.,.,.,40,3150,O
2014,6758,City of Fredericksburg - (TX),TX,Municipal,TRE,33,27.9,.,142635,.,.,0,.,.,0,.,142635,133329,.,.,.,9306,142635,12626,.,.,.,.,.,12626,O
2014,6775,Village of Freeport - (NY),NY,Municipal,NPCC,54.6,47.8,45684,267458,.,.,0,.,.,0,.,313142,249277,47292,.,.,16573,313142,30418,.,793,.,.,2439,33650,O
2014,6779,City of Fremont - (NE),NE,Municipal,MRO,90,75.7,473870,49585,.,.,0,.,.,0,.,523455,414371,85443,.,8012,15629,523455,32583,.,2830.9,.,.,.,35413.9,O
2014,6782,Freeborn-Mower Coop Services,MN,Cooperative,MRO,34.4,39.8,.,224013,.,.,0,.,.,0,.,224013,216949,.,.,304,6760,224013,22033,.,.,.,.,1002,23035,O
2014,6784,French Broad Elec Member Corp,NC,Cooperative,SERC,82.7,136.9,7097,545203,.,.,0,.,.,0,.,552300,508279,.,.,830,43191,552300,62309.7,.,.,.,.,2575.3,64885,O
2014,6803,Town of Front Royal,VA,Municipal,SERC,34.2,51,.,189203,.,.,0,.,.,0,.,189203,169441,.,.,8910,10852,189203,15260,.,.,.,.,.,15260,O
2014,6804,Frontier Power Company,OH,Cooperative,RFC,23.7,29.3,.,125380,.,.,0,.,.,0,.,125380,117766,.,.,.,7614,125380,15844,.,.,.,.,223,16067,O
2014,6839,City of Fulton - (MO),MO,Municipal,SERC,37,28,616,163497,.,.,0,.,.,0,-4404,159709,154450,.,.,.,5259,159709,14228.3,.,.,.,.,.,14228.3,O
2014,6840,City of Fulton - (KY),KY,Municipal,SERC,11.8,9.6,0,56095,0,.,0,0,0,0,0,56095,54657,0,0,122,1316,56095,5505,.,0,0,0,114,5619,O
2014,6894,City of Gaffney - (SC),SC,Municipal,SERC,49.4,39.9,32000,247714,.,.,0,.,.,0,.,279714,225285,.,14349,.,40080,279714,21379,.,.,.,.,.,21379,O
2014,6907,City of Greendale,IN,Municipal,RFC,18.3,16.8,.,111142,.,.,0,.,.,0,.,111142,111137,.,.,.,5,111142,9111,.,.,.,.,.,9111,O
2014,6909,Gainesville Regional Utilities,FL,Municipal,FRCC,409,348,1150422,774767,.,.,0,.,.,0,.,1925189,1708818,170391,.,.,45980,1925189,251124,.,11654,.,338,.,263116,O
2014,6914,City of Galion,OH,Municipal,RFC,22.5,19.6,.,114053,.,.,0,.,.,0,.,114053,105389,.,.,3130,5534,114053,8856,.,.,.,.,53.3,8909.3,O
2014,6923,City of Gallatin - (TN),TN,Municipal,SERC,160.8,155.4,0,840185,0,.,0,0,0,0,0,840185,803889,0,0,532,35764,840185,67382,.,0,0,0,990,68372,O
2014,6930,City of Gallup - (NM),NM,Municipal,WECC,36.8,34,.,222376,.,.,0,.,.,0,.,222376,212617,.,.,.,9759,222376,24346.3,.,.,.,.,.,24346.3,O
2014,6941,City of Garden City,KS,Municipal,SPP,66.2,32.8,.,289573,.,.,0,.,.,0,.,289573,289573,0,0,0,.,289573,32200,0,0,0,0,0,32200,O
2014,6949,City of Gardner - (KS),KS,Municipal,SPP,37.1,27.3,54,143830,.,.,0,.,.,0,.,143884,134608,.,.,494,8782,143884,13944,.,.,.,.,564,14508,O
2014,6950,Garland Light & Power Company,WY,Cooperative,WECC,4,4,.,28225,.,.,0,.,.,0,.,28225,26326,.,542,1357,.,28225,3529,.,.,.,.,24,3553,O
2014,6957,"Garkane Energy Coop, Inc",UT,Cooperative,WECC,43.5,52.6,23406,236949,.,.,0,.,.,0,.,260355,239781,.,.,577,19997,260355,22185,.,.,.,548.8,249.6,22983.4,O
2014,6958,City of Garland - (TX),TX,Municipal,TRE,443,384,33696,6544803,.,.,0,.,.,0,-27664,6550835,1989584,4463616,.,.,97635,6550835,195845,.,166491,.,11691,3364,377391,O
2014,6965,City of Garnett - (KS),KS,Municipal,SPP,8.9,2.6,.,30805,.,.,0,.,.,0,.,30805,26922,.,2159,.,1724,30805,3136.2,.,.,.,.,.,3136.2,O
2014,7004,"Buckeye Power, Inc",OH,Cooperative,RF,1448,1743,10129846,455008,.,.,0,.,.,0,.,10584854,.,10152538,.,.,432316,10584854,.,.,662957.8,.,.,7388.1,670345.9,O
2014,7024,Gascosage Electric Coop,MO,Cooperative,SERC,42,60,.,211136,.,.,0,.,.,0,.,211136,202733,.,.,286,8117,211136,17074,.,.,.,.,490,17564,O
2014,7027,City of Gastonia - (NC),NC,Municipal,SERC,150.9,117.6,0,710079,.,.,0,988,988,0,.,710079,647079,.,.,34777,28223,710079,73103,.,.,.,7.3,2429,75539.3,O
2014,7090,GreyStone Power Corporation,GA,Cooperative,SERC,636,606,0,2808283,.,.,0,.,.,0,.,2808283,2722545,.,.,3278,82460,2808283,270994,.,.,.,.,8374,279368,O
2014,7096,City of Geneva- (IL),IL,Municipal,RFC,81.1,71.7,2157,411165,.,.,0,.,.,0,-13478,399844,390288,.,.,.,9556,399844,39252.9,.,.,.,.,.,39252.9,O
2014,7128,City of Georgetown - (SC),SC,Municipal,SERC,28.2,30.8,.,143438,.,.,0,.,.,0,.,143438,134388,.,8842,.,208,143438,12939,.,.,.,.,.,12939,O
2014,7129,City of Georgetown - (TX),TX,Municipal,TRE,126,113,0,648801,0,49074,-49074,0,0,0,0,599727,566869,.,.,.,32858,599727,58018,.,.,.,.,.,58018,O
2014,7140,Georgia Power Co,GA,Investor Owned,SERC,15777,16308,69927957,23062842,19013200,18073570,939630,29514860,28875407,639453,-639453,93930429,83740365,5450500,0,97614,4641950,93930429,8255813,.,379455,-20863,102610,273438,8990453,O
2014,7149,City of Gering - (NE),NE,Municipal,MRO,18,14,.,78043,.,.,0,.,.,0,.,78043,65420,.,.,.,12623,78043,9095,.,.,.,.,.,9095,O
2014,7174,Gibson Electric Members Corp,TN,Cooperative,SERC,176.1,206.3,0,866589,0,.,0,0,0,0,0,866589,832272,0,0,1647,32670,866589,82717,.,0,0,0,5862,88579,O
2014,7197,Georgia Transmission Corp,GA,Transmission,SERC,8753.7,9633.4,.,.,.,.,0,44668044,43644787,1023257,.,1023257,.,.,.,.,1023257,1023257,.,.,.,.,.,264186.9,264186.9,O
2014,7222,City of Gillette - (WY),WY,Municipal,WECC,67.3,63.4,193403,163243,.,.,0,.,.,0,.,356646,325596,.,3351,.,27699,356646,27488,.,.,.,.,1454,28942,O
2014,7257,City of Girard - (KS),KS,Municipal,SPP,8.8,5.8,244,34324,.,.,0,.,.,0,-402,34166,30125,.,500,2261,1280,34166,3990,.,.,.,.,154,4144,O
2014,7262,"Glacier Electric Coop, Inc",MT,Cooperative,WECC,28,35.9,.,188155,.,.,0,.,.,0,.,188155,173023,.,.,447,14685,188155,15326,.,.,.,484,182,15992,O
2014,7264,"Glades Electric Coop, Inc",FL,Cooperative,FRCC,61,76,.,334234,.,.,0,.,.,0,.,334234,292036,15912,.,498,25788,334234,42597,.,1355,.,.,.,43952,O
2014,7265,City of Gladstone,MI,Municipal,MISO,5.6,6,0,33364,0,0,.,0,0,.,.,33364,31754,0,.,0,1610,33364,4292,.,0,0,0,0,4292,O
2014,7270,City of Glasgow - (KY),KY,Municipal,SERC,58.9,53.4,0,310752,0,.,0,0,0,0,0,310752,299405,0,0,1360,9987,310752,29383,.,0,0,0,1257,30640,O
2014,7279,"NextEra Energy Services, LLC",TX,Retail Power Marketer,TRE,2360,2025,.,14022240,.,.,0,.,.,0,.,14022240,14022240,.,.,.,.,14022240,939756.6,.,.,.,.,.,939756.6,O
2014,7292,Glencoe Light & Power Comm,MN,Municipal,MRO,20.1,10.7,-649,75369,.,.,0,.,.,0,.,74720,70421,.,225,999,3075,74720,7427.3,.,.,.,.,874.9,8302.2,O
2014,7294,City of Glendale - (CA),CA,Municipal,WECC,337,169,160123,1948736,0,0,0,0,0,0,-25063,2083796,1088667,923511,0,15516,56102,2083796,168097.6,.,38128.4,.,.,4522.3,210748.3,O
2014,7300,City of Glenwood Springs - (CO),CO,Municipal,WECC,23.5,23,.,132493,.,.,0,.,.,0,.,132493,128480,.,.,.,4013,132493,11786,.,.,.,.,574.7,12360.7,O
2014,7303,Raccoon Valley Electric Cooperative,IA,Cooperative,MRO,22.4,29.4,.,142648,.,.,0,.,.,0,.,142648,132116,6246,.,140,4146,142648,13489,.,529,.,.,-7,14011,O
2014,7349,"Golden Spread Electric Cooperative, Inc",TX,Cooperative,SPP,1538,965,2841578,4981173,.,.,0,.,.,0,.,7822751,.,7805793,.,.,16958,7822751,.,.,507724.5,.,7928.3,.,515652.8,O
2014,7353,Golden Valley Elec Assn Inc,AK,Cooperative,AK,162.2,211.7,578363,731455,.,.,0,10620,10299,321,.,1310139,1219363,18,.,14038,76720,1310139,229750.6,.,4.4,.,372.5,2254.6,232382.1,O
2014,7374,City of Goodland - (KS),KS,Municipal,SPP,12.2,9.6,1470,53423,.,.,0,.,.,0,.,54893,44313,.,.,.,10580,54893,5953,.,.,.,.,.,5953,O
2014,7411,City of Gothenburg - (NE),NE,Municipal,MRO,11.4,13.6,.,62480,.,.,0,.,.,0,.,62480,58551,.,.,.,3929,62480,4836,.,.,.,.,.,4836,O
2014,7443,City of Graettinger - (IA),IA,Municipal,MRO,2.4,2,8099,7021,.,.,0,.,.,0,-214,14906,9467,4485,.,430,524,14906,869.9,.,167.4,236.2,.,4.6,1278.1,O
2014,7450,Grady Electric Membership Corp,GA,Cooperative,SERC,82.6,98.9,.,334555,.,.,0,.,.,0,.,334555,309937,.,.,.,24618,334555,37656,.,.,1692,.,.,39348,O
2014,7456,Graham County Electric Coop Inc,AZ,Cooperative,WECC,43.1,21.8,.,163560,.,.,0,.,.,0,.,163560,153485,.,.,.,10075,163560,17600.4,.,.,.,263.7,388.8,18252.9,O
2014,7460,Goodhue County Coop Elec Assn,MN,Cooperative,MRO,18,21,.,102056,.,.,0,.,.,0,.,102056,96088,.,.,357,5611,102056,12263.6,.,.,.,.,103.5,12367.1,O
2014,7483,City of Grand Haven - (MI),MI,Municipal,RFC,53.1,48.9,174821,147134,.,.,0,.,.,0,.,321955,290235,26214,.,491,5015,321955,36103,0,1981,59,.,.,38143,O
2014,7484,"Grand Electric Coop, Inc",SD,Cooperative,MRO,30,37.2,.,220452,.,.,0,.,.,0,.,220452,216959,.,.,151,3342,220452,16467,.,.,.,.,657,17124,O
