|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Number of.Customers Enrolled.Residential|,|Number of.Customers Enrolled.Commercial|,|Number of.Customers Enrolled.Industrial|,|Number of.Customers Enrolled.Transportation|,|Number of.Customers Enrolled.Total|,|Types of Program.Time of Use Pricing.Residential|,|Types of Program.Time of Use Pricing.Commercial|,|Types of Program.Time of Use Pricing.Industrial|,|Types of Program.Time of Use Pricing.Transportation|,|Types of Program.Real Time Pricing.Residential|,|Types of Program.Real Time Pricing.Commercial|,|Types of Program.Real Time Pricing.Industrial|,|Types of Program.Real Time Pricing.Transportation|,|Types of Program.Variable Peak Pricing.Residential|,|Types of Program.Variable Peak Pricing.Commercial|,|Types of Program.Variable Peak Pricing.Industrial|,|Types of Program.Variable Peak Pricing.Transportation|,|Types of Program.Critical Peak Pricing.Residential|,|Types of Program.Critical Peak Pricing.Commercial|,|Types of Program.Critical Peak Pricing.Industrial|,|Types of Program.Critical Peak Pricing.Transportation|,|Types of Program.Critical Peak Rebate.Residential|,|Types of Program.Critical Peak Rebate.Commercial|,|Types of Program.Critical Peak Rebate.Industrial|,|Types of Program.Critical Peak Rebate.Transportation|
2019,15211,Pontotoc Electric Power Assn,,MS,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15248,Portland General Electric Co,,OR,PGE,"2,360",316,0,0,"2,676",Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15263,The Potomac Edison Company,,MD,PJM,0,67,58,0,125,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15270,Potomac Electric Power Co,,MD,PJM,"523,625",0,0,0,"523,625",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
2019,15297,City of Plummer - (ID),Y,ID,AVA,790,29,5,0,824,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15312,Village of Prairie Du Sac - (WI),,WI,MISO,0,8,1,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15340,Presque Isle Elec & Gas Coop,,MI,MISO,0,8,6,0,14,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15466,Public Service Co of Colorado,,CO,PSCO,"7,053",167,0,0,"7,220",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2019,15470,"Duke Energy Indiana, LLC",,IN,MISO,0,26,78,0,104,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N
2019,15472,Public Service Co of NH,,NH,ISNE,43,73,73,0,189,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15473,Public Service Co of NM,,NM,PNM,115,"4,646",63,0,"4,824",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15474,Public Service Co of Oklahoma,,OK,SWPP,"480,565","60,851","6,871",0,"548,287",N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2019,15507,City of Pulaski - (TN),,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15671,Randolph Electric Member Corp,,NC,CPLE,64,43,1,0,108,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15748,Town of Reading - (MA),,MA,ISNE,515,85,0,0,600,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15804,Reedsburg Utility Comm,,WI,MISO,1,23,8,0,32,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15938,Rice Lake Utilities,,WI,MISO,30,6,34,0,70,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15978,City of Richland Center - (WI),,WI,MISO,54,8,5,0,67,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,15983,Richland Electric Coop,Y,WI,MISO,"1,147",134,0,0,"1,281",N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
2019,15989,City of Richmond - (IN),,IN,PJM,0,0,77,0,77,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,16057,"Rio Grande Electric Coop, Inc",,TX,ERCO,"8,584","4,210",528,0,"13,322",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16060,Riverland Energy Cooperative,,WI,MISO,367,104,0,0,471,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16082,City of River Falls,,WI,MISO,16,22,2,0,40,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16088,City of Riverside - (CA),,CA,CISO,85,0,534,0,619,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16101,Roanoke Electric Member Corp,,NC,PJM,14,1,2,0,17,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16179,Rochelle Municipal Utilities,,IL,PJM,0,0,34,0,34,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16181,Rochester Public Utilities,,MN,MISO,0,53,0,0,53,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16183,Rochester Gas & Electric Corp,,NY,NYIS,"3,482",792,205,0,"4,479",Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N
2019,16223,City of Rockwood - (TN),,TN,TVA,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16295,City of Roseville - (CA),,CA,BANC,0,0,31,0,31,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16496,Rutherford Elec Member Corp,,NC,DUK,0,58,0,0,58,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16511,Sac-Osage Electric Coop Inc,,MO,AECI,0,5,0,0,5,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16534,Sacramento Municipal Util Dist,,CA,BANC,"488,873","64,436",159,1,"553,469",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16558,City of Salem - (VA),,VA,PJM,0,9,9,0,18,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16572,Salt River Project,,AZ,SRP,"321,723","13,354",3,0,"335,080",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16603,"San Luis Valley R E C, Inc",,CO,WACM,"1,211",64,"2,557",0,"3,832",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16604,City of San Antonio - (TX),,TX,ERCO,0,66,0,0,66,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16609,San Diego Gas & Electric Co,,CA,CISO,"664,476","147,788",212,0,"812,476",Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N
2019,16616,"San Isabel Electric Assn, Inc",,CO,WACM,904,516,4,0,"1,424",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16629,Sand Mountain Electric Coop,,AL,TVA,0,1,0,0,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16674,Satilla Rural Elec Member Corporation,,GA,SOCO,0,829,28,0,857,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,16679,City of Sauk Centre - (MN),,MN,MISO,37,4,9,0,50,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
2019,16680,Village of Sauk City - (WI),Y,WI,MISO,0,23,2,0,25,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16829,City of Scottsboro,,AL,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16865,Sawnee Electric Membership Corporation,,GA,SOCO,212,28,0,0,240,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16868,City of Seattle - (WA),,WA,SCL,4,127,30,3,164,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16920,Sedgwick County El Coop Assn Inc,,KS,SWPP,0,0,8,0,8,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16930,Sequachee Valley Electric Coop,,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16949,Sevier County Electric System,,TN,TVA,0,1,3,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,16971,Shakopee Public Utilities Comm,,MN,MISO,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17011,Shawano Municipal Utilities,,WI,MISO,23,1,30,0,54,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17033,Sheffield Utilities,,AL,TVA,0,0,8,0,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17037,City of Shelby - (NC),,NC,DUK,0,2,0,0,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17047,City of Shelbyville - (TN),,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17066,Shenandoah Valley Elec Coop,,VA,PJM,0,11,5,0,16,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2019,17130,City of Shullsburg - (WI),Y,WI,MISO,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17166,Sierra Pacific Power Co,,NV,NEVP,"1,260","2,346",106,0,"3,712",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17252,Singing River Elec Cooperative,,MS,MISO,0,48,14,0,62,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17324,Slinger Utilities,,WI,MISO,1,12,0,0,13,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17452,City of Smithville - (TN),,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17470,PUD 1 of Snohomish County,,WA,BPAT,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17492,"Socorro Electric Coop, Inc",,NM,PNM,147,13,0,0,160,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17539,"Dominion Energy South Carolina, Inc",,SC,SCEG,81,"1,674",24,0,"1,779",Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17543,South Carolina Public Service Authority,,SC,SC,2,30,21,0,53,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N
2019,17548,South Central Public Pwr Dist,,NE,SWPP,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17549,South Jersey Energy Company,,CT,ISNE,0,1,0,0,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17549,South Jersey Energy Company,,MA,ISNE,0,1,0,0,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17549,South Jersey Energy Company,,ME,ISNE,0,2,0,0,2,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17549,South Jersey Energy Company,,NH,ISNE,0,16,0,0,16,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17549,South Jersey Energy Company,,NJ,PJM,0,5,0,0,5,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17549,South Jersey Energy Company,,PA,PJM,0,2,0,0,2,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17549,South Jersey Energy Company,,RI,ISNE,0,1,0,0,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17572,South River Elec Member Corp,,NC,CPLE,14,124,0,0,138,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17577,City of South Sioux City,,NE,SWPP,0,1,0,0,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17592,Southeast Colorado Power Assn,,CO,WACM,0,"2,669",0,0,"2,669",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17599,Southeastern Indiana R E M C,,IN,MISO,48,0,0,0,48,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y
2019,17603,Southeastern Electric Coop Inc - (OK),,OK,SWPP,0,0,10,0,10,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
2019,17609,Southern California Edison Co,,CA,CISO,"498,196","568,158","29,142",0,"1,095,496",Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
2019,17612,Bear Valley Electric Service,,CA,CISO,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17643,"Southern Iowa Elec Coop, Inc",,IA,AECI,"4,562",158,0,0,"4,720",Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17646,"Southern Pine Elec Coop, Inc",,AL,AEC,0,1,0,0,1,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2019,17647,Southern Pine Electric Cooperative,,MS,MISO,6,6,0,0,12,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17668,City of Southport - (NC),Y,NC,CPLE,0,29,0,0,29,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17683,Southwest Mississippi E P A,,MS,MISO,0,3,0,0,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17684,Southwest Louisiana E M C,,LA,MISO,0,6,0,0,6,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17694,Southwest Tennessee E M C,,TN,TVA,0,7,1,0,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17698,Southwestern Electric Power Co,,AR,SWPP,"103,251","18,008",641,0,"121,900",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17698,Southwestern Electric Power Co,,LA,SWPP,"204,110","1,601",51,0,"205,762",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17698,Southwestern Electric Power Co,,TX,SWPP,"151,302","3,357",176,0,"154,835",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17718,Southwestern Public Service Co,,NM,SWPP,8,1,0,0,9,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17718,Southwestern Public Service Co,,TX,SWPP,48,54,1,0,103,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17826,"Springer Electric Coop, Inc",,NM,PNM,38,3,0,0,41,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17829,City of Springfield - (TN),,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,17891,City of St Marys - (OH),,OH,PJM,"3,700",503,13,0,"4,216",N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
2019,17896,City of Shasta Lake - (CA),,CA,BANC,0,0,1,0,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18006,City of Starkville,,MS,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18022,City of Statesville - (NC),,NC,DUK,0,25,18,0,43,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2019,18047,Steele-Waseca Cooperative Electric,,MN,MISO,0,4,15,0,19,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18087,Town of Sterling - (MA),,MA,ISNE,79,0,0,0,79,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2019,18102,"Steuben Rural Elec Coop, Inc",,NY,NYIS,47,0,0,0,47,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18181,City of Stoughton - (WI),,WI,MISO,17,25,4,0,46,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18249,City of Sturgeon Bay - (WI),,WI,MISO,17,42,1,0,60,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18252,City of Sturgis,,MI,PJM,0,0,15,0,15,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18280,Sulphur Springs Valley E C Inc,,AZ,WALC,8,105,0,0,113,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18304,"Sumter Electric Coop, Inc",,FL,SEC,0,0,14,0,14,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,18305,Sumter Electric Member Corp,,GA,SOCO,0,807,11,0,818,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18312,Sun Prairie Utilities,,WI,MISO,23,50,6,0,79,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18316,"Sumner-Cowley Elec Coop, Inc",,KS,SWPP,0,0,5,0,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,18336,Superior Water and Light Co,,WI,MISO,24,0,24,0,48,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18339,Surry-Yadkin Elec Member Corp,,NC,DUK,"1,183",0,0,0,"1,183",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18360,Suwannee Valley Elec Coop Inc,,FL,SEC,0,297,0,0,297,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18383,Taylor Electric Coop - (WI),,WI,MISO,138,28,0,0,166,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
2019,18384,City of Sweetwater,,TN,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18397,City of Sylvania - (GA),,GA,SOCO,0,2,0,0,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18445,City of Tallahassee - (FL),,FL,TAL,"1,595",0,0,0,"1,595",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18447,Tallahatchie Valley E P A,,MS,TVA,0,3,1,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18454,Tampa Electric Co,,FL,TEC,"5,254","3,767",27,0,"9,048",N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2019,18472,City of Tarrant,,AL,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18498,Taylor County Rural E C C,,KY,PJM,140,2,0,0,142,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18546,Town of Templeton - (MA),Y,MA,ISNE,0,10,0,0,10,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18642,Tennessee Valley Authority,,AL,TVA,0,1,8,0,9,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18642,Tennessee Valley Authority,,KY,TVA,0,1,9,0,10,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18642,Tennessee Valley Authority,,MS,TVA,0,2,6,0,8,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18642,Tennessee Valley Authority,,TN,TVA,0,5,16,0,21,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18895,Thumb Electric Coop of Mich,,MI,MISO,9,1,0,0,10,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18917,Tillamook Peoples Utility Dist,,OR,BPAT,0,0,6,0,6,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18940,Tipmont Rural Elec Member Corp,,IN,MISO,76,0,1,0,77,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18943,Tippah Electric Power Assn,,MS,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,18951,Tishomingo County E P A,,MS,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19007,Tombigbee Electric Power Assn,,MS,TVA,0,0,4,0,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19119,"TransCanada Power Marketing, Ltd.",,MA,ISNE,0,0,1,0,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19156,Powder River Energy Corp,,WY,WACM,130,0,0,0,130,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19157,MiEnergy Cooperative,,IA,MISO,0,15,4,0,19,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19157,MiEnergy Cooperative,,MN,MISO,6,17,3,0,26,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19160,"Tri-County Electric Coop, Inc (OK)",,OK,SWPP,0,0,17,0,17,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19162,Tri-County Elec Member Corp (TN),,KY,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19189,Trico Electric Cooperative Inc,,AZ,WALC,"1,957",40,10,0,"2,007",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19266,Tullahoma Board-Public Utils,,TN,TVA,"8,976","1,931",0,0,"10,907",Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19273,City of Tupelo - (MS),,MS,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19281,Turlock Irrigation District,,CA,TIDC,745,"1,223",557,0,"2,525",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19324,Two Rivers Water & Light,,WI,MISO,5,28,1,0,34,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19325,Umatilla Electric Coop Assn,,OR,BPAT,0,157,"1,419",0,"1,576",N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19327,"TXU Energy Retail Co, LLC",,TX,ERCO,"140,614",409,"4,226",0,"145,249",Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
2019,19390,"UGI Utilities, Inc",,PA,PJM,6,151,51,0,208,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19396,Tri-County Electric Coop (MI),,MI,MISO,3,7,170,0,180,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19430,City of Union City,,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19436,Union Electric Co - (MO),,MO,MISO,120,"7,201",13,0,"7,334",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19446,Duke Energy Kentucky,,KY,PJM,0,282,95,0,377,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N
2019,19490,United Electric Coop Service Inc - (TX),,TX,ERCO,0,18,16,0,34,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2019,19497,United Illuminating Co,,CT,ISNE,"72,175","8,708",486,1,"81,370",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19499,"United Power, Inc",,CO,WACM,"1,930",474,14,0,"2,418",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2019,19547,Hawaiian Electric Co Inc,,HI,HECO,"1,907",55,2,0,"1,964",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19574,Upper Cumberland E M C,,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19578,Upper Peninsula Power Company,,MI,MISO,0,0,1,0,1,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
2019,19667,Utilities Dist-Western IN REMC,,IN,MISO,2,0,0,0,2,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19728,"UNS Electric, Inc",,AZ,TEPC,"8,936",427,2,0,"9,365",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19785,Verdigris Valley Elec Coop Inc,,OK,AECI,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19791,"Vermont Electric Cooperative, Inc",,VT,ISNE,21,30,4,0,55,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19798,City of Vernon,,CA,CISO,0,93,104,0,197,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19806,"Victoria Electric Coop, Inc",,TX,ERCO,0,0,15,0,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
2019,19820,Victory Electric Coop Assn Inc,,KS,SWPP,0,0,5,0,5,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2019,19876,Virginia Electric & Power Co,,NC,PJM,425,"1,062",29,0,"1,516",Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N
2019,19876,Virginia Electric & Power Co,,VA,PJM,"8,350","7,349",253,0,"15,952",Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N
