Data Year,Utility Number,Utility Name,Short Form,State,Distribution Circuits,Circuits with Voltage Optimization
2019,7750,Guthrie County Rural E C A,,IA,46,46
2019,7752,Guadalupe Valley Elec Coop Inc,,TX,153,153
2019,7759,Town of Guernsey - (WY),Y,WY,4,0
2019,7760,Town of Gueydan,Y,LA,6,0
2019,7785,"Gulf Coast Electric Coop, Inc",,FL,37,0
2019,7787,Gunnison County Elec Assn.,,CO,5,5
2019,7801,Gulf Power Co,,FL,305,0
2019,7826,City of Gunnison - (CO),,CO,3,3
2019,7827,Guntersville Electric Board,,AL,17,0
2019,7864,Grundy County Rural Elec Coop,,IA,34,0
2019,7870,H-D Electric Coop Inc,,SD,27,0
2019,7887,Habersham Electric Membership Corp,,GA,59,0
2019,7891,Guernsey-Muskingum El Coop Inc,,OH,38,0
2019,7907,City of Hagerstown - (IN),Y,IN,330,0
2019,7908,Hagerstown Light Department,,MD,21,0
2019,7958,City of Hallettsville - (TX),Y,TX,3,3
2019,7969,City of Halstad - (MN),,MN,1,0
2019,7977,City of Hamilton - (OH),,OH,54,0
2019,7978,Halifax Electric Member Corp,,NC,36,0
2019,7979,Hamilton County Elec Coop Assn,,TX,29,0
2019,7995,Village of Hamilton - (NY),Y,NY,6,0
2019,7996,Town of Hamilton - (NC),Y,NC,1,0
2019,8000,NineStar Connect,,IN,23,0
2019,8034,Hancock-Wood Electric Coop Inc,,OH,57,0
2019,8055,City of Hannibal - (MO),,MO,17,0
2019,8063,Village of Hampton - (NE),Y,NE,1,0
2019,8083,City of Harbor Springs - (MI),Y,MI,3,3
2019,8104,Town of Hardwick,,VT,6,0
2019,8122,Harlan Municipal Utilities - (IA),,IA,11,0
2019,8131,City of Harmony - (MN),Y,MN,3,0
2019,8147,City of Harriman - (TN),,TN,16,0
2019,8179,Harrison County Rural E M C,,IN,47,47
2019,8192,"Harrison Rural Elec Assn, Inc",Y,WV,13,0
2019,8198,City of Harrisonburg - (VA),,VA,28,0
2019,8199,City of Harrisonville - (MO),,MO,14,14
2019,8205,City of Hart Hydro - (MI),Y,MI,33,11
2019,8209,City of Hartford - (AL),Y,AL,6,6
2019,8210,Hart Electric Member Corp,,GA,77,77
2019,8212,Hartford Electric,,WI,25,25
2019,8214,City of Hartley - (IA),Y,IA,5,0
2019,8226,City of Hartselle,,AL,12,0
2019,8240,Village of Haskins - (OH),Y,OH,1,0
2019,8245,City of Hastings - (NE),,NE,42,28
2019,8254,Borough of Hatfield- (PA),Y,PA,3,0
2019,8276,Havana Power & Light Company,,FL,2,0
2019,8279,City of Haven - (KS),Y,KS,1,0
2019,8283,Harrison County Rrl Elec Coop,,IA,26,26
2019,8287,Hawaii Electric Light Co Inc,,HI,143,0
2019,8288,City of Hawarden - (IA),,IA,4,0
2019,8307,Hawley Public Utilities Comm,,MN,4,0
2019,8311,Town of Haxtun - (CO),Y,CO,1,0
2019,8319,Heartland Power Coop,,IA,60,1
2019,8319,Heartland Power Coop,,MN,7,0
2019,8333,Haywood Electric Member Corp,,GA,1,0
2019,8333,Haywood Electric Member Corp,,NC,38,0
2019,8333,Haywood Electric Member Corp,,SC,1,0
2019,8336,Village of Hazel Green - (WI),Y,WI,4,0
2019,8348,City of Healdsburg - (CA),,CA,4,4
2019,8359,City of Hearne - (TX),Y,TX,3,0
2019,8366,Heber Light & Power Company,,UT,16,4
2019,8375,City of Hebron - (NE),,NE,6,0
2019,8379,City of Hecla,Y,SD,5,5
2019,8428,City of Helper - (UT),Y,UT,2,0
2019,8430,Village of Hemingford - (NE),Y,NE,2,2
2019,8432,City of Hemphill - (TX),Y,TX,2,2
2019,8447,Hendricks County Rural E M C,,IN,69,0
2019,8449,Henderson City Utility Comm,,KY,38,0
2019,8459,City of Henning - (MN),Y,MN,5,3
2019,8466,Henry County Rural E M C,,IN,30,0
2019,8490,City of Herington - (KS),Y,KS,7,0
2019,8493,City of Hermann,Y,MO,6,4
2019,8497,City of Herndon,Y,KS,3,0
2019,8515,City of Hermiston,,OR,6,0
2019,8517,City of Hertford - (NC),Y,NC,1,0
2019,8532,City of Heyburn - (ID),Y,ID,4,0
2019,8543,Hibbing Public Utilities Comm,,MN,17,0
2019,8548,City of Hickman,,KY,4,0
2019,8566,High Plains Power Inc,,WY,99,0
2019,8567,City of Higginsville - (MO),Y,MO,9,4
2019,8570,Highline Electric Assn,,CO,67,67
2019,8570,Highline Electric Assn,,NE,20,20
2019,8571,Town of High Point,,NC,85,85
2019,8573,City of Highland,,IL,17,0
2019,8574,"Jackson Electric Coop, Inc - (WI)",,WI,34,0
2019,8579,City of Highlands - (NC),Y,NC,2,2
2019,8599,City of Hill City,Y,KS,5,2
2019,8610,City of Hinton,,IA,3,0
2019,8620,"HILCO Electric Cooperative, Inc.",,TX,44,0
2019,8628,City of Hillsboro - (ND),Y,ND,5,0
2019,8629,City of Hillsboro - (KS),Y,KS,3,0
2019,8631,Hillsdale Board of Public Wks,,MI,9,9
2019,8632,"Hill County Electric Coop, Inc",,MT,41,0
2019,8677,Town of Hobgood,Y,NC,1,1
2019,8698,City of Hogansville - (GA),Y,GA,3,0
2019,8699,Inland Power & Light Company,,ID,3,0
2019,8699,Inland Power & Light Company,,WA,99,0
2019,8700,Hohokam Irr & Drain Dist,Y,AZ,4,0
2019,8703,City of Hoisington - (KS),Y,KS,11,8
2019,8714,Town of Holden - (UT),Y,UT,1,0
2019,8715,Town of Holden - (MA),Y,MA,6,0
2019,8717,City of Holdrege,,NE,7,0
2019,8723,City of Holland,,MI,70,0
2019,8733,Village of Holley - (NY),Y,NY,8,8
2019,8748,City of Holly Springs,,MS,20,0
2019,8751,Town of Holly - (CO),Y,CO,1,0
2019,8761,Holmes-Wayne Electric Coop Inc,,OH,46,31
2019,8764,"Holston Electric Coop, Inc",,TN,37,0
2019,8770,City of Holton - (KS),,KS,11,0
2019,8773,"Holy Cross Electric Assn, Inc",,CO,52,0
2019,8774,City of Holyoke - (MA),,MA,55,0
2019,8777,City of Holyoke - (CO),Y,CO,1,1
2019,8780,"Fox Islands Electric Coop, Inc",,ME,1,0
2019,8781,City of Holyrood - (KS),Y,KS,1,0
2019,8786,Horry Electric Coop Inc,,SC,119,0
2019,8795,City of Homestead - (FL),,FL,19,0
2019,8796,City of Hingham - (MA),,MA,12,4
2019,8797,Hull Municipal Light Plant,Y,MA,2,2
2019,8801,City of Hondo - (TX),Y,TX,5,0
2019,8824,M J M Electric Cooperative Inc,,IL,41,41
2019,8825,Town of Hookerton - (NC),Y,NC,2,0
2019,8826,Hooversville Boro Elec Lgt Co,Y,PA,1,0
2019,8830,Hood River Electric Coop,,OR,8,0
2019,8840,City of Hope,,AR,20,0
2019,8846,City of Hopkinsville,,KY,26,0
2019,8847,City of Hopkinton - (IA),Y,IA,4,4
2019,8871,City of Horton - (KS),Y,KS,2,0
2019,8883,Houlton Water Company,,ME,1,0
2019,8884,Terrebonne Parish Consol Gov't,,LA,26,4
2019,8896,City of Houston - (MO),Y,MO,5,0
2019,8898,Houston County Elec Coop Inc,,TX,45,45
2019,8901,CenterPoint Energy,,TX,"1,734",0
2019,8911,Howard Electric Coop,,MO,13,0
2019,8919,City of Howard - (SD),Y,SD,2,2
2019,8924,Howard Greeley Rural P P D,,NE,52,52
2019,8934,"Howell-Oregon Elec Coop, Inc",,MO,78,66
2019,8949,City of Hubbard,Y,OH,8,1
2019,8972,City of Hudson - (OH),,OH,20,20
2019,8973,Town of Hudson - (MA),,MA,12,10
2019,9000,Hughes Power & Light Co,Y,AK,1,0
2019,9011,City of Hugoton - (KS),,KS,12,0
2019,9022,City of Hubbell- (NE),Y,NE,1,0
2019,9023,City of Humboldt,,TN,12,0
2019,9025,City of Hunnewell - (MO),Y,MO,1,0
2019,9067,City of Hope,Y,ND,45,0
2019,9087,Town of Huntersville - (NC),,NC,10,0
2019,9088,City of Huntingburg - (IN),Y,IN,7,0
2019,9094,City of Huntsville - (AL),,AL,259,242
2019,9096,City of Lafayette - (LA),,LA,89,0
2019,9124,Hustisford Utilities,,WI,3,0
2019,9128,Hurricane City Power,,UT,13,9
2019,9130,Hutchinson Utilities Comm,,MN,13,13
2019,9144,Village of Hyde Park - (VT),Y,VT,1,0
2019,9163,Hyrum City Corporation,,UT,9,9
2019,9186,"Idaho County L&P Coop Assn, Inc",Y,ID,12,0
2019,9187,City of Idaho Falls - (ID),,ID,42,1
2019,9188,"I-N-N Electric Coop, Inc",Y,AK,123,0
2019,9191,Idaho Power Co,,ID,604,374
2019,9191,Idaho Power Co,,OR,66,19
2019,9192,Igiugig Electric Company,Y,AK,1,0
2019,9200,Village of Ilion - (NY),Y,NY,12,0
2019,9209,Illinois Rural Electric Coop,,IL,69,69
2019,9216,Imperial Irrigation District,,CA,321,0
2019,9217,City of Imperial,,NE,8,0
2019,9230,City of Independence - (IA),,IA,7,7
2019,9231,City of Independence - (MO),,MO,66,34
2019,9246,"Indian Electric Coop, Inc",,OK,64,0
2019,9273,Indianapolis Power & Light Co,,IN,436,364
2019,9274,City of Indianola - (NE),Y,NE,1,0
2019,9275,Indianola Municipal Utilities,,IA,20,20
2019,9292,Inter County Energy Coop Corp,,KY,43,0
2019,9324,Indiana Michigan Power Co,,IN,641,60
2019,9324,Indiana Michigan Power Co,,MI,142,9
2019,9331,Intercounty Electric Coop Assn,,MO,102,0
2019,9336,Intermountain Rural Elec Assn,,CO,320,0
2019,9416,Ipnatchiaq Electric Company,Y,AK,2,2
2019,9417,Interstate Power and Light Co,,IA,"1,498",0
2019,9418,City of Iola - (KS),,KS,14,0
2019,9422,J-A-C Electric Coop Inc,Y,TX,28,0
2019,9425,Iowa Lakes Electric Coop,,IA,158,22
2019,9431,Irwin Electric Membership Corp,,GA,37,0
2019,9442,Town of Ipswich - (MA),,MA,7,0
2019,9463,City of Isabel - (KS),Y,KS,68,0
2019,9475,Itasca-Mantrap Co-op Electrical Assn,,MN,43,0
2019,9541,City of Iuka - (KS),Y,KS,1,1
2019,9572,Village of Jackson Center - (OH),Y,OH,3,1
2019,9573,City of Jackson - (GA),Y,GA,3,0
2019,9575,Jackson Energy Coop Corp - (KY),,KY,113,0
2019,9576,Jackson County Rural E M C - (IN),,IN,36,0
2019,9590,"Jackson Electric Coop, Inc - (TX)",,TX,34,0
2019,9598,City of Jackson - (OH),,OH,4,0
2019,9599,City of Jackson - (MN),,MN,11,0
2019,9601,Jackson Electric Member Corp - (GA),,GA,234,0
2019,9603,City of Jackson - (MO),,MO,18,0
2019,9605,Jackson Purchase Energy Corporation,,KY,91,84
2019,9610,Village of Jacksonville - (VT),Y,VT,1,0
2019,9612,City of Jackson - (TN),,TN,120,118
2019,9613,City of Lebanon - (IN),,IN,20,8
2019,9616,Beaches Energy Services,,FL,29,29
2019,9617,JEA,,FL,378,378
2019,9645,Jamestown Board of Public Util,,NY,51,51
2019,9646,Town of Jamestown - (IN),Y,IN,2,0
2019,9650,City of Janesville - (MN),Y,MN,6,0
2019,9664,City of Jasper - (TX),,TX,13,0
2019,9665,Jasper County Rural E M C,,IN,37,37
2019,9666,Jay County Rural E M C,,IN,12,0
2019,9667,City of Jasper - (IN),,IN,16,16
2019,9668,"Jasper-Newton Elec Coop, Inc",,TX,63,0
2019,9682,"Jefferson Davis Elec Coop, Inc",,LA,43,43
2019,9689,Jefferson Electric Member Corp,,GA,58,0
2019,9690,Jefferson Utilities,,WI,4,4
2019,9697,City of Jellico,,KY,1,1
2019,9697,City of Jellico,,TN,2,2
2019,9699,"Jemez Mountains Elec Coop, Inc",,NM,56,0
2019,9726,Jersey Central Power & Lt Co,,NJ,"1,416","1,416"
2019,9732,City of Jetmore,Y,KS,5,0
2019,9734,City of Jewett City - (CT),,CT,3,0
2019,9739,Joe Wheeler Elec Member Corp,,AL,102,92
2019,9750,"Jo-Carroll Energy, Inc",,IL,104,104
2019,9776,City of Johnson - (KS),Y,KS,5,5
2019,9777,Johnson City - (TN),,TN,136,116
2019,9778,Johnson County Rural E M C,,IN,40,0
2019,9806,Village of Johnson - (VT),Y,VT,3,0
2019,9837,Jones-Onslow Elec Member Corp,,NC,137,131
2019,9879,City Water and Light Plant,,AR,90,0
2019,9880,City of Jonesville - (LA),Y,LA,4,4
2019,9922,Jump River Electric Coop Inc,,WI,22,0
2019,9928,City of Julesburg - (CO),Y,CO,266,0
2019,9936,Juneau Utility Comm,,WI,10,0
2019,9964,Kenergy Corp,,KY,195,186
2019,9973,City of Kahoka,Y,MO,6,4
2019,9991,Kandiyohi Power Coop,,MN,38,11
2019,9995,Kanosh Town Corporation,Y,UT,1,0
2019,9996,City of Kansas City - (KS),,KS,139,0
2019,9999,Kankakee Valley Rural E M C,,IN,34,0
2019,10000,Evergy Metro,,KS,353,0
2019,10000,Evergy Metro,,MO,470,0
2019,10005,"Evergy Kansas South, Inc",,KS,463,0
2019,10009,Karnes Electric Coop Inc,,TX,82,0
2019,10012,Kay Electric Coop,,OK,66,0
2019,10019,FreeState Electric Coop,,KS,75,0
2019,10025,City of Kaplan - (LA),Y,LA,8,0
2019,10037,City of Kasota - (MN),Y,MN,1,1
2019,10040,City of Kasson,Y,MN,2,1
2019,10056,City of Kaukauna,,WI,40,0
2019,10057,City of Lamar - (MO),,MO,11,0
2019,10063,Kaysville City Corporation,,UT,10,0
2019,10065,KBR Rural Public Power District,,NE,42,0
2019,10066,K C Electric Association,,CO,42,0
2019,10071,Kauai Island Utility Cooperative,,HI,46,46
2019,10089,Keewatin Public Utilities,Y,MN,1,0
2019,10144,Kennebunk Light & Power Dist,,ME,11,0
2019,10152,City of Kennett - (MO),,MO,16,0
2019,10153,KEM Electric Coop Inc,,ND,44,0
2019,10170,"Kiamichi Electric Coop, Inc",,OK,49,29
2019,10171,Kentucky Utilities Co,,KY,"1,115",0
2019,10171,Kentucky Utilities Co,,TN,1,0
2019,10171,Kentucky Utilities Co,,VA,92,0
2019,10172,City of Marathon - (IA),Y,IA,2,0
2019,10179,Kenyon Municipal Utilities,,MN,6,0
2019,10181,Keosauqua Municipal Light & Pwr,Y,IA,2,0
2019,10210,Ketchikan Public Utilities,,AK,15,9
2019,10226,"Utility Board of the City of Key West, F",,FL,36,0
2019,10229,City of Hickman - (NE),Y,NE,221,0
2019,10243,City of Kiel - (WI),Y,WI,2,0
2019,10260,City of Kimball - (NE),,NE,3,0
2019,10265,City of Kimballton - (IA),Y,IA,3,0
2019,10320,City of Kingfisher - (OK),Y,OK,4,0
2019,10321,City of Kingman - (KS),,KS,6,1
2019,10324,City of Kings Mountain - (NC),,NC,9,0
2019,10326,PUD No 1 of Kittitas County,Y,WA,15,0
2019,10329,"Kingsbury Electric Coop, Inc",Y,SD,3,0
2019,10331,Kingsport Power Co,,TN,65,0
2019,10345,City of Kinston - (NC),,NC,38,0
2019,10351,City of Kiowa - (KS),Y,KS,1,0
2019,10359,Kirbyville Light & Power Co,Y,TX,1,1
2019,10370,City of Kirkwood - (MO),,MO,34,0
2019,10376,Kissimmee Utility Authority,,FL,85,36
2019,10378,"Kit Carson Electric Coop, Inc",,NM,37,0
2019,10393,PUD No 1 of Klickitat County,,WA,46,0
2019,10407,Town of Knightstown - (IN),Y,IN,4,0
2019,10421,Knoxville Utilities Board,,TN,309,0
2019,10433,Kodiak Electric Assn Inc,,AK,20,0
2019,10447,City of Kosciusko - (MS),Y,MS,3,0
2019,10448,Kosciusko County Rural E M C,,IN,37,12
2019,10451,Kotzebue Electric Assn Inc,,AK,4,0
2019,10454,Kootenai Electric Cooperative,,ID,33,33
2019,10454,Kootenai Electric Cooperative,,WA,3,3
2019,10455,Kokhanok Village Council,Y,AK,1,0
2019,10491,Kwig Power Company,Y,AK,1,0
2019,10494,Borough of Kutztown - (PA),Y,PA,3,0
2019,10508,Village of L'Anse - (MI),,MI,2,2
2019,10525,La Farge Municipal Electric Co,Y,WI,1,0
2019,10532,City of La Grange - (TX),Y,TX,4,0
2019,10533,City of La Harpe - (KS),Y,KS,25,0
2019,10536,City of La Junta - (CO),Y,CO,12,0
2019,10538,City of La Plata - (MO),Y,MO,5,0
2019,10539,"La Plata Electric Assn, Inc",,CO,94,0
2019,10542,La Porte City Utilities,Y,IA,7,0
2019,10550,McCook Public Power District,,NE,48,0
2019,10558,"LaCreek Electric Assn, Inc",,NE,4,0
2019,10558,"LaCreek Electric Assn, Inc",,SD,32,0
2019,10559,City of La Crosse - (KS),Y,KS,8,0
2019,10562,Lagrange County Rural E M C,,IN,21,0
2019,10568,Town of Ladoga - (IN),Y,IN,1,0
2019,10570,City of Lafayette - (AL),Y,AL,7,0
2019,10571,City of LaFayette - (GA),Y,GA,7,7
2019,10573,Village of Hildreth - (NE),Y,NE,1,0
2019,10579,City of LaFollette,,TN,37,36
2019,10585,City of La Grange - (GA),,GA,28,0
2019,10586,Town of La Grange - (NC),Y,NC,2,2
2019,10595,City of Lake City - (MN),,MN,9,0
2019,10596,City of Lake Crystal - (MN),,MN,4,4
2019,10599,"Lake Region Electric Coop, Inc - (OK)",,OK,67,2
2019,10603,"Laclede Electric Coop, Inc",,MO,106,0
2019,10605,Lake Mills Light & Water,,WI,11,0
2019,10606,City of Lake Mills,,IA,6,0
2019,10608,City of Lake Park - (IA),Y,IA,1,0
2019,10609,City of Lake Park - (MN),Y,MN,2,2
2019,10610,"Lake Placid Village, Inc - (NY)",,NY,13,0
2019,10616,Village of Lakeview - (OH),Y,OH,2,0
2019,10617,City of Lake View - (IA),Y,IA,5,0
2019,10618,Lake Region Electric Cooperative - (MN),,MN,104,11
2019,10620,City of Lake Worth - (FL),,FL,42,0
2019,10622,City of Lakefield - (MN),Y,MN,5,2
2019,10623,City of Lakeland - (FL),,FL,118,110
2019,10624,Southern Rivers Energy,,GA,59,0
2019,10625,"Lamb County Electric Coop, Inc",,TX,69,64
2019,10627,Lakeview Light & Power,,WA,15,0
2019,10628,City of Lakin - (KS),Y,KS,4,0
2019,10629,City of Lakota - (ND),,ND,1,0
2019,10632,"Lake Region Electric Assn, Inc - (SD)",,SD,8,0
2019,10633,City of Lamar - (CO),Y,CO,27,4
2019,10649,Lamar County Elec Coop Assn,,TX,13,0
2019,10650,City of Lamoni - (IA),,IA,7,6
2019,10656,City of Lampasas - (TX),,TX,7,0
2019,10668,Licking Rural Electric Inc,,OH,65,0
2019,10669,Town of Landis - (NC),Y,NC,5,0
2019,10681,Lane Electric Coop Inc,,OR,35,35
2019,10685,Lanesboro Public Utility Comm,Y,MN,4,0
2019,10687,City of Lanett - (AL),Y,AL,4,4
2019,10697,Lake Country Power,,MN,145,0
2019,10702,Borough of Lansdale,,PA,13,0
2019,10704,City of Lansing - (MI),,MI,185,0
2019,10706,City of Larchwood - (IA),Y,IA,1,0
2019,10713,City of Larned - (KS),,KS,13,13
2019,10716,City of Larsen Bay - (AK),Y,AK,1,0
2019,10724,Lassen Municipal Utility District,,CA,18,16
2019,10728,"Lane-Scott Electric Coop, Inc",,KS,34,0
2019,10730,City of Las Animas - (CO),Y,CO,8,0
2019,10760,City of Laurel - (NE),Y,NE,1,0
2019,10767,City of Linneus - (MO),Y,MO,1,0
2019,10768,"Laurens Electric Coop, Inc",,SC,123,0
2019,10769,City of Laurens - (IA),,IA,7,0
2019,10770,City of Laurinburg - (NC),,NC,6,0
2019,10776,Borough of Lavallette - (NJ),Y,NJ,2,0
2019,10777,Town of Laverne - (OK),Y,OK,3,0
2019,10784,City of Lawler - (IA),Y,IA,1,1
2019,10798,Lawrenceburg Municipal Utils,,IN,13,13
2019,10799,City of Lawrenceburg,,TN,29,0
2019,10800,City of Lawrenceville - (GA),,GA,16,0
2019,10814,City of Le Sueur - (MN),,MN,14,7
2019,10817,"Lea County Electric Coop, Inc",,NM,59,0
2019,10817,"Lea County Electric Coop, Inc",,TX,36,0
2019,10830,City of Lebanon - (OH),,OH,19,0
2019,10832,City of Lebanon - (MO),,MO,32,0
2019,10857,"Lee County Electric Coop, Inc",,FL,135,0
2019,10868,City of Leesburg - (FL),,FL,24,24
2019,10879,Lehi City Corporation,,UT,42,0
2019,10881,City of Lehigh - (IA),Y,IA,1,1
2019,10882,Borough of Lehighton - (PA),Y,PA,2,0
2019,10892,City of Leland - (MS),Y,MS,3,0
2019,10906,City of Lenoir - (TN),,TN,69,69
2019,10908,City of Lenox - (IA),,IA,6,0
2019,10935,City of Lewes - (DE),Y,DE,4,0
2019,10944,PUD No 1 of Lewis County,,WA,83,0
2019,10959,Borough of Lewisberry - (PA),Y,PA,1,0
2019,10960,City of Lewisburg - (TN),,TN,10,0
2019,10961,City of Lewisville - (IN),Y,IN,1,0
2019,10962,Lewis County Rural E C A,,MO,35,35
2019,10966,City of Lexington - (NC),,NC,39,36
2019,10967,City of Lexington - (NE),,NE,22,15
2019,10968,City of Lexington - (TN),,TN,30,30
2019,10969,City of Lexington - (TX),Y,TX,2,0
2019,10970,City of Lexington - (OK),Y,OK,2,0
2019,10977,City of Liberal - (MO),Y,MO,1,0
2019,10978,Levan Town Corporation - (UT),Y,UT,1,0
2019,10982,City of Liberty - (TX),,TX,12,8
2019,11011,Licking Valley Rural E C C,,KY,36,0
2019,11014,"Lighthouse Electric Coop, Inc",,TX,75,0
2019,11017,City of Lincoln Center - (KS),Y,KS,5,2
2019,11018,Lincoln Electric System,,NE,185,184
2019,11019,Little River Electric Coop Inc,,SC,31,0
2019,11021,Lincoln County Power Dist No 1,Y,NV,13,0
2019,11022,"Lincoln Electric Coop, Inc",,MT,13,0
2019,11035,City of Lincolnton - (NC),Y,NC,4,4
2019,11040,City of Lindsborg - (KS),Y,KS,3,0
2019,11053,Linn County REC,,IA,39,1
2019,11055,City of Linton - (IN),Y,IN,10,0
2019,11058,City of Lindsay - (OK),Y,OK,5,0
2019,11064,Litchfield Public Utilities,,MN,8,0
2019,11083,Village of Little Valley - (NY),Y,NY,5,5
2019,11085,Town of Littleton - (MA),,MA,6,0
2019,11093,City of Livermore- (IA),Y,IA,1,0
2019,11097,City of Livingston - (TX),Y,TX,6,0
2019,11099,Town of Lingle - (WY),Y,WY,2,0
2019,11103,City of Llano - (TX),Y,TX,3,0
2019,11118,Lockhart Power Co,,SC,35,16
2019,11119,City of Lockhart - (TX),,TX,6,0
2019,11122,City of Lodgepole - (NE),Y,NE,1,0
2019,11124,City of Lodi - (CA),,CA,29,29
2019,11125,City of Lodi - (WI),,WI,5,0
2019,11126,Village of Lodi - (OH),Y,OH,8,0
2019,11135,City of Logan - (UT),,UT,21,4
2019,11141,City of Long Grove - (IA),Y,IA,1,0
2019,11142,City of Logansport - (IN),,IN,1,1
2019,11148,City of Lompoc - (CA),,CA,10,7
2019,11171,Long Island Power Authority,,NY,"1,021",22
2019,11187,City of Longmont,,CO,44,0
2019,11196,Town of Littleton - (NH),Y,NH,13,13
2019,11200,"Lorain-Medina R E C, Inc",,OH,48,48
2019,11203,Logan County Coop Power & Light,,OH,9,9
2019,11204,Los Alamos County,,NM,9,0
2019,11205,Town of Lucama - (NC),Y,NC,1,0
2019,11206,City of Mulberry - (KS),Y,KS,3,0
2019,11207,City of Muscotah,Y,KS,1,0
2019,11208,Los Angeles Department of Water & Power,,CA,"2,360","1,704"
2019,11211,Lost River Electric Coop Inc,Y,ID,20,0
2019,11222,Loudon Utilities Board,,TN,27,0
2019,11228,Town of Louisburg - (NC),Y,NC,4,1
2019,11241,Entergy Louisiana LLC,,LA,"1,636",0
2019,11247,Louisville Electric System,,MS,9,0
2019,11249,Louisville Gas & Electric Co,,KY,619,0
2019,11250,Loup Valleys Rural P P D,,NE,51,0
2019,11251,Loup River Public Power Dist,,NE,75,0
2019,11256,City of Loveland - (CO),,CO,73,0
2019,11268,City of Lowell - (MI),Y,MI,7,7
2019,11272,"Lower Yellowstone R E A, Inc",,MT,40,0
2019,11272,"Lower Yellowstone R E A, Inc",,ND,11,0
2019,11273,Lower Valley Energy Inc,,ID,3,0
2019,11273,Lower Valley Energy Inc,,WY,63,0
2019,11291,Lumbee River Elec Member Corp,,NC,126,36
2019,11292,City of Lubbock - (TX),,TX,144,0
2019,11296,Village of Lucas - (OH),Y,OH,2,2
2019,11298,Lyon Rural Electric Coop,,IA,27,0
2019,11299,City of Lucas- (KS),Y,KS,3,0
2019,11305,Village of Ludlow - (VT),,VT,6,0
2019,11306,City of Luray - (KS),Y,KS,3,0
2019,11316,City of Luling - (TX),Y,TX,3,0
2019,11318,City of Lumberton - (NC),,NC,12,0
2019,11330,Town of Lusk - (WY),Y,WY,3,0
2019,11332,City of Luverne - (MN),,MN,10,0
2019,11333,City of Luverne - (AL),Y,AL,5,0
2019,11334,"Lyon-Coffey Electric Cooperative, Inc.",,KS,27,0
2019,11345,"Lyon-Lincoln Electric Cooperative, Inc.",,MN,38,0
2019,11346,Village of Lyman - (NE),Y,NE,1,0
2019,11355,"Lynches River Elec Coop, Inc",,SC,58,0
2019,11359,Village of Lyndonville - (VT),,VT,9,0
2019,11360,Town of MacClesfield - (NC),Y,NC,25,0
2019,11364,"Lyntegar Electric Coop, Inc",,TX,122,122
2019,11372,City of Lyons - (NE),Y,NE,5,0
2019,11376,Town of Lyons - (CO),Y,CO,1,0
2019,11424,City of Mabel - (MN),Y,MN,1,0
2019,11458,City of Macon - (MS),,MS,3,3
2019,11460,City of Macon - (MO),,MO,11,0
2019,11463,Macon Electric Coop,,MO,54,0
2019,11475,City of Madison - (SD),,SD,12,12
2019,11476,Borough of Madison - (NJ),,NJ,18,0
2019,11477,Town of Madison - (ME),,ME,1,1
2019,11479,Madison Gas & Electric Co,,WI,252,0
2019,11481,City of Madison - (NE),,NE,4,0
2019,11482,City of Madison - (MN),Y,MN,8,0
2019,11488,Madisonville Municipal Utils,,KY,15,0
2019,11501,Magic Valley Electric Coop Inc,,TX,124,4
2019,11515,Town of Maiden - (NC),Y,NC,8,0
2019,11519,Magnolia Electric Power Assn,,MS,58,0
2019,11540,City of Malden - (MO),Y,MO,15,0
2019,11541,City of Manitou - (OK),Y,OK,81,0
2019,11560,City of Manassas - (VA),,VA,20,20
2019,11566,City of Mangum - (OK),,OK,3,0
2019,11568,Town of Manilla - (IA),,IA,6,0
2019,11571,Manitowoc Public Utilities,,WI,26,10
2019,11578,Town of Mannford - (OK),Y,OK,1,1
2019,11581,City of Manning,,IA,7,0
2019,11585,City of Mansfield - (MO),Y,MO,4,0
2019,11586,Town of Mansfield - (MA),,MA,12,0
2019,11587,City of Mansfield - (GA),Y,GA,1,0
2019,11588,City of Manti - (UT),Y,UT,8,0
2019,11589,"Harney Electric Coop, Inc",,NV,20,0
2019,11589,"Harney Electric Coop, Inc",,OR,19,0
2019,11609,City of Mapleton- (IA),Y,IA,4,0
2019,11611,City of Maquoketa - (IA),,IA,16,0
2019,11618,Village of Marathon - (NY),Y,NY,5,0
2019,11624,City of Marblehead - (MA),,MA,26,22
2019,11626,City of Marceline - (MO),Y,MO,5,1
2019,11643,Marias River Electric Coop Inc,,MT,5,0
2019,11646,City of Marietta - (GA),,GA,70,43
2019,11658,City of Marion - (KS),Y,KS,5,5
2019,11691,City of Marlow - (OK),Y,OK,4,4
2019,11693,"Marlboro Electric Coop, Inc",,SC,30,1
2019,11701,City of Marquette - (MI),,MI,14,14
2019,11713,City of Marshall - (MI),,MI,19,0
2019,11714,Marshall-De Kalb Electric Coop,,AL,31,0
2019,11731,City of Marshall - (MN),,MN,30,24
2019,11732,City of Marshall - (MO),,MO,30,11
2019,11736,City of Marshall - (IL),Y,IL,5,4
2019,11739,Village of Marshallville - (OH),Y,OH,2,0
2019,11740,City of Marshfield - (WI),,WI,15,0
2019,11767,Marshall County Rural E M C,,IN,9,0
2019,11770,City of Martinsville - (VA),,VA,14,0
2019,11788,Consumers Energy,,IA,43,43
2019,11789,Maryville Utilities,,TN,28,0
2019,11790,City of Mascoutah - (IL),Y,IL,14,0
