Data Year,Utility Number,Utility Name,Short Form,Ownership Code,Ownership,Monthly,Advanced Metering,Demand Response,Distribution Systems,Dynamic Pricing,Energy Efficiency,Mergers,Net Metering,Non Net Metering Distributed,Operational Data,Reliablity,Sales to Ultimate Customers,Service Territory,Utility Data
2019,5588,East-Central Iowa Rural Elec Coop,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,5598,East Central Oklahoma Elec Coop Inc,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,5605,Eastern Iowa Light & Power Coop,,C,Cooperative,,X,,X,X,,,X,X,X,X,X,X,X
2019,5609,Eastern Maine Electric Coop,,C,Cooperative,X,X,,X,,,,X,,X,X,X,X,X
2019,5625,Easton Utilities Comm,,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,5630,City of Eaton Rapids - (MI),Y,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,5631,Town of Eatonville - (WA),Y,M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2019,5632,Eau Claire Electric Coop,,C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2019,5644,"Edisto Electric Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,5653,Village of Edgerton - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5655,Edinburgh Municipal Utilities,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5656,Edgecombe-Martin County E M C,,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2019,5661,City of Edmond - (OK),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,5686,City of El Dorado Springs - (MO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5692,City of Eitzen - (MN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5701,El Paso Electric Co,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,5703,Empire Natural Gas Corporation,,R,Retail Power Marketer,X,,,,,,,,,X,,X,,X
2019,5721,City of Elfin Cove - (AK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5728,City of Elba - (AL),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5729,Electrical Dist No8 Maricopa,,P,Political Subdivision,,X,,,,X,,,,X,,X,X,X
2019,5730,City of Elberton,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5732,City of Elbow Lake - (MN),Y,M,Municipal,,X,X,X,,X,,,,X,,X,X,X
2019,5741,City of Eldorado - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5742,Eldridge City Utilities,,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,5744,City of Electra - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5748,Electric Energy Inc,,I,Investor Owned,,,,,,,,,,X,,,X,X
2019,5752,Village of Eldorado - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5760,City of Elizabeth City - (NC),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5763,City of Elizabethton - (TN),,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,5771,City of Elk Point,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5773,City of Elk River,,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,5777,City of Elkhorn - (WI),,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,5780,Elkhorn Rural Public Pwr Dist,,P,Political Subdivision,,X,X,X,,X,,X,,X,X,X,X,X
2019,5794,Town of Elkton,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5795,City of Elsmore - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5796,City of Ellaville,Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,5802,City of Ellinwood - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5827,City of Ellsworth - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5828,Borough of Ellwood City - (PA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5832,Elmhurst Mutual Power & Light Co,,C,Cooperative,,X,,X,,X,,X,,X,,X,X,X
2019,5833,Village of Elmore - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5834,City of Elroy - (WI),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5839,City of Elwood - (KS),Y,M,Municipal,,X,,,,,,,,X,,X,X,X
2019,5841,City of Ely - (MN),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5850,City of Emerson - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5860,Empire District Electric Co,,I,Investor Owned,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,5862,"Empire Electric Assn, Inc",,C,Cooperative,,X,,X,,X,,X,X,X,X,X,X,X
2019,5875,Village of Endicott - (NY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5880,"Energy Coop of New York, Inc",,R,Retail Power Marketer,X,,X,,,,,,,X,,X,,X
2019,5896,Town of Enfield - (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5905,Excelsior Electric Member Corp,,C,Cooperative,,X,X,X,,,,X,,X,X,X,X,X
2019,5915,Village of Enosburg Falls - (VT),Y,M,Municipal,,X,,X,,,,X,X,X,X,X,X,X
2019,5919,City of Enterprise - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5927,Village of Endicott - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5928,Town of Etna Green,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5929,"Fairfield Electric Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,5930,Village of Fairport - (NY),,M,Municipal,,X,,X,,X,,,,X,X,X,X,X
2019,5932,City of Ephraim - (UT),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,5935,Borough of Ephrata - (PA),,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,5945,City of Erath - (LA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5953,"Entergy Solutions, Ltd",,R,Retail Power Marketer,X,,,,X,,,,,X,,X,,X
2019,5957,City of Erie - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,5961,Town of Erwin - (TN),,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2019,5964,"Escambia River Elec Coop, Inc",,C,Cooperative,,X,X,X,X,,,X,,X,,X,X,X
2019,5969,City of Escondido - (CA),,M,Municipal,,,,,,,,,,X,,,,X
2019,5995,City of Estelline - (SD),Y,M,Municipal,,X,X,X,,,,,,X,,X,X,X
2019,5997,Town of Estes Park,,M,Municipal,,X,,X,X,X,,X,,X,,X,X,X
2019,5998,City of Estherville - (IA),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6008,City of Etowah,,M,Municipal,,X,,X,X,,,,X,X,,X,X,X
2019,6019,City of Eudora - (KS),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6022,City of Eugene - (OR),,M,Municipal,X,X,,X,,X,,X,X,X,X,X,X,X
2019,6043,City of Evansville,,M,Municipal,,X,,X,X,,,X,X,X,,X,X,X
2019,6052,City of Evergreen - (AL),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6112,"Farmers Electric Coop, Inc - (IA)",,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2019,6127,City of Fairbank - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6130,City of Fairburn - (GA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6132,City of Fairbury,,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,6136,Village of Fairmont - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6138,City of Fairfax - (MN),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6141,City of Fairfield- (IL),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6145,City of Fairhope - (AL),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,6149,City of Ellensburg - (WA),,M,Municipal,,X,,X,,,,X,X,X,,X,X,X
2019,6151,Fairmont Public Utilities Comm,,M,Municipal,,X,X,X,,X,,,,X,,X,X,X
2019,6152,City of Fairview - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6154,Fairview City Corporation,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6155,"Farmers Electric Company, Ltd - (ID)",Y,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,6157,City of Faith - (SD),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6168,Farmers Electric Coop - (IA),,C,Cooperative,,X,,X,,X,,,X,X,X,X,X,X
2019,6169,Fall River Rural Elec Coop Inc,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,6172,City of Fallon - (NV),Y,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,6173,Fannin County Electric Coop,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,6175,City of Falls City - (NE),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,6178,City of Falmouth - (KY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6181,"Farmers Electric Coop, Inc - (MO)",,C,Cooperative,,X,X,X,,,,X,,X,X,X,X,X
2019,6182,"Farmers Electric Coop, Inc - (TX)",,C,Cooperative,,X,X,X,X,,,X,X,X,X,X,X,X
2019,6183,"Fayette Electric Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,6192,City of Farmer City - (IL),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6194,Farmers Rural Electric Coop Corp - (KY),,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,6198,"Farmers Electric Coop, Inc - (NM)",,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,6203,City of Farmersville - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6204,City of Farmington - (NM),,M,Municipal,X,X,,X,,,,X,,X,X,X,X,X
2019,6205,City of Farmington - (MO),,M,Municipal,,X,,X,,,,X,X,X,,X,X,X
2019,6206,Farmers Electric Coop Corp - (AR),Y,C,Cooperative,,X,X,X,,,,X,,X,,X,X,X
2019,6207,Farmington River Power Company,,I,Investor Owned,X,,,X,,,,,,X,,X,X,X
2019,6209,Town of Farmville - (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6210,City of Farnhamville - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6231,City of Fayette - (MO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6234,City of Fayetteville,,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2019,6235,Fayetteville Public Works Commission,,M,Municipal,X,X,,X,X,,,,X,X,X,X,X,X
2019,6258,Federated Rural Electric Assn,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,6272,"FEM Electric Assn, Inc",,C,Cooperative,,X,,X,,,,,,X,X,X,X,X
2019,6274,City of Fennimore - (WI),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6276,Town of Ferdinand - (IN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6297,PUD No 1 of Ferry County,,P,Political Subdivision,,X,,X,,,,X,,X,,X,X,X
2019,6316,Fillmore City Corporation,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6335,"Firelands Electric Coop, Inc",,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,6342,First Electric Coop Corp,,C,Cooperative,X,X,X,X,,,,X,,X,X,X,X,X
2019,6369,Fishers Island Utility Co Inc,,I,Investor Owned,X,X,,X,,,,,,X,,X,X,X
2019,6374,Fitchburg Gas & Elec Light Co,,I,Investor Owned,X,X,,X,X,X,,X,X,X,X,X,X,X
2019,6380,Fitzgerald Wtr Lgt & Bond Comm,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6389,Energy Harbor Generation LLC,,W,Wholesale Power Marketer,,,,,,,,,,X,,,,X
2019,6390,City of Flandreau,,M,Municipal,,X,,X,,X,,,X,X,,X,X,X
2019,6395,Flathead Electric Coop Inc,,C,Cooperative,X,X,X,X,X,X,,X,,X,X,X,X,X
2019,6396,City of Flatonia - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6411,Flint Electric Membership Corp,,C,Cooperative,,X,X,X,X,,,X,,X,X,X,X,X
2019,6417,City of Flora - (IL),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6418,Town of Fleming - (CO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6422,City of Florence - (AL),,M,Municipal,X,X,,X,X,,,,X,X,,X,X,X
2019,6424,Florence Utility Comm,,M,Municipal,,X,,X,X,,,X,,X,X,X,X,X
2019,6427,City of Floresville,,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,6431,"Flint Hills Rural E C A, Inc",,C,Cooperative,,X,X,X,X,,,X,X,X,X,X,X,X
2019,6442,Fleming-Mason Energy Coop Inc,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,6443,"Florida Keys El Coop Assn, Inc",,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,6452,Florida Power & Light Co,,I,Investor Owned,X,X,X,X,,X,,X,X,X,X,X,X,X
2019,6455,"Duke Energy Florida, LLC",,I,Investor Owned,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,6457,Florida Public Utilities Co,,I,Investor Owned,X,X,,X,X,X,,X,,X,X,X,X,X
2019,6458,Energy Harbor Corp.,,R,Retail Power Marketer,X,,,,,,,,,X,,X,,X
2019,6472,City of Floydada - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6491,Foley Board of Utilities,,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,6496,City of Fonda - (IA),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,6501,City of Fontanelle - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6509,Town of Fort Laramie- (WY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6567,Florida Municipal Power Agency,,M,Municipal,,,,,,,,,,X,,,,X
2019,6579,City of Forest City- (IA),,M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2019,6580,Town of Forest City,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6582,City of Forest Grove,,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,6598,City of Forsyth - (GA),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,6604,City of Fort Collins - (CO),,M,Municipal,X,X,X,X,X,X,,X,X,X,X,X,X,X
2019,6608,Fort Loudoun Electric Coop,,C,Cooperative,,X,,X,X,,,,X,X,X,X,X,X
2019,6609,City of Fort Meade - (FL),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6610,City of Fort Morgan,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6611,Fort Belknap Electric Coop Inc,,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,6612,Fort Payne Improvement Authority,,M,Municipal,,X,,X,X,,,,X,X,,X,X,X
2019,6613,Town of Fountain - (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6615,City of Fort Pierre - (SD),,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,6616,Fort Pierce Utilities Authority,,M,Municipal,,X,,X,,X,,X,,X,X,X,X,X
2019,6617,Fort Valley Utility Comm,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6618,Town of Fort Supply - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6627,City of Fosston - (MN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6638,City of Fountain,,M,Municipal,,X,,X,X,,,X,,X,,X,X,X
2019,6640,Four County Elec Member Corp,,C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2019,6641,4-County Electric Power Assn,,C,Cooperative,X,X,,X,X,,,,X,X,X,X,X,X
2019,6707,City of Frankfort - (IN),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6708,City of Frankfort - (KY),,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,6709,Easley Combined Utility System,,M,Municipal,,X,X,X,,,,X,X,X,X,X,X,X
2019,6710,Town of Edenton - (NC),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6711,Village of Frankfort - (NY),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6715,City of Franklin - (VA),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,6716,PUD No 1 of Franklin County,,P,Political Subdivision,,X,,X,,,,,,X,X,X,X,X
2019,6717,Franklin Electric Coop - (AL),,C,Cooperative,,X,,X,X,,,,,X,,X,X,X
2019,6718,City of Franklin - (KY),,M,Municipal,,X,,X,X,,,,,X,,X,X,X
2019,6722,Franklin Rural Electric Coop - (IA),,C,Cooperative,,X,,X,,,,X,X,X,X,X,X,X
2019,6723,City of Franklin - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6735,Town of Frankton - (IN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6750,City of Frederick - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6752,Town of Frederick - (CO),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6753,City of Fredonia - (AZ),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6758,City of Fredericksburg - (TX),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,6759,City of Fredericksburg - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6761,City of Fredericktown - (MO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6762,City of Fredonia - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6764,Village of Freeburg - (IL),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,6775,Village of Freeport - (NY),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,6779,City of Fremont - (NE),,M,Municipal,X,X,,X,,,,X,,X,X,X,X,X
2019,6780,Town of Fremont - (NC),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6782,Freeborn-Mower Coop Services,,C,Cooperative,,X,X,X,X,X,,X,,X,X,X,X,X
2019,6784,French Broad Elec Member Corp,,C,Cooperative,,X,,X,,X,,X,X,X,X,X,X,X
2019,6793,City of Friend - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6803,Town of Front Royal,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6804,Frontier Power Company,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,6839,City of Fulton - (MO),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,6840,City of Fulton - (KY),,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,6848,Fulton County Rural E M C,Y,C,Cooperative,,X,X,X,,,,,X,X,,X,X,X
2019,6866,"G & K, Inc",Y,I,Investor Owned,,X,,X,,,,,,X,,X,X,X
2019,6894,City of Gaffney - (SC),,M,Municipal,,X,,X,,,,X,X,X,X,X,X,X
2019,6896,City of Galt,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6907,City of Greendale,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6909,Gainesville Regional Utilities,,M,Municipal,,X,,X,X,X,,X,X,X,X,X,X,X
2019,6914,City of Galion,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6915,Galena Electric Utility,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6923,City of Gallatin - (TN),,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2019,6924,City of Gallatin - (MO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6930,City of Gallup - (NM),,M,Municipal,,X,,X,X,,,X,,X,,X,X,X
2019,6931,City of Galva - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6941,City of Garden City,,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6949,City of Gardner - (KS),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,6950,Garland Light & Power Company,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,6957,"Garkane Energy Coop, Inc",,C,Cooperative,,X,,X,X,,,X,,X,X,X,X,X
2019,6958,City of Garland - (TX),,M,Municipal,,X,,X,,,,,,X,X,X,X,X
2019,6965,City of Garnett - (KS),,M,Municipal,,X,,X,,,,,X,X,,X,X,X
2019,6970,City of Garrett,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,6993,City of Gas City - (IN),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7004,"Buckeye Power, Inc",,C,Cooperative,,,X,,,X,,X,X,X,,,,X
2019,7024,Gascosage Electric Coop,,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,7027,City of Gastonia - (NC),,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2019,7048,City of Geary - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7084,City of Declo - (ID),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7090,GreyStone Power Corporation,,C,Cooperative,,X,X,X,,,,X,X,X,X,X,X,X
2019,7095,City of Geneseo - (IL),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,7096,City of Geneva- (IL),,M,Municipal,,X,,X,X,,,X,,X,X,X,X,X
2019,7100,Village of Genoa - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7128,City of Georgetown - (SC),,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7129,City of Georgetown - (TX),,M,Municipal,,X,,X,,,,X,,X,X,X,X,X
2019,7130,Town of Georgetown - (MA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7131,Village of Georgetown - (OH),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,7140,Georgia Power Co,,I,Investor Owned,X,X,X,X,X,X,,,X,X,X,X,X,X
2019,7149,City of Gering - (NE),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,7174,Gibson Electric Members Corp,,C,Cooperative,X,X,,X,X,,,,X,X,X,X,X,X
2019,7184,City of Giddings - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7194,City of Gilbert,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7197,Georgia Transmission Corp,,T,Transmission,,,,,,,,,,X,,,,X
2019,7222,City of Gillette - (WY),,M,Municipal,X,X,,X,,,,X,,X,X,X,X,X
2019,7249,City of Giltner - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7256,Borough of Girard - (PA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7257,City of Girard - (KS),,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,7262,"Glacier Electric Coop, Inc",,C,Cooperative,,X,,X,,,,X,,X,,X,X,X
2019,7264,"Glades Electric Coop, Inc",,C,Cooperative,,X,,X,X,X,,X,X,X,X,X,X,X
2019,7265,City of Gladstone,,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,7269,City of Glasco - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7270,City of Glasgow - (KY),,M,Municipal,,X,,X,X,,,,X,X,X,X,X,X
2019,7279,"NextEra Energy Services, LLC",,R,Retail Power Marketer,X,,,,X,,,,,X,,X,,X
2019,7287,City of Glen Elder - (KS),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7292,Glencoe Light & Power Comm,,M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2019,7294,City of Glendale - (CA),,M,Municipal,,X,,X,X,X,,X,X,X,X,X,X,X
2019,7295,City of Glidden - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7300,City of Glenwood Springs - (CO),,M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2019,7303,Raccoon Valley Electric Cooperative,,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,7311,Village of Glouster - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7318,"Goldenwest Electric Coop, Inc",Y,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,7349,"Golden Spread Electric Cooperative, Inc",,C,Cooperative,,,X,,,,,,,X,,,,X
2019,7353,Golden Valley Elec Assn Inc,,C,Cooperative,X,X,,X,,X,,X,X,X,X,X,X,X
2019,7359,Borough of Goldsboro - (PA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7368,City of Goldthwaite - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7370,City of Gonzales - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7374,City of Goodland - (KS),,M,Municipal,,X,,X,,,,X,X,X,,X,X,X
2019,7411,City of Gothenburg - (NE),,M,Municipal,,X,,X,X,X,,,X,X,,X,X,X
2019,7419,City of Goldsmith - (TX),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7424,Gowrie Municipal Utilities,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7441,Goltry Public Works Authority,Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7442,Grafton Electric - (IA),Y,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,7443,City of Graettinger - (IA),,M,Municipal,,X,,X,,X,,,,X,,X,X,X
2019,7444,City of Grafton - (ND),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7445,Village of Grafton - (OH),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7450,Grady Electric Membership Corp,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,7456,Graham County Electric Coop Inc,,C,Cooperative,,X,,X,,X,,X,,X,X,X,X,X
2019,7460,Goodhue County Coop Elec Assn,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
2019,7478,Town of Granada - (CO),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7480,City of Granbury - (TX),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,7483,City of Grand Haven - (MI),,M,Municipal,,X,,X,X,X,,X,,X,X,X,X,X
2019,7484,"Grand Electric Coop, Inc",,C,Cooperative,,X,,X,,,,,,X,,X,X,X
2019,7485,City of Grant - (NE),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7486,City of Grand Junction - (IA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7487,City of Grand Marais - (MN),Y,M,Municipal,,X,,X,,X,,X,,X,,X,X,X
2019,7489,Grand Rapids Public Util Comm,,M,Municipal,,X,X,X,,X,,X,,X,X,X,X,X
2019,7490,Grand River Dam Authority,,S,State,X,X,,X,X,,,,,X,X,X,X,X
2019,7494,City of Granite Falls - (MN),Y,M,Municipal,,X,,X,,,,X,,X,,X,X,X
2019,7496,Town of Granite Falls - (NC),Y,M,Municipal,,X,,X,X,,,,,X,X,X,X,X
2019,7501,City of Granite - (OK),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7515,City of Grantville - (GA),Y,M,Municipal,,X,,X,,,,,,X,,X,X,X
2019,7548,PUD No 1 of Grays Harbor County,,P,Political Subdivision,,X,,X,,X,,X,,X,X,X,X,X
2019,7554,Green Mountain Energy Company,,R,Retail Power Marketer,X,,,,,,,,,X,,X,,X
2019,7558,Grayson Rural Electric Coop Corp,,C,Cooperative,,X,,X,,,,X,,X,X,X,X,X
