Utility Characteristics,,,,,,Number of,,,,,Types of Program,,,,,,,,,,,,,,,,,,,
,,,,,,Customers Enrolled,,,,,Time of Use Pricing,,,,Real Time Pricing,,,,Variable Peak Pricing,,,,Critical Peak Pricing,,,,Critical Peak Rebate,,,
Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation
2020,17668,City of Southport - (NC),Y,NC,CPLE,783,79,.,.,862,,,,,,,,,,,,,,,,,,,,
2020,17683,Southwest Mississippi E P A,,MS,MISO,.,2,.,.,2,,Y,,,,,,,,,,,,,,,,,,
2020,17684,Southwest Louisiana E M C,,LA,MISO,.,5,.,.,5,,Y,,,,,,,,,,,,,,,,,,
2020,17694,Southwest Tennessee E M C,,TN,TVA,0,10,1,0,11,,Y,Y,,,,,,,,,,,,,,,,,
2020,17698,Southwestern Electric Power Co,,AR,SWPP,"104,435","18,170",632,0,"123,237",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,17698,Southwestern Electric Power Co,,LA,SWPP,"206,469","1,586",50,0,"208,105",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,17698,Southwestern Electric Power Co,,TX,SWPP,"153,108","3,344",175,0,"156,627",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,17718,Southwestern Public Service Co,,NM,SWPP,8,1,.,.,9,Y,Y,,,,,,,,,,,,,,,,,,
2020,17718,Southwestern Public Service Co,,TX,SWPP,56,43,1,.,100,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,17740,City of Sparta,,TN,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,17826,"Springer Electric Coop, Inc",,NM,PNM,36,18,.,.,54,Y,Y,,,,,,,,,,,,,,,,,,
2020,17828,City of Springfield - (IL),,IL,MISO,5,.,.,.,5,Y,,,,,,,,,,,,,,,,,,,
2020,17829,City of Springfield - (TN),,TN,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2020,17860,City of St Charles - (IL),,IL,PJM,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,17891,City of St Marys - (OH),,OH,PJM,"3,708",501,13,.,"4,222",Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,
2020,17896,City of Shasta Lake - (CA),Y,CA,BANC,.,.,1,.,1,,,,,,,,,,,,,,,,,,,,
2020,18006,City of Starkville,,MS,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2020,18019,Stearns Cooperative Elec Assn,,MN,MISO,.,.,.,.,0,,,,,,,,,,,,,,,,,,,,
2020,18022,City of Statesville - (NC),,NC,DUK,.,26,18,.,44,,Y,Y,,,,,,,,,,,Y,Y,,,,,
2020,18047,Steele-Waseca Cooperative Electric,,MN,MISO,.,4,15,.,19,,Y,Y,,,,,,,,,,,,,,,,,
2020,18087,Town of Sterling - (MA),,MA,ISNE,79,0,0,0,79,Y,,,,,,,,,,,,,,,,,,,
2020,18102,"Steuben Rural Elec Coop, Inc",Y,NY,NYIS,47,.,.,.,47,,,,,,,,,,,,,,,,,,,,
2020,18181,City of Stoughton - (WI),,WI,MISO,24,26,3,.,53,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,18249,City of Sturgeon Bay - (WI),,WI,MISO,33,49,1,.,83,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,18252,City of Sturgis,,MI,PJM,.,.,15,.,15,,,Y,,,,,,,,,,,,,,,,,
2020,18260,Surprise Valley Electrification,,CA,PACW,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,18280,Sulphur Springs Valley E C Inc,,AZ,WALC,5,139,.,.,144,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2020,18304,"Sumter Electric Coop, Inc",,FL,SEC,.,.,13,.,13,,,,,,,,,,,,,,,Y,,,,,
2020,18305,Sumter Electric Member Corp,,GA,SOCO,0,850,11,0,861,,Y,Y,,,,,,,,,,,,,,,,,
2020,18312,Sun Prairie Utilities,,WI,MISO,28,113,5,.,146,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,18316,"Sumner-Cowley Elec Coop, Inc",Y,KS,SWPP,.,.,7,.,7,,,,,,,,,,,,,,,,,,,,
2020,18336,Superior Water and Light Co,,WI,MISO,26,.,21,0,47,Y,,Y,,,,,,,,,,,,,,,,,
2020,18339,Surry-Yadkin Elec Member Corp,,NC,DUK,"1,144",.,.,.,"1,144",Y,,,,,,,,,,,,,,,,,,,
2020,18360,Suwannee Valley Elec Coop Inc,,FL,SEC,.,304,.,.,304,,Y,,,,,,,,,,,,,,,,,,
2020,18383,Taylor Electric Coop - (WI),Y,WI,MISO,148,35,.,.,183,,,,,,,,,,,,,,,,,,,,
2020,18384,City of Sweetwater,,TN,TVA,0,0,3,0,3,,,Y,,,,,,,,,,,,,,,,,
2020,18397,City of Sylvania - (GA),,GA,SOCO,.,2,.,.,2,,Y,,,,,,,,,,,,,,,,,,
2020,18445,City of Tallahassee - (FL),,FL,TAL,925,0,0,0,925,Y,,,,,,,,,,,,,,,,,,,
2020,18447,Tallahatchie Valley E P A,,MS,TVA,0,3,1,0,4,,Y,Y,,,,,,,,,,,,,,,,,
2020,18454,Tampa Electric Co,,FL,TEC,"4,948","3,729",27,.,"8,704",,Y,Y,,,,,,,,,,Y,,,,,,,
2020,18472,City of Tarrant,,AL,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2020,18498,Taylor County Rural E C C,,KY,PJM,22,0,.,.,22,Y,,,,,,,,,,,,,,,,,,,
2020,18546,Town of Templeton - (MA),Y,MA,ISNE,.,10,.,.,10,,,,,,,,,,,,,,,,,,,,
2020,18642,Tennessee Valley Authority,,AL,TVA,0,1,9,0,10,,Y,Y,,,,,,,,,,,,,,,,,
2020,18642,Tennessee Valley Authority,,KY,TVA,0,1,10,0,11,,Y,Y,,,,Y,,,,,,,,,,,,,
2020,18642,Tennessee Valley Authority,,MS,TVA,0,2,6,0,8,,Y,Y,,,,Y,,,,,,,,,,,,,
2020,18642,Tennessee Valley Authority,,TN,TVA,0,4,17,0,21,,Y,Y,,,Y,Y,,,,,,,,,,,,,
2020,18643,Tennessee Valley Electric Coop,,TN,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,18895,Thumb Electric Coop of Mich,Y,MI,MISO,9,1,.,.,10,,,,,,,,,,,,,,,,,,,,
2020,18917,Tillamook Peoples Utility Dist,,OR,BPAT,.,.,6,.,6,,,Y,,,,,,,,,,,,,,,,,
2020,18940,Tipmont Rural Elec Member Corp,,IN,MISO,74,.,1,.,75,Y,,Y,,,,,,,,,,,,,,,,,
2020,18943,Tippah Electric Power Assn,,MS,TVA,0,0,3,0,3,,,Y,,,,,,,,,,,,,,,,,
2020,18951,Tishomingo County E P A,,MS,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2020,18995,Tenaska Power Services,,TX,ERCO,.,3,183,.,186,,,,,,Y,Y,,,,,,,,,,,,,
2020,19007,Tombigbee Electric Power Assn,,MS,TVA,0,0,4,0,4,,,Y,,,,,,,,,,,,,,,,,
2020,19149,City of Trenton - (TN),,TN,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,19154,Tri-State Electric Member Corp,,GA,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,19154,Tri-State Electric Member Corp,,NC,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,19154,Tri-State Electric Member Corp,,TN,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,19156,Powder River Energy Corp,,WY,WACM,130,0,2,0,132,Y,,Y,,,,,,,,,,,,,,,,,
2020,19157,MiEnergy Cooperative,,IA,MISO,0,15,4,.,19,,Y,Y,,,,,,,,,,,,,,,,,
2020,19157,MiEnergy Cooperative,,MN,MISO,9,9,3,.,21,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19160,"Tri-County Electric Coop, Inc (OK)",,OK,SWPP,.,3,13,.,16,,Y,Y,,,,,,,,,,,,,,,,,
2020,19162,Tri-County Elec Member Corp (TN),,KY,TVA,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2020,19162,Tri-County Elec Member Corp (TN),,TN,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,19189,Trico Electric Cooperative Inc,,AZ,WALC,"1,771",30,9,.,"1,810",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19266,Tullahoma Board-Public Utils,,TN,TVA,"8,998","1,942",0,0,"10,940",Y,Y,,,,,,,,,,,,,,,,,,
2020,19273,City of Tupelo - (MS),,MS,TVA,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2020,19281,Turlock Irrigation District,,CA,TIDC,"1,048",441,166,.,"1,655",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19307,City of Tuscumbia,,AL,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,19324,Two Rivers Water & Light,,WI,MISO,6,29,1,.,36,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19325,Umatilla Electric Coop Assn,,OR,BPAT,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,
2020,19327,"TXU Energy Retail Co, LLC",,TX,ERCO,"198,544",520,"19,808",0,"218,872",Y,Y,,,,Y,Y,,,,,,,,,,,,Y,
2020,19390,"UGI Utilities, Inc",,PA,PJM,6,151,51,0,208,Y,,,,,Y,Y,,,,,,,,,,,,,
2020,19396,Tri-County Electric Coop (MI),,MI,MISO,4,37,178,0,219,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19430,City of Union City,,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2020,19436,Union Electric Co - (MO),,MO,MISO,107,"7,062",13,.,"7,182",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19446,Duke Energy Kentucky,,KY,PJM,899,275,93,.,"1,267",,Y,Y,,,Y,Y,,,Y,Y,,,,,,Y,,,
2020,19490,United Electric Coop Service Inc - (TX),,TX,ERCO,0,18,15,0,33,,Y,,,,,,,,,,,,Y,Y,,,,,
2020,19497,United Illuminating Co,,CT,ISNE,"72,175","8,708",486,1,"81,370",Y,Y,Y,Y,,,,,,,,,,,,,,,,
2020,19499,"United Power, Inc",,CO,WACM,"2,033",516,17,0,"2,566",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19547,Hawaiian Electric Co Inc,,HI,HECO,"2,031",61,1,.,"2,093",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19574,Upper Cumberland E M C,,TN,TVA,0,0,2,0,2,,,Y,,,,,,,,,,,,,,,,,
2020,19578,Upper Peninsula Power Company,,MI,MISO,.,.,1,.,1,,,Y,,,,Y,,,,,,,,Y,,,,,
2020,19667,Utilities Dist-Western IN REMC,,IN,MISO,2,0,0,0,2,Y,,,,,,,,,,,,,,,,,,,
2020,19728,"UNS Electric, Inc",,AZ,TEPC,"11,157",601,2,0,"11,760",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19785,Verdigris Valley Elec Coop Inc,,OK,AECI,.,.,1,.,1,,,Y,,,,,,,,,,,,,,,,,
2020,19791,"Vermont Electric Cooperative, Inc",,VT,ISNE,26,41,4,0,71,Y,Y,,,,,Y,,,,,,,,,,,,,
2020,19798,City of Vernon,,CA,CISO,.,90,100,.,190,,Y,Y,,,,,,,,,,,,,,,,,
2020,19806,"Victoria Electric Coop, Inc",,TX,ERCO,0,0,15,0,15,,,,,,,,,,,,,,,,,,,Y,
2020,19820,Victory Electric Coop Assn Inc,,KS,SWPP,.,5,.,.,5,,,,,,Y,,,,,,,,,,,,,,
2020,19876,Virginia Electric & Power Co,,NC,PJM,439,"1,105",28,0,"1,572",Y,Y,Y,,,,,,,Y,Y,,,Y,Y,,,,,
2020,19876,Virginia Electric & Power Co,,VA,PJM,"8,098","6,428",247,0,"14,773",Y,Y,Y,,,Y,Y,,,Y,Y,,Y,Y,Y,,,,,
2020,19896,City of Volga - (SD),,SD,SWPP,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,
2020,19898,Volunteer Electric Coop,,TN,TVA,0,1,8,0,9,,Y,Y,,,,,,,,,,,,,,,,,
2020,19951,City of Wadsworth - (OH),,OH,PJM,100,37,.,.,137,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,19981,Wake Electric Membership Corp,,NC,CPLE,497,192,1,.,690,Y,Y,Y,,,,,,,,,,,Y,Y,,,,,
2020,20038,Town of Wallingford - (CT),,CT,ISNE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,20111,Warren County Rural E M C,Y,IN,MISO,30,0,0,0,30,,,,,,,,,,,,,,,,,,,,
2020,20130,Warren Rural Elec Coop Corp,,KY,TVA,0,0,18,0,18,,,Y,,,,,,,,,,,,,,,,,
2020,20176,City of Water Valley - (MS),,MS,TVA,0,0,1,0,1,,,Y,,,,,,,,,,,,,,,,,
2020,20182,Waterloo Light & Water Comm,,WI,MISO,2,14,.,.,16,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,20211,Village of Waunakee - (WI),,WI,MISO,10,52,2,.,64,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,20213,Waupun Utilities,,WI,MISO,153,168,2,.,323,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,20214,Waverly Municipal Elec Utility,Y,IA,MISO,.,7,.,.,7,,,,,,,,,,,,,,,,,,,,
2020,20216,Whitewater Valley Rural EMC,,IN,MISO,46,0,6,0,52,Y,,Y,,,,,,,,,,,,,,,,,
2020,20222,Wayne-White Counties Elec Coop,,IL,MISO,5,.,.,.,5,Y,,,,,,,,,,,,,,,,,,,
2020,20228,Weakley County Mun Elec Sys,,TN,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2020,20310,Town of Wellesley - (MA),,MA,ISNE,.,.,5,.,5,,,Y,,,,,,,,,,,,,,,,,
2020,20371,"West Florida El Coop Assn, Inc",,FL,AEC,1,18,.,.,19,Y,Y,,,,,,,,,,,,,,,,,,
2020,20377,West Kentucky Rural E C C,,KY,TVA,0,4,2,0,6,,Y,Y,,,,,,,,,,,,,,,,,
2020,20387,West Penn Power Company,,PA,PJM,3,50,262,0,315,Y,,,,,,Y,,,,,,,,,,,Y,Y,
2020,20394,City of West Point - (MS),,MS,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,20401,West River Electric Assn Inc,,SD,SWPP,18,5,.,.,23,Y,Y,,,,,,,,,,,,Y,,,,,,
2020,20422,Whetstone Valley Elec Coop Inc,Y,SD,SWPP,"1,630",38,40,.,"1,708",,,,,,,,,,,,,,,,,,,,
2020,20434,City of Westby,,WI,MISO,.,8,.,.,8,,Y,,,,,,,,,,,,,,,,,,
2020,20506,"Wheatland Rural Elec Assn, Inc",Y,WY,WACM,96,8,18,.,.,,,,,,,,,,,,,,,,,,,,
2020,20509,Wheat Belt Public Power Dist,Y,NE,WACM,0,0,7,0,7,,,,,,,,,,,,,,,,,,,,
2020,20510,"Wheatland Electric Coop, Inc",,KS,SWPP,0,15,"1,221",.,"1,236",,Y,Y,,,,,,,,,,,,,,,,,
2020,20521,Wheeling Power Co,,WV,PJM,"2,350",19,2,0,"2,371",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,20583,Whitehall Electric Utility,,WI,MISO,2,14,2,0,18,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,20793,City of Winchester - (TN),,TN,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,20844,Wisconsin Dells Electric Util,Y,WI,MISO,.,12,.,.,.,,,,,,,,,,,,,,,,,,,,
2020,20847,Wisconsin Electric Power Co,,WI,MISO,"16,470","24,195",623,0,"41,288",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,20856,Wisconsin Power & Light Co,,WI,MISO,"3,680","6,773",133,.,"10,586",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,20860,Wisconsin Public Service Corp,,WI,MISO,"11,156","8,520",189,.,"19,865",Y,Y,Y,,,,Y,,,,,,Y,Y,Y,,,,,
2020,20862,Wisconsin Rapids W W & L Comm,,WI,MISO,107,164,6,.,277,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,20885,Withlacoochee River Elec Coop,,FL,SEC,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,20924,Wonewoc Electric & Water Util,Y,WI,MISO,24,.,.,.,.,,,,,,,,,,,,,,,,,,,,
2020,20996,Wright-Hennepin Coop Elec Assn,,MN,MISO,17,.,.,.,17,Y,,,,,,,,,,,,,,,,,,,
2020,21111,Perennial Public Power Dist,,NE,SWPP,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,21244,"Southside Electric Coop, Inc",,VA,PJM,4,.,11,.,15,Y,,,,,,,,,,,,,,,,,,Y,
2020,21526,City of Laurens - (SC),Y,SC,DUK,.,20,.,.,20,,,,,,,,,,,,,,,,,,,,
2020,21538,"Mohave Electric Cooperative, I",,AZ,WALC,.,7,11,.,18,,Y,Y,,,,,,,,,,,,,,,,,
2020,21567,"Washington-St Tammany E C, Inc",,LA,MISO,.,1,.,.,1,,Y,,,,,,,,,,,,,,,,,,
2020,22053,Kentucky Power Co,,KY,PJM,292,717,7,0,"1,016",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,22500,"Evergy Kansas Central, Inc",,KS,SWPP,395,83,1,.,479,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,
2020,22814,Raft Rural Elec Coop Inc,,ID,BPAT,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,22815,Delta Electric Power Assn,,MS,MISO,.,65,1,.,66,,Y,Y,,,,,,,,,,,,,,,,,
2020,22822,Clark County Rural E M C - (IN),,IN,MISO,343,.,.,.,343,Y,,,,,,,,,,,,,,,,,,,
2020,23326,"Sierra Electric Coop, Inc",Y,NM,PNM,270,133,.,.,403,,,,,,,,,,,,,,,,,,,,
2020,23826,Bluestem Electric Coop Inc,Y,KS,SWPP,23,12,.,.,35,,,,,,,,,,,,,,,,,,,,
2020,24211,Tucson Electric Power Co,,AZ,TEPC,"27,606","2,218",18,.,"29,842",Y,Y,Y,,,,,,,,,,,,,,,,,
2020,24889,Brunswick Electric Member Corp,,NC,CPLE,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,24949,Cass County Elec Coop Inc,,ND,MISO,2,400,454,.,856,,,,,,,,,,,,,Y,Y,Y,,,,,
2020,25177,Dakota Electric Association,,MN,MISO,18,6,0,0,24,Y,Y,,,,,,,,,,,,,,,,,,
2020,25295,Western Indiana Energy REMC,,IN,MISO,.,359,.,.,359,,Y,,,,,,,,,,,,,,,,,,
2020,26510,Liberty Utilities (Granite State Electri,,NH,ISNE,484,.,148,.,632,Y,,Y,,,,,,,,,,Y,,,,,,,
2020,26765,Pella Cooperative Elec Assn,Y,IA,MISO,.,.,3,.,3,,,,,,,,,,,,,,,,,,,,
2020,26939,Red River Valley Coop Pwr Assn,Y,MN,MISO,.,28,.,.,28,,,,,,,,,,,,,,,,,,,,
2020,27058,"High West Energy, Inc",,CO,WACM,2,.,6,.,8,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,27058,"High West Energy, Inc",,NE,WACM,36,3,178,.,217,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,27058,"High West Energy, Inc",,WY,WACM,57,1,28,.,86,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,27222,City of Ripley - (TN),,TN,TVA,0,1,3,0,4,,Y,Y,,,,,,,,,,,,,,,,,
2020,28604,Kerrville Public Utility Board,,TX,ERCO,.,.,.,.,0,,,,,,,,,,,,,,,,,,,,
2020,30518,Electrical Dist No3 Pinal County,,AZ,AZPS,"1,862",.,.,.,"1,862",Y,,,,,,,,,,,,,,,,,,,
2020,31833,Okefenoke Rural El Member Corp,,GA,SOCO,2,74,3,.,79,Y,Y,,,,,,,,,,,,,Y,,,,,
2020,40036,Westfield Electric Company,,WI,MISO,2,1,0,0,3,Y,Y,Y,Y,,,,,,,,,,,,,,,,
2020,40166,"Chickasaw Electric Coop, Inc",,TN,TVA,0,55,2,0,57,,Y,Y,,,,,,,,,,,,,,,,,
2020,40208,"Ark Valley Elec Coop Assn, Inc",Y,KS,SWPP,.,196,.,.,196,,,,,,,,,,,,,,,,,,,,
2020,40228,Rappahannock Electric Coop,,VA,PJM,43,.,.,.,43,Y,,,,,,,,,,,,,,,,,,,
2020,40236,"Forked Deer Electric Coop, Inc",,TN,TVA,0,1,0,0,1,,Y,,,,,,,,,,,,,,,,,,
2020,40291,"Sullivan County R E C, Inc - (PA)",Y,PA,PJM,15,0,0,0,15,,,,,,,,,,,,,,,,,,,,
2020,40302,North East Mississippi EPA,,MS,TVA,0,1,2,0,3,,Y,Y,,,,,,,,,,,,,,,,,
2020,40303,Monroe County Elec Power Assn,,MS,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,40364,City of Courtland,,AL,TVA,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,40437,Emerald People's Utility Dist,,OR,PACW,16,0,0,0,16,Y,,,,,,,,,,,,,,,,,,,
2020,40441,Town of Murphy - (NC),,NC,TVA,0,1,1,0,2,,Y,Y,,,,,,,,,,,,,,,,,
2020,49922,U.S. Energy Partners LLC,,NY,NYIS,0,52,0,0,52,,Y,,,,,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,CT,ISNE,0,56,0,0,56,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,IL,MISO,0,77,0,0,77,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,IL,PJM,0,110,0,0,110,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,MA,ISNE,0,49,0,0,49,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,MD,PJM,0,79,0,0,79,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,ME,ISNE,0,32,0,0,32,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,NH,ISNE,0,46,0,0,46,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,NJ,PJM,0,90,0,0,90,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,NY,NYIS,0,144,0,0,144,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,OH,PJM,0,213,0,0,213,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,PA,PJM,0,225,0,0,225,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,TX,ERCO,0,591,0,0,591,,,,,,Y,,,,,,,,,,,,,,
2020,50046,"Texas Retail Energy, LLC",,VA,PJM,0,134,0,0,134,,,,,,Y,,,,,,,,,,,,,,
2020,54913,NSTAR Electric Company,,MA,ISNE,.,"9,195",416,.,"9,611",,Y,Y,,,,,,,,,,,,,,,,,
2020,55787,City of Moreno Valley - (CA),,CA,CISO,16,22,4,.,42,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,55937,Entergy Texas Inc.,,TX,MISO,24,2,8,.,34,Y,Y,Y,,,,,,,,,,,,,,,,,
2020,55962,City of Victorville - (CA),Y,CA,CISO,.,.,59,.,59,,,,,,,,,,,,,,,,,,,,
2020,55982,Heart of Texas Electric Coop,,TX,ERCO,.,2,.,.,2,,Y,,,,,,,,,,,,,,,,,,
2020,56212,"Ambit Energy Holdings, LLC",,TX,ERCO,"132,677",0,0,0,"132,677",Y,,,,,,,,,,,,,,,,,,,
2020,56224,Rancho Cucamonga Municipal Utility,Y,CA,CISO,.,19,1,.,20,,,,,,,,,,,,,,,,,,,,
2020,56379,"MC Squared Energy Services, LLC",,IL,PJM,0,"1,013",23,.,"1,036",,Y,Y,Y,,,,,,,,,,,,,,,,
2020,56503,TDX Manley Generating LLC,Y,AK,NA,81,33,0,.,114,,,,,,,,,,,,,,,,,,,,
2020,56692,Marin Clean Energy,,CA,CISO,"63,475","37,393",0,0,"100,868",Y,Y,,,,,,,,,,,,,,,,,,
2020,56697,Ameren Illinois Company,,IL,MISO,"137,906","1,575",57,0,"139,538",,,,,Y,Y,Y,,,,,,,,,,Y,,,
2020,56775,Entrust Energy,,TX,ERCO,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,
2020,57459,"Wolverine Alternative Investments, LLC",,TX,ERCO,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,57483,Liberty Utilities,,CA,CISO,59,74,0,0,133,Y,Y,,,,,,,,,,,,,,,,,,
2020,58124,City of Winter Park - (FL),,FL,FPC,.,24,.,.,24,,Y,,,,,,,,,,,,,,,,,,
2020,58248,"EnergyMark, LLC",,NY,NYIS,"3,389","3,062",134,0,"6,585",,,,,Y,Y,Y,,,,,,,,,,,,,
2020,58263,V247 Power Corporation,,TX,ERCO,187,2,0,0,189,Y,,,,,Y,,,,,,,,,,,,,,
2020,58457,"EDF Industrial Power Services (CA), LLC",,CA,CISO,.,8,4,.,12,,,,,,Y,Y,,,,,,,,,,,,,
2020,58851,City of Cerritos - (CA),,CA,CISO,0,290,7,0,297,,Y,Y,,,,,,,,,,,,,,,,,
2020,59013,PUD No 1 of Jefferson County,,WA,BPAT,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,59126,Sonoma Clean Power Authority,,CA,CISO,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,
2020,59385,"Dynegy Energy Services, LLC",,IL,PJM,.,16,.,.,16,,Y,,,,,,,,,,,,,,,,,,
2020,59505,Heartland REMC,,IN,PJM,.,.,2,.,2,,,Y,,,,,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,CT,ISNE,.,9,2,.,11,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,DE,PJM,.,1,1,.,2,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,IL,PJM,.,13,7,.,20,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,MA,ISNE,.,19,7,.,26,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,MD,PJM,.,3,1,.,4,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,ME,ISNE,.,1,3,.,4,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,NH,ISNE,.,3,3,.,6,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,NJ,PJM,.,10,3,.,13,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,NY,NYIS,.,13,4,.,17,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,OH,PJM,.,8,8,.,16,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,PA,PJM,.,6,7,.,13,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,RI,ISNE,.,1,1,.,2,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,TX,ERCO,.,38,43,.,81,,,,,,Y,Y,,,,,,,,,,,,,
2020,59619,"EDF Energy Services, LLC",,VA,PJM,.,2,3,.,5,,,,,,Y,Y,,,,,,,,,,,,,
