Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
Year,State,Utility Number,Utility Name,BA Code,Type,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2020,AZ,19189,Trico Electric Cooperative Inc,WALC,DC,21.220,9.630,.,.,30.850,"2,923",48,.,.,"2,971",.,.,.,.,0.000,.,.,.,.,0,0.044,0.180,.,.,0.224,48,1,.,.,49,"17,312.290","5,084.410",.,.,"22,396.700",0.002,.,.,.,0.002,1,.,.,.,1,0.171,.,.,.,0.171,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,21.266,9.810,0.000,0.000,31.076,"2,972",49,0,0,"3,021","17,312.461","5,084.410",0.000,0.000,"22,396.871"
2020,AZ,19728,"UNS Electric, Inc",TEPC,AC,30.109,11.673,.,.,41.782,"3,975",189,.,.,"4,164",0.145,.,.,.,0.145,27,.,.,.,27,.,.,.,.,0.000,.,.,.,.,0,"29,266.121","7,251.715",.,.,"36,517.836",0.300,0.010,.,.,0.310,117,1,.,.,118,52.998,0.525,.,.,53.523,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,30.409,11.683,0.000,0.000,42.092,"4,092",190,0,0,"4,282","29,319.119","7,252.240",0.000,0.000,"36,571.359"
2020,AZ,21538,"Mohave Electric Cooperative, I",WALC,AC,8.461,2.141,.,.,10.602,874,84,.,.,958,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,591.208,54.025,.,.,645.233,0.055,.,.,.,0.055,25,.,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.516,2.141,0.000,0.000,10.657,899,84,0,0,983,591.208,54.025,0.000,0.000,645.233
2020,AZ,24211,Tucson Electric Power Co,TEPC,AC,164.240,134.632,.,.,298.872,"27,838",912,.,.,"28,750",1.440,0.320,.,.,1.760,166,4,.,.,170,.,.,.,.,0.000,.,.,.,.,0,"150,502.784","87,865.718",.,.,"238,368.502",.,0.012,.,.,0.012,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,164.240,134.644,0.000,0.000,298.884,"27,838",913,0,0,"28,751","150,502.784","87,865.718",0.000,0.000,"238,368.502"
2020,AZ,30518,Electrical Dist No3 Pinal County,AZPS,AC,9.202,.,.,.,9.202,"1,224",.,.,.,"1,224",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.202,0.000,0.000,0.000,9.202,"1,224",0,0,0,"1,224",0.000,0.000,0.000,0.000,0.000
2020,AZ,40165,"Dixie Escalante R E A, Inc",PACE,DC,0.010,0.020,.,.,0.030,2,1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.800,7.500,.,.,10.300,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,0.020,0.000,0.000,0.030,2,1,0,0,3,2.800,7.500,0.000,0.000,10.300
2020,AZ,99999,Adjustment 2020,AZPS,,-166.690,-52.813,.,.,-219.503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-166.690,-52.813,.,.,-219.503,.,.,.,.,.,.,.,.,.,.
2020,AZ,99999,Adjustment 2020,PACE,,-0.002,-0.003,.,.,-0.005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.002,-0.003,.,.,-0.005,.,.,.,.,.,.,.,.,.,.
2020,AZ,99999,Adjustment 2020,WALC,,-3.739,-1.804,.,.,-5.542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.008,-0.031,.,.,-0.039,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-3.746,-1.835,.,.,-5.581,.,.,.,.,.,.,.,.,.,.
2020,CA,207,Alameda Municipal Power,CISO,AC,1.373,2.420,.,.,3.793,348,28,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127.000,264.000,.,.,391.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.373,2.420,0.000,0.000,3.793,348,28,0,0,376,127.000,264.000,0.000,0.000,391.000
2020,CA,590,City of Anaheim - (CA),CISO,DC,21.782,16.868,.,.,38.650,"3,923",184,.,.,"4,107",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,21.782,16.868,0.000,0.000,38.650,"3,923",184,0,0,"4,107",0.000,0.000,0.000,0.000,0.000
2020,CA,1050,City of Azusa,CISO,DC,1.254,0.149,0.405,.,1.808,272,4,5,.,281,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.254,0.149,0.405,0.000,1.808,272,4,5,0,281,0.000,0.000,0.000,0.000,0.000
2020,CA,2507,City of Burbank Water and Power,LDWP,AC,4.410,4.400,.,.,8.810,857,63,.,.,920,0.125,.,.,.,0.125,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.410,4.400,0.000,0.000,8.810,857,63,0,0,920,0.000,0.000,0.000,0.000,0.000
2020,CA,4003,City of Colton - (CA),CISO,AC,3.119,3.428,1.634,.,8.181,715,41,4,.,760,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.119,3.428,1.634,0.000,8.181,715,41,4,0,760,0.000,0.000,0.000,0.000,0.000
2020,CA,4390,City of Corona - (CA),CISO,AC,0.065,0.337,.,.,0.402,9,1,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.065,0.337,0.000,0.000,0.402,9,1,0,0,10,0.000,0.000,0.000,0.000,0.000
2020,CA,7294,City of Glendale - (CA),LDWP,AC,11.184,10.524,.,.,21.708,"1,933",104,.,.,"2,037",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.184,10.524,0.000,0.000,21.708,"1,933",104,0,0,"2,037",0.000,0.000,0.000,0.000,0.000
2020,CA,9216,Imperial Irrigation District,IID,AC,31.931,51.923,.,.,83.854,"5,403",232,.,.,"5,635",.,.,.,.,0.000,.,.,.,.,0,2.420,0.220,.,.,2.640,861,76,.,.,937,"5,526.000","10,751.000",.,.,"16,277.000",0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.150,.,.,2.150,.,5,.,.,5,.,.,.,.,0.000,34.353,54.293,0.000,0.000,88.646,"6,265",313,0,0,"6,578","5,526.000","10,751.000",0.000,0.000,"16,277.000"
2020,CA,11124,City of Lodi - (CA),CISO,AC,3.281,3.661,.,.,6.942,653,61,.,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.281,3.661,0.000,0.000,6.942,653,61,0,0,714,0.000,0.000,0.000,0.000,0.000
2020,CA,11208,Los Angeles Department of Water & Power,LDWP,AC,278.726,116.556,.,.,395.282,"50,600","1,564",.,.,"52,164",11.379,0.435,.,.,11.814,"1,501",5,.,.,"1,506",.,.,.,.,0.000,.,.,.,.,0,"155,040.720","38,862.672",.,.,"193,903.392",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,278.726,116.556,0.000,0.000,395.282,"50,600","1,564",0,0,"52,164","155,040.720","38,862.672",0.000,0.000,"193,903.392"
2020,CA,12312,Merced Irrigation District,CISO,AC,5.971,8.559,0.114,.,14.644,"1,375",49,2,.,"1,426",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.971,8.559,0.114,0.000,14.644,"1,375",49,2,0,"1,426",0.000,0.000,0.000,0.000,0.000
2020,CA,12745,Modesto Irrigation District,BANC,AC,34.800,11.000,9.900,0.000,55.700,"6,662",136,53,0,"6,851",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,34.800,11.000,9.900,0.000,55.700,"6,662",136,53,0,"6,851",0.000,0.000,0.000,0.000,0.000
2020,CA,14328,Pacific Gas & Electric Co.,CISO,AC,"2,926.280","1,053.302","1,004.181",0.000,"4,983.763","512,822","12,017","4,203",0,"529,042",129.818,9.840,49.574,0.000,189.232,"18,081",95,113,0,"18,289",18.215,17.740,0.138,0.000,36.093,"5,209","1,388",4,0,"6,601",0.000,0.000,0.000,0.000,0.000,0.958,0.628,18.408,0.000,19.994,174,37,42,0,253,0.000,0.000,0.000,0.000,0.000,0.198,9.194,161.384,0.000,170.776,17,37,247,0,301,0.000,0.000,0.000,0.000,0.000,"2,945.651","1,080.864","1,184.111",0.000,"5,210.626","518,222","13,479","4,496",0,"536,197",0.000,0.000,0.000,0.000,0.000
2020,CA,14354,PacifiCorp,PACW,DC,4.276,3.365,2.070,0.000,9.711,528,56,19,0,603,0.053,0.000,0.000,0.000,0.053,8,0,0,0,8,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.066,0.000,0.000,0.077,2,1,0,0,3,.,.,.,.,0.000,4.288,3.436,2.070,0.000,9.794,531,59,19,0,609,0.000,0.000,0.000,0.000,0.000
2020,CA,14401,City of Palo Alto - (CA),CISO,AC,5.100,10.700,.,.,15.800,"1,139",107,.,.,"1,246",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52.000,"4,177.000",.,.,"4,229.000",.,0.004,.,.,0.004,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.100,10.704,0.000,0.000,15.804,"1,139",108,0,0,"1,247",52.000,"4,177.000",0.000,0.000,"4,229.000"
2020,CA,14534,City of Pasadena - (CA),CISO,AC,6.391,4.090,.,.,10.481,"1,412",69,.,.,"1,481",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.391,4.090,0.000,0.000,10.481,"1,412",69,0,0,"1,481",0.000,0.000,0.000,0.000,0.000
2020,CA,15783,City of Redding - (CA),BANC,DC,9.770,4.525,.,.,14.295,"1,352",82,.,.,"1,434",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.770,4.525,0.000,0.000,14.295,"1,352",82,0,0,"1,434",0.000,0.000,0.000,0.000,0.000
2020,CA,16088,City of Riverside - (CA),CISO,DC,25.709,14.898,.,.,40.607,"4,447",179,.,.,"4,626",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,25.709,14.898,0.000,0.000,40.607,"4,447",179,0,0,"4,626",0.000,0.000,0.000,0.000,0.000
2020,CA,16295,City of Roseville - (CA),BANC,AC,20.140,8.100,.,.,28.240,"5,801",61,.,.,"5,862",0.080,.,.,.,0.080,12,.,.,.,12,0.960,.,.,.,0.960,186,.,.,.,186,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,21.100,8.100,0.000,0.000,29.200,"5,987",61,0,0,"6,048",0.000,0.000,0.000,0.000,0.000
2020,CA,16534,Sacramento Municipal Util Dist,BANC,AC,146.918,66.305,33.768,0.000,246.991,"33,389",627,48,0,"34,064",2.163,0.036,0.500,0.000,2.699,338,1,1,0,340,0.671,0.348,0.000,0.000,1.019,560,43,0,0,603,.,.,.,.,0.000,0.002,0.000,0.005,0.000,0.007,1,0,1,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,147.591,66.653,33.773,0.000,248.017,"33,950",670,49,0,"34,669",0.000,0.000,0.000,0.000,0.000
2020,CA,16609,San Diego Gas & Electric Co,CISO,AC,"1,082.610",220.300,87.470,.,"1,390.380","201,342","4,378",117,.,"205,837",44.260,9.630,1.000,.,54.890,"7,266",92,1,.,"7,359",12.190,5.330,2.080,.,19.600,456,65,3,.,524,4.690,1.970,0.330,.,6.990,0.120,0.010,1.000,.,1.130,37,3,1,.,41,0.000,0.000,0.000,.,0.000,0.030,13.630,13.800,.,27.460,3,52,19,.,74,0.000,0.000,0.000,.,0.000,"1,094.950",239.270,104.350,0.000,"1,438.570","201,838","4,498",140,0,"206,476",4.690,1.970,0.330,0.000,6.990
2020,CA,16612,City & County of San Francisco,CISO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,0.458,.,.,0.458,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.458,0.000,0.000,0.458,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2020,CA,16655,City of Santa Clara - (CA),CISO,AC,3.207,16.313,.,.,19.520,826,99,.,.,925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.207,16.313,0.000,0.000,19.520,826,99,0,0,925,0.000,0.000,0.000,0.000,0.000
2020,CA,17609,Southern California Edison Co,CISO,AC,"2,085.531",766.750,221.125,.,"3,073.406","377,062","6,972",479,.,"384,513",68.619,37.420,1.895,.,107.934,"10,844",254,7,.,"11,105",7.699,21.760,.,.,29.459,93,804,.,.,897,.,.,.,.,0.000,2.031,4.955,8.100,.,15.086,237,15,7,.,259,.,.,.,.,0.000,0.753,43.982,34.166,.,78.901,81,126,48,.,255,.,.,.,.,0.000,"2,096.014",837.447,263.391,0.000,"3,196.852","377,473","7,917",534,0,"385,924",0.000,0.000,0.000,0.000,0.000
2020,CA,17612,Bear Valley Electric Service,CISO,AC,1.867,1.485,0.000,0.000,3.352,428,23,0,0,451,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.069,0.010,0.000,0.000,0.079,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.936,1.495,0.000,0.000,3.431,434,24,0,0,458,0.000,0.000,0.000,0.000,0.000
2020,CA,18260,Surprise Valley Electrification,PACW,AC,0.043,0.025,.,.,0.068,4,2,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.043,0.025,0.000,0.000,0.068,4,2,0,0,6,0.000,0.000,0.000,0.000,0.000
2020,CA,19281,Turlock Irrigation District,TIDC,AC,13.503,11.316,17.186,.,42.005,"2,198",68,104,.,"2,370",.,.,.,.,0.000,.,.,.,.,0,0.063,.,3.189,.,3.252,3,.,8,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,13.566,11.316,20.375,0.000,45.257,"2,201",68,112,0,"2,381",0.000,0.000,0.000,0.000,0.000
2020,CA,19798,City of Vernon,CISO,AC,.,3.808,.,.,3.808,.,19,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,3.808,0.000,0.000,3.808,0,19,0,0,19,0.000,0.000,0.000,0.000,0.000
2020,CA,55787,City of Moreno Valley - (CA),CISO,DC,5.680,5.018,0.000,0.000,10.698,"1,310",21,0,0,"1,331",0.045,0.000,0.000,0.000,0.045,5,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,5.680,5.018,0.000,0.000,10.698,"1,310",21,0,0,"1,331",0.000,0.000,0.000,0.000,0.000
2020,CA,57483,Liberty Utilities,CISO,AC,1.471,0.675,.,.,2.146,268,23,.,.,291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.472,0.675,0.000,0.000,2.147,269,23,0,0,292,0.000,0.000,0.000,0.000,0.000
2020,CA,99999,Adjustment 2020,BANC,,-1.704,-0.789,.,.,-2.493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1.704,-0.789,.,.,-2.493,.,.,.,.,.,.,.,.,.,.
2020,CA,99999,Adjustment 2020,CISO,,-9.492,-6.441,-0.071,0.000,-16.003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-9.492,-6.441,-0.071,0.000,-16.003,.,.,.,.,.,.,.,.,.,.
2020,CA,99999,Adjustment 2020,PACW,,-0.746,-0.587,-0.361,0.000,-1.694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.746,-0.587,-0.361,0.000,-1.694,.,.,.,.,.,.,.,.,.,.
2020,CO,3989,City of Colorado Springs - (CO),PSCO,AC,16.165,4.200,.,.,20.365,"3,683",631,.,.,"4,314",0.369,0.035,.,.,0.404,54,2,.,.,56,0.740,3.181,.,.,3.921,411,63,.,.,474,"1,344.000","6,727.000",.,.,"8,071.000",.,0.006,.,.,0.006,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,16.905,7.387,0.000,0.000,24.292,"4,094",695,0,0,"4,789","1,344.000","6,727.000",0.000,0.000,"8,071.000"
2020,CO,5086,Delta Montrose Electric Assn,WACM,DC,5.197,0.782,.,.,5.979,882,35,.,.,917,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.012,.,.,.,0.012,2,.,.,.,2,.,.,.,.,0.000,0.007,0.158,.,.,0.165,2,2,.,.,4,.,.,.,.,0.000,5.216,0.940,0.000,0.000,6.156,886,37,0,0,923,0.000,0.000,0.000,0.000,0.000
2020,CO,5862,"Empire Electric Assn, Inc",WACM,AC,1.264,1.975,0.017,.,3.256,243,52,1,.,296,.,.,.,.,0.000,.,.,.,.,0,0.021,.,.,.,0.021,6,.,.,.,6,192.000,79.000,0.000,.,271.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.025,.,.,0.025,.,1,.,.,1,.,.,.,.,0.000,1.285,2.000,0.017,0.000,3.302,249,53,1,0,303,192.000,79.000,0.000,0.000,271.000
2020,CO,6604,City of Fort Collins - (CO),PSCO,DC,11.704,2.059,0.358,.,14.121,"2,013",71,6,.,"2,090",0.321,0.050,.,.,0.371,47,1,.,.,48,0.620,.,.,.,0.620,200,.,.,.,200,.,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,1.536,.,1.536,.,.,4,.,4,.,.,.,.,0.000,12.325,2.059,1.894,0.000,16.278,"2,214",71,10,0,"2,295",0.000,0.000,0.000,0.000,0.000
2020,CO,6638,City of Fountain,PSCO,AC,1.084,.,.,.,1.084,301,.,.,.,301,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,092.000",.,.,.,"1,092.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.084,0.000,0.000,0.000,1.084,301,0,0,0,301,"1,092.000",0.000,0.000,0.000,"1,092.000"
2020,CO,7563,Grand Valley Power,PSCO,DC,3.162,0.080,.,.,3.242,550,10,.,.,560,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,0.000,3.170,0.080,0.000,0.000,3.250,553,10,0,0,563,0.000,0.000,0.000,0.000,0.000
2020,CO,8570,Highline Electric Assn,WACM,DC,0.281,.,0.049,.,0.330,35,.,3,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.279,.,0.002,.,0.281,0.036,.,.,.,0.036,4,.,.,.,4,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.317,0.000,0.049,0.000,0.366,39,0,3,0,42,0.279,0.000,0.002,0.000,0.281
2020,CO,8773,"Holy Cross Electric Assn, Inc",PSCO,DC,13.526,2.430,0.016,.,15.972,"1,766",130,2,.,"1,898",0.064,.,.,.,0.064,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0,577.000,186.000,.,.,763.000,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0.000,0.031,0.009,.,.,0.040,6,2,.,.,8,.,.,.,.,0.000,13.557,2.441,0.016,0.000,16.014,"1,772",133,2,0,"1,907",577.000,186.000,0.000,0.000,763.000
2020,CO,9336,Intermountain Rural Elec Assn,PSCO,AC,21.346,0.056,0.000,0.000,21.402,"3,706",4,0,0,"3,710",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.043,0.000,0.000,0.000,0.043,16,0,0,.,16,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,21.389,0.056,0.000,0.000,21.445,"3,722",4,0,0,"3,726",0.000,0.000,0.000,0.000,0.000
2020,CO,10066,K C Electric Association,WACM,AC,0.379,0.035,.,.,0.414,30,2,.,.,32,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.379,0.035,0.000,0.000,0.414,30,2,0,0,32,0.000,0.000,0.000,0.000,0.000
2020,CO,10539,"La Plata Electric Assn, Inc",WACM,DC,9.433,1.810,0.000,0.000,11.243,"1,554",124,0,0,"1,678",.,.,.,.,0.000,.,.,.,.,0,0.287,0.063,0.000,0.000,0.350,61,13,0,0,74,895.314,115.613,0.000,0.000,"1,010.927",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,9.720,1.873,0.000,0.000,11.593,"1,615",137,0,0,"1,752",895.314,115.613,0.000,0.000,"1,010.927"
2020,CO,11187,City of Longmont,PSCO,AC,2.498,0.326,.,.,2.824,411,17,.,.,428,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,636.669",95.416,.,.,"1,732.085",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,0.065,.,.,0.065,.,1,.,.,1,.,37.080,.,.,37.080,2.498,0.391,0.000,0.000,2.889,411,18,0,0,429,"1,636.669",132.496,0.000,0.000,"1,769.165"
