|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Installations.Residential|,|Photovoltaic.Installations.Commercial|,|Photovoltaic.Installations.Industrial|,|Photovoltaic.Installations.Transportation|,|Photovoltaic.Installations.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Installations.Residential|,|Photovoltaic.Storage Installations.Commercial|,|Photovoltaic.Storage Installations.Industrial|,|Photovoltaic.Storage Installations.Transportation|,|Photovoltaic.Storage Installations.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Installations.Residential|,|Wind.Installations.Commercial|,|Wind.Installations.Industrial|,|Wind.Installations.Transportation|,|Wind.Installations.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Installations.Residential|,|Other.Installations.Commercial|,|Other.Installations.Industrial|,|Other.Installations.Transportation|,|Other.Installations.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Installations.Residential|,|All Technologies.Installations.Commercial|,|All Technologies.Installations.Industrial|,|All Technologies.Installations.Transportation|,|All Technologies.Installations.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2021,IA,12450,Midland Power Coop,MISO,AC,0.201,.,.,.,0.201,18,.,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.041,.,.,.,0.041,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.242,0.000,0.000,0.000,0.242,23,0,0,0,23,0.000,0.000,0.000,0.000,0.000
2021,IA,13143,Board of Water Electric & Communications,MISO,AC,0.128,0.215,0.017,.,0.360,12,6,1,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.128,0.215,0.017,0.000,0.360,12,6,1,0,19,0.000,0.000,0.000,0.000,0.000
2021,IA,15291,Prairie Energy Coop,SWPP,AC,0.021,.,0.021,.,0.042,3,.,1,.,4,.,.,.,.,0.000,.,.,.,.,0,0.139,.,.,.,0.139,8,.,.,.,8,14.910,.,0.680,.,15.590,.,.,0.020,.,0.020,.,.,1,.,1,.,.,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.160,0.000,0.041,0.000,0.201,11,0,2,0,13,14.910,0.000,0.680,0.000,15.590
2021,IA,15349,City of Preston,MISO,DC,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.014,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2021,IA,17260,North West Rural Electric Coop,SWPP,AC,0.165,0.076,.,.,0.241,12,2,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,.,.,0.000,0,0,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.165,0.076,0.000,0.000,0.241,12,2,0,0,14,0.000,0.000,0.000,0.000,0.000
2021,IA,19157,MiEnergy Cooperative,MISO,AC,3.766,2.113,.,.,5.879,317,73,.,.,390,0.026,.,.,.,0.026,3,.,.,.,3,0.023,.,.,.,0.023,29,.,.,.,29,"2,910.973","1,633.268",.,.,"4,544.241",0.080,.,.,.,0.080,8,.,.,.,8,36.016,.,.,.,36.016,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.869,2.113,0.000,0.000,5.982,354,73,0,0,427,"2,946.989","1,633.268",0.000,0.000,"4,580.257"
2021,IA,99999,Adjustment 2021,MISO,,-0.010,-0.027,0.000,0.000,-0.037,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.010,-0.027,0.000,0.000,-0.037,.,.,.,.,.,.,.,.,.,.
2021,ID,6169,Fall River Rural Elec Coop Inc,BPAT,AC,0.826,0.113,.,.,0.939,118,8,.,.,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.028,0.006,.,.,0.034,10,3,.,.,13,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.854,0.119,0.000,0.000,0.973,128,11,0,0,139,0.000,0.000,0.000,0.000,0.000
2021,ID,9187,City of Idaho Falls - (ID),PACE,AC,0.502,0.108,0.000,0.000,0.610,72,5,0,0,77,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,84.430,0.000,0.000,0.000,84.430,0.000,0.003,0.000,0.000,0.003,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.502,0.111,0.000,0.000,0.613,72,6,0,0,78,84.430,0.000,0.000,0.000,84.430
2021,ID,9191,Idaho Power Co,IPCO,DC,66.194,6.208,19.599,.,92.001,"8,972",249,210,.,"9,431",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.111,0.272,0.040,.,0.423,27,4,1,.,32,.,.,.,.,0.000,0.085,0.085,.,.,0.170,8,4,.,.,12,.,.,.,.,0.000,66.390,6.565,19.639,0.000,92.594,"9,007",257,211,0,"9,475",0.000,0.000,0.000,0.000,0.000
2021,ID,10454,Kootenai Electric Cooperative,AVA,DC,0.340,.,.,.,0.340,36,.,.,.,36,.,.,.,.,0.000,.,.,.,.,0,0.052,.,.,.,0.052,45,.,.,.,45,.,.,.,.,0.000,0.018,.,.,.,0.018,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.410,0.000,0.000,0.000,0.410,86,0,0,0,86,0.000,0.000,0.000,0.000,0.000
2021,ID,11273,Lower Valley Energy Inc,BPAT,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2021,ID,14354,PacifiCorp,PACE,DC,11.751,0.921,0.100,0.000,12.772,"1,534",45,4,0,"1,583",0.309,0.026,0.000,0.000,0.335,45,1,0,0,46,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.222,0.057,0.000,0.000,0.279,65,8,0,0,73,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,.,.,.,.,0.000,11.981,0.978,0.100,0.000,13.059,"1,601",53,4,0,"1,658",0.000,0.000,0.000,0.000,0.000
2021,ID,19502,"United Electric Co-op, Inc - (ID)",BPAT,AC,0.016,0.010,.,.,0.026,8,4,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.010,0.000,0.000,0.026,8,4,0,0,12,0.000,0.000,0.000,0.000,0.000
2021,ID,20169,Avista Corp,AVA,AC,0.826,0.510,.,.,1.336,134,24,.,.,158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.013,0.002,.,.,0.015,4,1,.,.,5,.,.,.,.,0.000,0.011,0.065,.,.,0.076,3,1,.,.,4,.,.,.,.,0.000,0.850,0.577,0.000,0.000,1.427,141,26,0,0,167,0.000,0.000,0.000,0.000,0.000
2021,ID,99999,Adjustment 2021,AVA,,-0.059,.,.,.,-0.059,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.009,.,.,.,-0.009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.068,.,.,.,-0.068,.,.,.,.,.,.,.,.,.,.
2021,ID,99999,Adjustment 2021,IPCO,,-11.544,-1.083,-3.418,.,-16.045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-11.544,-1.083,-3.418,.,-16.045,.,.,.,.,.,.,.,.,.,.
2021,ID,99999,Adjustment 2021,PACE,,-2.049,-0.161,-0.017,0.000,-2.227,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-2.049,-0.161,-0.017,0.000,-2.227,.,.,.,.,.,.,.,.,.,.
2021,IL,3931,Coles-Moultrie Electric Coop,MISO,DC,0.477,0.425,.,.,0.902,53,4,.,.,57,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.487,0.425,0.000,0.000,0.912,54,4,0,0,58,0.000,0.000,0.000,0.000,0.000
2021,IL,4110,Commonwealth Edison Co,PJM,AC,168.787,142.221,.,.,311.008,"23,951",716,.,.,"24,667",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.197,2.979,.,.,3.176,36,13,.,.,49,.,.,.,.,0.000,.,0.375,.,.,0.375,.,1,.,.,1,.,.,.,.,0.000,168.984,145.575,0.000,0.000,314.559,"23,987",730,0,0,"24,717",0.000,0.000,0.000,0.000,0.000
2021,IL,4362,Corn Belt Energy Corporation,MISO,AC,4.380,1.480,.,.,5.860,333,12,.,.,345,0.086,.,.,.,0.086,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,2.620,.,2.620,.,.,1,.,1,.,.,.,.,0.000,4.390,1.480,2.620,0.000,8.490,334,12,1,0,347,0.000,0.000,0.000,0.000,0.000
2021,IL,5585,Eastern Illinois Elec Coop,MISO,AC,2.253,0.149,.,.,2.402,237,15,.,.,252,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,505.000",81.000,.,.,"1,586.000",0.010,.,.,.,0.010,1,.,.,.,1,0.720,.,.,.,0.720,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.263,0.149,0.000,0.000,2.412,238,15,0,0,253,"1,505.720",81.000,0.000,0.000,"1,586.720"
2021,IL,7096,City of Geneva- (IL),PJM,AC,0.204,0.070,.,.,0.274,26,2,.,.,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.204,0.070,0.000,0.000,0.274,26,2,0,0,28,0.000,0.000,0.000,0.000,0.000
2021,IL,9750,"Jo-Carroll Energy, Inc",MISO,AC,4.020,0.509,0.000,0.000,4.529,475,33,0,0,508,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.017,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,4.037,0.509,0.000,0.000,4.546,482,33,0,0,515,0.000,0.000,0.000,0.000,0.000
2021,IL,12341,MidAmerican Energy Co,MISO,AC,1.837,4.486,1.810,.,8.133,229,67,4,.,300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,317.517,513.430,0.000,.,830.947,0.002,0.620,.,.,0.622,1,2,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.839,5.106,1.810,0.000,8.755,230,69,4,0,303,317.517,513.430,0.000,0.000,830.947
2021,IL,12395,Menard Electric Coop,MISO,DC,1.066,.,.,.,1.066,123,.,.,.,123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,651.378,.,.,.,651.378,0.012,.,.,.,0.012,2,.,.,.,2,5.680,.,.,.,5.680,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.078,0.000,0.000,0.000,1.078,125,0,0,0,125,657.058,0.000,0.000,0.000,657.058
2021,IL,13032,Mt Carmel Public Utility Co,MISO,AC,0.304,0.141,.,.,0.445,25,7,.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.677,3.970,.,.,14.647,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.304,0.141,0.000,0.000,0.445,25,7,0,0,32,10.677,3.970,0.000,0.000,14.647
2021,IL,13208,City of Naperville - (IL),PJM,AC,3.808,1.453,.,.,5.261,510,20,.,.,530,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.808,1.453,0.000,0.000,5.261,510,20,0,0,530,0.000,0.000,0.000,0.000,0.000
2021,IL,13292,Norris Electric Coop,MISO,DC,1.823,0.380,.,.,2.203,117,5,.,.,122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.845,0.380,0.000,0.000,2.225,119,5,0,0,124,0.000,0.000,0.000,0.000,0.000
2021,IL,14840,City of Peru - (IL),MISO,AC,0.024,0.321,.,.,0.345,2,3,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.321,0.000,0.000,0.345,2,3,0,0,5,0.000,0.000,0.000,0.000,0.000
2021,IL,16179,Rochelle Municipal Utilities,PJM,AC,0.040,0.030,.,.,0.070,4,3,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.030,0.000,0.000,0.070,4,3,0,0,7,0.000,0.000,0.000,0.000,0.000
2021,IL,16196,Rock Energy Cooperative,MISO,AC,0.189,0.490,.,.,0.679,24,2,.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.189,0.490,0.000,0.000,0.679,24,2,0,0,26,0.000,0.000,0.000,0.000,0.000
2021,IL,16740,Scenic Rivers Energy Coop,MISO,AC,0.019,.,.,.,0.019,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.840,.,.,.,7.840,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.000,0.000,0.000,0.019,1,0,0,0,1,7.840,0.000,0.000,0.000,7.840
2021,IL,17040,"Shelby Electric Coop, Inc",MISO,DC,0.938,.,.,.,0.938,92,.,.,.,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,572.600,.,.,.,572.600,0.013,.,.,.,0.013,2,.,.,.,2,8.100,.,.,.,8.100,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.951,0.000,0.000,0.000,0.951,94,0,0,0,94,580.700,0.000,0.000,0.000,580.700
2021,IL,17585,"Southeastern IL Elec Coop, Inc",MISO,AC,1.482,0.102,.,.,1.584,143,8,.,.,151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.482,0.102,0.000,0.000,1.584,143,8,0,0,151,0.000,0.000,0.000,0.000,0.000
2021,IL,17828,City of Springfield - (IL),MISO,AC,1.293,1.937,.,.,3.230,154,54,.,.,208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.293,1.937,0.000,0.000,3.230,154,54,0,0,208,0.000,0.000,0.000,0.000,0.000
2021,IL,17860,City of St Charles - (IL),PJM,AC,0.108,0.128,0.632,0.000,0.868,18,2,1,0,21,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,57.911,6.113,0.225,0.000,64.249,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.108,0.128,0.632,0.000,0.868,18,2,1,0,21,57.911,6.113,0.225,0.000,64.249
2021,IL,18955,"Tri-County Electric Coop, Inc (IL)",MISO,AC,0.855,.,.,.,0.855,98,.,.,.,98,0.007,.,.,.,0.007,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.855,0.000,0.000,0.000,0.855,98,0,0,0,98,0.000,0.000,0.000,0.000,0.000
2021,IL,20222,Wayne-White Counties Elec Coop,MISO,AC,0.908,0.000,0.000,.,0.908,65,0,0,.,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,613.380,.,.,.,613.380,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.908,0.000,0.000,0.000,0.908,65,0,0,0,65,613.380,0.000,0.000,0.000,613.380
2021,IL,56697,Ameren Illinois Company,MISO,DC,53.869,116.052,.,.,169.921,"5,974","1,305",.,.,"7,279",.,.,.,.,0.000,.,.,.,.,0,41.297,18.846,.,.,60.143,"7,038",540,.,.,"7,578",.,.,.,.,0.000,0.355,0.130,.,.,0.485,73,21,.,.,94,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,95.521,135.028,0.000,0.000,230.549,"13,085","1,866",0,0,"14,951",0.000,0.000,0.000,0.000,0.000
2021,IL,99999,Adjustment 2021,MISO,,-10.145,-20.380,.,.,-30.525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-7.202,-3.287,.,.,-10.489,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-17.348,-23.667,.,.,-41.014,.,.,.,.,.,.,.,.,.,.
2021,IN,636,City of Anderson - (IN),PJM,AC,0.107,0.010,.,.,0.117,16,1,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.038,0.001,.,.,0.039,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.107,0.010,0.000,0.000,0.117,16,1,0,0,17,0.038,0.001,0.000,0.000,0.039
2021,IN,1283,Bartholomew County Rural E M C,MISO,AC,0.312,.,.,.,0.312,36,.,.,.,36,0.071,.,.,.,0.071,14,.,.,.,14,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,2,.,.,.,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.314,0.000,0.000,0.000,0.314,38,0,0,0,38,0.000,0.000,0.000,0.000,0.000
2021,IN,4508,"Crawfordsville Elec, Lgt & Pwr",MISO,AC,0.040,.,.,.,0.040,6,.,.,.,6,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.000,0.000,0.000,0.040,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
2021,IN,4848,Daviess Martin County R E M C,MISO,AC,0.093,.,.,.,0.093,14,.,.,.,14,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,2.677,.,.,.,2.677,0.052,.,.,.,0.052,2,.,.,.,2,0.000,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.145,0.000,0.000,0.000,0.145,16,0,0,0,16,2.677,0.000,0.000,0.000,2.677
2021,IN,4960,Decatur County Rural E M C,MISO,AC,1.013,0.011,.,.,1.024,76,1,.,.,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,596.738,5.640,.,.,602.378,0.002,.,.,.,0.002,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.015,0.011,0.000,0.000,1.026,77,1,0,0,78,596.738,5.640,0.000,0.000,602.378
2021,IN,5394,Dubois Rural Electric Coop Inc,MISO,AC,0.189,0.155,.,.,0.344,27,4,.,.,31,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,101.000,39.000,.,.,140.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.189,0.155,0.000,0.000,0.344,27,4,0,0,31,101.000,39.000,0.000,0.000,140.000
2021,IN,8179,Harrison County Rural E M C,MISO,AC,0.454,.,.,.,0.454,66,.,.,.,66,0.070,.,.,.,0.070,14,.,.,.,14,.,.,.,.,0.000,.,.,.,.,0,141.016,.,.,.,141.016,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.454,0.000,0.000,0.000,0.454,66,0,0,0,66,141.016,0.000,0.000,0.000,141.016
2021,IN,8447,Hendricks County Rural E M C,MISO,AC,0.374,0.230,.,.,0.604,44,1,.,.,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.377,0.230,0.000,0.000,0.607,45,1,0,0,46,0.000,0.000,0.000,0.000,0.000
2021,IN,9273,Indianapolis Power & Light Co,MISO,AC,5.263,2.216,1.000,.,8.479,746,44,1,.,791,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,342.610",658.320,.,.,"3,000.930",.,0.050,.,.,0.050,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.263,2.266,1.000,0.000,8.529,746,45,1,0,792,"2,342.610",658.320,0.000,0.000,"3,000.930"
2021,IN,9324,Indiana Michigan Power Co,PJM,AC,8.411,12.093,1.514,0.000,22.018,905,135,7,0,"1,047",0.081,0.002,0.000,0.000,0.083,12,1,0,0,13,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"4,793.117","5,217.127","1,230.606",0.000,"11,240.850",0.139,0.031,0.000,0.000,0.170,34,7,0,0,41,89.678,1.445,0.000,0.000,91.123,0.000,0.240,0.000,0.000,0.240,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,8.550,12.364,1.514,0.000,22.428,939,143,7,0,"1,089","4,882.795","5,218.572","1,230.606",0.000,"11,331.973"
