|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2021,13799,Prairie Land Electric Coop Inc,KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,188.7,.,.,95.5,.,.,"24,649",N,F,13.8,Y
2021,13809,NorthWestern Energy - (SD),SD,Investor Owned,91.267,0.954,95.668,81.362,0.827,98.382,55.398,0.516,107.36,"57,129",34.5,N,.,.,.,.,.,.,.,,,.,
2021,13830,Nueces Electric Cooperative,TX,Cooperative,"1,523.87",4.457,341.905,180.27,1.23,146.561,684.212,2.456,278.588,"19,227",25,Y,.,.,.,.,.,.,.,,,.,
2021,13831,City of Norwich - (CT),CT,Municipal,169.31,0.929,182.25,113.441,0.834,136.02,169.31,0.929,182.25,"20,642",35,N,.,.,.,.,.,.,.,,,.,
2021,13839,City of Norwood - (MA),MA,Municipal,108.147,1.222,88.5,38.199,0.458,83.404,108.147,1.222,88.5,"16,301",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,13936,Oakdale Electric Coop,WI,Cooperative,108.6,0.934,116.274,63.4,0.719,88.178,100.9,0.815,123.804,"17,544",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,13955,City of Ocala,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,72.424,0.884,81.928,69.732,0.834,83.612,"54,286",N,L,12.5,Y
2021,13963,Oconomowoc Utilities,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,9.281,0.159,58.371,0,0,.,"10,242",Y,L,24.9,N
2021,13998,Ohio Edison Co,OH,Investor Owned,162.319,1.404,115.612,114.438,1.233,92.813,138.872,1.043,133.147,"1,049,301",36,Y,.,.,.,.,.,.,.,,,.,
2021,14006,Ohio Power Co,OH,Investor Owned,231,1.364,169.355,171.4,1.256,136.465,199.1,1.245,159.92,"1,509,795",35,Y,.,.,.,.,.,.,.,,,.,
2021,14055,PUD No 1 of Okanogan County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,154.182,1.01,152.655,154.182,1.01,152.655,"21,908",N,F,24.9,Y
2021,14062,Oklahoma Electric Coop Inc,OK,Cooperative,155.4,2.12,73.302,70.6,1.44,49.028,125.5,1.33,94.361,"60,885",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,14063,Oklahoma Gas & Electric Co,AR,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,504.89,1.066,473.63,91.22,0.718,127.047,"69,491",N,L,34.5,Y
2021,14063,Oklahoma Gas & Electric Co,OK,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,167.98,1.05,159.981,160.15,1.028,155.788,"806,914",N,L,34.5,Y
2021,14109,"Oregon Trail El Cons Coop, Inc",OR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,258.2,2.18,118.44,113.13,1.2,94.275,"31,482",N,F,34.5,Y
2021,14127,Omaha Public Power District,NE,Political Subdivision,923,1.4,659.286,67.9,0.52,130.577,923,1.4,659.286,"389,414",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,14146,City of Opelika - (AL),AL,Municipal,.,.,.,104.9,1.15,91.217,.,.,.,"13,854",12,Y,.,.,.,.,.,.,.,,,.,
2021,14154,Orange & Rockland Utils Inc,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,135.91,1.283,105.931,107.45,1.144,93.925,"233,903",N,F,34.5,N
2021,14164,City of Orangeburg - (SC),SC,Municipal,307.22,2.9,105.938,80.45,1.2,67.042,.,.,.,"24,601",24.9,N,.,.,.,.,.,.,.,,,.,
2021,14170,Orcas Power & Light Coop,WA,Cooperative,"1,652.30",4.607,358.65,428.4,2.689,159.316,490.6,3.193,153.649,"14,937",12.5,N,.,.,.,.,.,.,.,,,.,
2021,14175,"Tri-County Electric Coop, Inc (SC)",SC,Cooperative,244.85,2.61,93.812,203.07,2.31,87.909,182.11,1.93,94.358,"18,355",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,14192,Osage Valley Elec Coop Assn,MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,254.1,1.65,154,240.22,1.584,151.654,"17,110",N,F,12.5,Y
2021,14194,City of Orrville - (OH),OH,Municipal,.,.,.,.,.,.,.,.,.,.,.,,96.12,0.56,171.643,23.14,.,.,"7,569",Y,L,13.8,N
2021,14232,Otter Tail Power Co,MN,Investor Owned,83.08,1.04,79.885,65.78,0.95,69.242,.,.,.,"63,290",25,Y,.,.,.,.,.,.,.,,,.,
2021,14232,Otter Tail Power Co,ND,Investor Owned,116.36,1.58,73.646,97.78,1.55,63.084,.,.,.,"59,761",25,Y,.,.,.,.,.,.,.,,,.,
2021,14232,Otter Tail Power Co,SD,Investor Owned,57.72,0.78,74,57.72,0.78,74,.,.,.,"11,930",25,Y,.,.,.,.,.,.,.,,,.,
2021,14245,Overton Power District No 5,NV,Political Subdivision,50.834,0.597,85.149,50.834,0.597,85.149,50.834,0.597,85.149,"17,028",68,Y,.,.,.,.,.,.,.,,,.,
2021,14246,City of Owatonna - (MN),MN,Municipal,128.05,1.815,70.551,29.34,0.305,96.197,97.801,1.225,79.838,"12,166",12.5,N,.,.,.,.,.,.,.,,,.,
2021,14251,Owen Electric Coop Inc,KY,Cooperative,159.85,1.535,104.137,103.924,1.352,76.867,87.81,1.109,79.179,"64,303",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,14268,City of Owensboro - (KY),KY,Municipal,61.729,0.78,79.14,61.729,0.78,79.14,61.729,0.78,79.14,"27,302",15,Y,.,.,.,.,.,.,.,,,.,
2021,14289,Ozarks Electric Coop Corp - (AR),AR,Cooperative,77.32,1.37,56.438,45.78,0.99,46.242,23.54,0.14,168.143,"71,274",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,14289,Ozarks Electric Coop Corp - (AR),OK,Cooperative,94.34,0.74,127.486,53.11,0.61,87.066,41.23,0.12,343.583,"12,611",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,14328,Pacific Gas & Electric Co.,CA,Investor Owned,626.3,1.837,340.936,218.2,1.318,165.554,408.1,0.519,786.32,"5,675,418",35,Y,.,.,.,.,.,.,.,,,.,
2021,14354,PacifiCorp,CA,Investor Owned,441.114,3.886,113.514,115.622,1.665,69.443,440.916,3.87,113.932,"47,055",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,14354,PacifiCorp,ID,Investor Owned,269.414,2.558,105.322,168.612,2.067,81.573,269.414,2.558,105.322,"86,628",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,14354,PacifiCorp,OR,Investor Owned,452.344,1.688,267.976,106.475,0.927,114.86,451.222,1.64,275.135,"629,028",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,14354,PacifiCorp,UT,Investor Owned,123.941,0.973,127.38,108.312,0.913,118.633,123.937,0.973,127.376,"1,002,258",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,14354,PacifiCorp,WA,Investor Owned,135.134,1.068,126.53,86.826,0.611,142.105,134.338,0.995,135.013,"137,857",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,14354,PacifiCorp,WY,Investor Owned,120.16,0.97,123.876,120.16,0.97,123.876,119.931,0.958,125.189,"145,992",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,14371,City of Paducah - (KY),KY,Municipal,27.04,0.92,29.391,27.04,0.92,29.391,27.04,0.92,29.391,"22,215",15,Y,.,.,.,.,.,.,.,,,.,
2021,14381,City of Painesville,OH,Municipal,178.529,1.323,134.943,47.37,0.493,96.085,0,0,.,"12,239",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,14398,Palmetto Electric Coop Inc,SC,Cooperative,91.38,1.038,88.035,32.904,0.701,46.939,86.08,0.772,111.503,"75,187",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,14401,City of Palo Alto - (CA),CA,Municipal,81.65,0.54,151.204,.,.,.,.,.,.,"29,136",12,Y,.,.,.,.,.,.,.,,,.,
2021,14424,"Panola-Harrison Elec Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,415.5,1.365,304.396,.,.,.,"9,878",N,F,7.2,N
2021,14424,"Panola-Harrison Elec Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,219,2.94,74.49,.,.,.,"10,373",N,F,7.2,N
2021,14455,City of Paris - (TN),TN,Municipal,739.687,4.948,149.492,227.043,3.076,73.811,739.543,4.946,149.523,"21,929",13,Y,.,.,.,.,.,.,.,,,.,
2021,14468,People's Cooperative Services,MN,Cooperative,469.672,1.252,375.137,59.559,0.559,106.546,469.672,1.252,375.137,"23,384",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,14534,City of Pasadena - (CA),CA,Municipal,29.466,0.265,111.192,29.466,0.265,111.192,29.466,0.265,111.192,"65,221",17.2,Y,.,.,.,.,.,.,.,,,.,
2021,14557,"Pee Dee Electric Coop, Inc",SC,Cooperative,88.204,0.92,95.874,88.204,0.92,95.874,81.33,0.791,102.819,"31,112",25,Y,.,.,.,.,.,.,.,,,.,
2021,14563,Pearl River Valley El Pwr Assn,MS,Cooperative,410.706,2.447,167.841,152.072,1.805,84.25,409.098,2.416,169.329,"51,579",25,N,.,.,.,.,.,.,.,,,.,
2021,14606,"Peace River Electric Coop, Inc",FL,Cooperative,108.96,1.05,103.771,108.96,1.05,103.771,108.76,1.05,103.581,"55,009",25,Y,.,.,.,.,.,.,.,,,.,
2021,14610,Orlando Utilities Comm,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,49.6,0.9,55.111,47.8,0.8,59.75,"264,989",N,L,34.5,Y
2021,14624,PUD No 2 of Grant County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,124.403,0.75,165.871,.,.,.,"53,213",N,F,13.2,N
2021,14626,"Pedernales Electric Coop, Inc",TX,Cooperative,150.52,1.133,132.851,83.54,1.125,74.258,108.58,0.787,137.967,"367,296",25,Y,.,.,.,.,.,.,.,,,.,
2021,14668,Peninsula Light Company,WA,Cooperative,52,0.33,157.576,52,0.33,157.576,.,.,.,"34,525",12.5,N,.,.,.,.,.,.,.,,,.,
2021,14711,Pennsylvania Electric Co,PA,Investor Owned,353.822,2.167,163.277,254.274,1.81,140.483,317.881,1.695,187.54,"580,180",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,14715,PPL Electric Utilities Corp,PA,Investor Owned,172.9,0.93,185.914,84.5,0.64,132.031,172,0.89,193.258,"1,445,613",12,Y,.,.,.,.,.,.,.,,,.,
2021,14716,Pennsylvania Power Co,PA,Investor Owned,151.47,1.128,134.282,103.227,0.921,112.081,135.25,0.74,182.77,"166,590",23,Y,.,.,.,.,.,.,.,,,.,
2021,14717,Pee Dee Electric Member Corp,NC,Cooperative,135.93,1.867,72.807,135.93,1.867,72.807,117.67,1.681,70,"21,462",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,14724,Pennyrile Rural Electric Coop,KY,Cooperative,621.9,2.63,236.464,162.8,1.66,98.072,.,.,.,"48,944",25,Y,621.9,2.63,236.464,162.8,1.66,98.072,"48,944",N,L,25,Y
2021,14775,People's Electric Cooperative,OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,165.3,2.4,68.875,165.3,2.4,68.875,"23,041",N,F,25,Y
2021,14839,City of Peru - (IN),IN,Municipal,41.78,0.5,83.56,11.1,0.18,61.667,41.78,0.5,83.56,"10,429",12.5,N,.,.,.,.,.,.,.,,,.,
2021,14864,Petit Jean Electric Coop Corp,AR,Cooperative,207.17,1.491,138.947,207.17,1.491,138.947,207.17,1.491,138.947,"20,321",69,Y,.,.,.,.,.,.,.,,,.,
2021,14940,PECO Energy Co,PA,Investor Owned,186,1.01,184.158,88,0.83,106.024,179,1,179,"1,675,093",34,Y,.,.,.,.,.,.,.,,,.,
2021,15016,Pickwick Electric Coop,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,209.34,.,.,209.34,.,.,"20,864",N,L,25,N
2021,15023,Piedmont Electric Member Corp,NC,Cooperative,628.594,1.66,378.671,121.209,1.029,117.793,612.491,1.539,397.98,"33,289",12.5,N,.,.,.,.,.,.,.,,,.,
2021,15045,Pike County Light & Power Co,PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,259,2.27,114.097,216,1.4,154.286,"4,891",N,F,34.5,N
2021,15048,Electrical Dist No2 Pinal County,AZ,Political Subdivision,"1,027.80",.,.,673.9,.,.,"1,027.80",.,.,"5,981",.,Y,.,.,.,.,.,.,.,,,.,
2021,15054,"Pioneer Rural Elec Coop, Inc - (OH)",OH,Cooperative,100.4,1.01,99.406,100.4,1.01,99.406,78.4,0.6,130.667,"17,314",12,N,.,.,.,.,.,.,.,,,.,
2021,15073,"Pioneer Electric Coop, Inc - (KS)",KS,Cooperative,206.23,.,.,206.23,.,.,202.98,.,.,"16,629",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,15095,City of Piqua - (OH),OH,Municipal,77.503,2.252,34.415,13.286,0.291,45.656,13.286,0.291,45.656,"10,815",13,N,.,.,.,.,.,.,.,,,.,
2021,15138,"Platte-Clay Electric Coop, Inc",MO,Cooperative,169.328,1.353,125.15,44.004,0.867,50.754,161.513,1.051,153.676,"23,921",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,15175,Pointe Coupee Elec Member Corp,LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,6.94,0.03,231.333,.,.,.,"10,496",N,O,13.2,N
2021,15202,City of Ponca City - (OK),OK,Municipal,102.899,1.116,92.203,88.99,0.873,101.936,.,.,.,"15,880",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,15229,City of Poplar Bluff - (MO),MO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,44.3,0.82,54.024,.,.,.,"9,615",N,L,69,N
2021,15248,Portland General Electric Co,OR,Investor Owned,"2,724.00",1.67,"1,631.14",119,0.63,188.889,"2,501.00",1.48,"1,689.87","913,801",35,Y,.,.,.,.,.,.,.,,,.,
2021,15257,"Poudre Valley REA, Inc",CO,Cooperative,328.814,1.569,209.569,77.21,0.845,91.373,318.696,1.435,222.088,"48,877",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,15263,The Potomac Edison Company,MD,Investor Owned,178.653,1.067,167.435,130.891,0.933,140.29,157.885,0.956,165.152,"277,615",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,15263,The Potomac Edison Company,WV,Investor Owned,212.438,1.458,145.705,212.438,1.458,145.705,204.597,1.39,147.192,"147,715",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,15270,Potomac Electric Power Co,DC,Investor Owned,52,0.45,115.556,42,0.41,102.439,52,0.45,115.556,"320,656",34,Y,.,.,.,.,.,.,.,,,.,
2021,15270,Potomac Electric Power Co,MD,Investor Owned,75,0.66,113.636,56,0.58,96.552,75,0.66,113.636,"586,763",34,Y,.,.,.,.,.,.,.,,,.,
2021,15291,Prairie Energy Coop,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,720.6,2.89,249.343,70.6,2.16,32.685,"4,313",N,F,12.5,Y
2021,15293,Powell Valley Electric Coop,TN,Cooperative,229.231,2.715,84.431,229.231,2.715,84.431,229.216,2.7,84.895,"24,970",25,N,.,.,.,.,.,.,.,,,.,
2021,15293,Powell Valley Electric Coop,VA,Cooperative,83.035,0.904,91.853,83.035,0.904,91.853,83.02,0.889,93.386,"8,284",25,N,.,.,.,.,.,.,.,,,.,
2021,15340,Presque Isle Elec & Gas Coop,MI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"1,379.20",2.849,484.1,239.4,1.459,164.085,"34,734",N,O,24.9,N
2021,15344,Polk-Burnett Electric Coop,WI,Cooperative,54.1,0.705,76.738,43.4,0.63,68.889,37.9,0.497,76.258,"21,289",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,15410,Prince George Electric Coop,VA,Cooperative,401.2,.,.,301.02,.,.,192.03,.,.,"12,666",25,Y,.,.,.,.,.,.,.,,,.,
2021,15419,PUD No 3 of Mason County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,418.935,1.675,250.11,198.385,1.056,187.865,"35,721",N,F,12.5,Y
2021,15444,Provo City Corp,UT,Municipal,24.94,0.527,47.324,24.94,0.527,47.324,24.94,0.527,47.324,"38,946",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,15466,Public Service Co of Colorado,CO,Investor Owned,180.885,1.195,151.368,130.565,0.999,130.696,164.996,1.029,160.346,"1,462,929",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,15470,"Duke Energy Indiana, LLC",IN,Investor Owned,203.15,1.114,182.361,127.12,0.936,135.812,184.03,0.932,197.457,"862,431",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,15472,Public Service Co of NH,NH,Investor Owned,182.68,1.066,171.37,96.781,0.832,116.323,169.454,0.903,187.657,"539,189",.,Y,.,.,.,.,.,.,.,,,.,
2021,15473,Public Service Co of NM,NM,Investor Owned,97.5,0.818,119.193,86.22,0.741,116.356,77.41,0.611,126.694,"539,782",25,Y,.,.,.,.,.,.,.,,,.,
2021,15474,Public Service Co of Oklahoma,OK,Investor Owned,138.1,1.393,99.139,113.1,1.209,93.548,101.2,1.093,92.589,"565,565",35,Y,.,.,.,.,.,.,.,,,.,
2021,15477,Public Service Elec & Gas Co,NJ,Investor Owned,60.45,0.66,91.591,41.49,0.604,68.692,57.37,0.62,92.532,"2,457,427",69,Y,.,.,.,.,.,.,.,,,.,
2021,15500,Puget Sound Energy Inc,WA,Investor Owned,849,2.27,374.009,207,1.26,164.286,794,1.96,405.102,"1,192,766",34.5,Y,.,.,.,.,.,.,.,,,.,
2021,15507,City of Pulaski - (TN),TN,Municipal,188.47,2.181,86.414,100.502,1.732,58.027,188.47,2.181,86.414,"14,800",13.2,Y,.,.,.,.,.,.,.,,,.,
2021,15671,Randolph Electric Member Corp,NC,Cooperative,93.994,1.494,62.914,83.341,1.402,59.444,89.918,1.326,67.811,"32,797",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,15700,Rayle Electric Membership Corp,GA,Cooperative,174.32,1.76,99.045,145.298,1.678,86.59,126.04,1.265,99.636,"19,087",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,15748,Town of Reading - (MA),MA,Municipal,21.826,0.275,79.367,13.925,0.25,55.7,.,.,.,"30,504",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,15783,City of Redding - (CA),CA,Municipal,32.23,0.465,69.312,32.23,0.465,69.312,.,.,.,"44,899",12.5,N,.,.,.,.,.,.,.,,,.,
2021,15978,City of Richland Center - (WI),WI,Municipal,1.882,0.033,57.03,.,.,.,.,.,.,"3,025",12.5,N,.,.,.,.,.,.,.,,,.,
2021,15979,City of Richland - (WA),WA,Municipal,23.702,0.525,45.147,23.01,0.525,43.829,23.702,0.525,45.147,"26,485",12.5,N,.,.,.,.,.,.,.,,,.,
2021,15989,City of Richmond - (IN),IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,27,0.464,58.19,.,.,.,"21,748",Y,L,15,N
2021,16057,"Rio Grande Electric Coop, Inc",TX,Cooperative,380.415,.,.,317.443,.,.,329.275,.,.,"13,699",24.9,N,.,.,.,.,.,.,.,,,.,
2021,16060,Riverland Energy Cooperative,WI,Cooperative,341.382,1.315,259.606,72.18,0.77,93.74,339.702,1.292,262.927,"18,781",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,16063,"Rita Blanca Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,625.5,2.6,240.577,86.7,0.5,173.4,"8,240",N,L,14.4,N
2021,16082,City of River Falls,WI,Municipal,14.47,0.08,180.875,14.47,0.08,180.875,14.47,0.08,180.875,"7,038",12.4,N,.,.,.,.,.,.,.,,,.,
2021,16088,City of Riverside - (CA),CA,Municipal,116.33,0.8,145.413,83.04,0.72,115.333,.,.,.,"111,742",12,N,.,.,.,.,.,.,.,,,.,
2021,16101,Roanoke Electric Member Corp,NC,Cooperative,183.765,1.195,153.778,106.095,0.887,119.611,179.07,1.145,156.393,"13,657",25,Y,.,.,.,.,.,.,.,,,.,
2021,16146,"Navasota Valley Elec Coop, Inc",TX,Cooperative,"31,626.00",10.31,"3,067.51",471.839,3.41,138.369,"30,260.00",7.031,"4,303.80","20,524",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,16179,Rochelle Municipal Utilities,IL,Municipal,137,0.915,149.727,.,.,.,.,.,.,"6,900",15,N,.,.,.,.,.,.,.,,,.,
2021,16181,Rochester Public Utilities,MN,Municipal,62.74,1,62.74,39.91,0.87,45.874,62.74,1,62.74,"57,924",13.8,Y,.,.,.,.,.,.,.,,,.,
2021,16183,Rochester Gas & Electric Corp,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,280.2,1.37,204.526,121.8,1.13,107.788,"384,785",N,,34.5,N
2021,16195,City of Rock Hill - (SC),SC,Municipal,46.794,0.504,92.845,36.823,0.46,80.05,.,.,.,"39,168",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,16196,Rock Energy Cooperative,IL,Cooperative,17.53,0.17,103.118,.,.,.,.,.,.,"11,538",12.5,Y,.,.,.,.,.,.,.,,,.,
2021,16196,Rock Energy Cooperative,WI,Cooperative,68.67,0.77,89.182,.,.,.,.,.,.,"7,810",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,16213,Rockland Electric Co,NJ,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,113.07,0.899,125.773,107.85,0.873,123.54,"72,852",N,F,13.2,N
2021,16223,City of Rockwood - (TN),TN,Municipal,278.47,2.594,107.352,173.03,2.066,83.751,278.47,2.594,107.352,"14,790",12.4,N,.,.,.,.,.,.,.,,,.,
2021,16226,City of Rocky Mount - (NC),NC,Municipal,67,1.11,60.36,67,1.11,60.36,.,.,.,"28,956",12.5,N,.,.,.,.,.,.,.,,,.,
2021,16259,City of Rolla - (MO),MO,Municipal,20.718,0.23,90.078,20.718,0.23,90.078,20.718,0.23,90.078,"9,554",34.5,N,.,.,.,.,.,.,.,,,.,
2021,16295,City of Roseville - (CA),CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,16.64,0.21,79.238,13.45,0.19,70.789,"65,337",N,F,60,N
2021,16368,Runestone Electric Assn,MN,Cooperative,103.92,0.855,121.544,62.04,0.699,88.755,86.16,0.543,158.674,"14,762",12.5,N,.,.,.,.,.,.,.,,,.,
2021,16382,"Rural Electric Coop, Inc",OK,Cooperative,312.4,2.89,108.097,232.2,2.24,103.661,267.1,2.397,111.431,"12,369",25,Y,.,.,.,.,.,.,.,,,.,
2021,16461,"Rusk County Electric Coop, Inc",TX,Cooperative,"1,545.90",.,.,353.8,.,.,"1,472.20",.,.,"23,212",14,Y,.,.,.,.,.,.,.,,,.,
2021,16463,City of Ruston - (LA),LA,Municipal,199.96,.,.,.,1.73,.,.,.,.,"11,324",13.8,N,.,.,.,.,.,.,.,,,.,
2021,16496,Rutherford Elec Member Corp,NC,Cooperative,99.346,0.851,116.74,62.69,0.61,102.77,97.004,0.839,115.619,"73,781",13.2,N,.,.,.,.,.,.,.,,,.,
2021,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,227.2,1.54,147.532,60.4,1.04,58.077,"641,169",N,F,69,Y
2021,16555,Salem Electric - (OR),OR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,708.8,1.023,692.864,13.9,0.183,75.956,"20,323",N,L,12.4,N
2021,16558,City of Salem - (VA),VA,Municipal,28.663,0.266,107.756,28.663,0.266,107.756,.,.,.,"13,371",12.5,N,.,.,.,.,.,.,.,,,.,
2021,16572,Salt River Project,AZ,Political Subdivision,85.09,1.014,83.915,47.88,0.77,62.182,78.9,0.946,83.404,"1,091,549",34.5,N,.,.,.,.,.,.,.,,,.,
2021,16587,Salt River Electric Coop Corp,KY,Cooperative,147.18,1.26,116.81,90.57,0.979,92.513,144.18,1.19,121.16,"54,796",12.4,Y,.,.,.,.,.,.,.,,,.,
2021,16603,"San Luis Valley R E C, Inc",CO,Cooperative,649.4,0.123,"5,279.68",113.8,0.092,"1,236.96",631.5,0.112,"5,638.39","12,726",25,Y,.,.,.,.,.,.,.,,,.,
2021,16604,City of San Antonio - (TX),TX,Municipal,175.845,1.581,111.224,67.68,1.01,67.01,.,.,.,"869,234",35,Y,.,.,.,.,.,.,.,,,.,
2021,16606,"Santee Electric Coop, Inc",SC,Cooperative,135.03,.,.,134.86,.,.,102.41,.,.,"44,072",25,Y,.,.,.,.,.,.,.,,,.,
2021,16609,San Diego Gas & Electric Co,CA,Investor Owned,76.93,0.67,114.821,71.64,0.665,107.729,76.93,0.67,114.821,"1,488,695",12,Y,.,.,.,.,.,.,.,,,.,
2021,16611,Access Energy Coop,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,128,1.2,106.667,128,1.2,106.667,"9,037",Y,L,12.5,Y
2021,16613,Sam Houston Electric Coop Inc,TX,Cooperative,676,.,.,256,.,.,.,.,.,"83,160",34.5,N,.,.,.,.,.,.,.,,,.,
2021,16616,"San Isabel Electric Assn, Inc",CO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,394.8,0.973,405.755,124,0.963,128.764,"25,806",N,L,24.9,Y
2021,16622,"San Miguel Power Assn, Inc",CO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,N,.,.,.,.,.,.,.,,,.,
2021,16627,San Patricio Electric Coop Inc,TX,Cooperative,233.258,2.158,108.09,188.02,1.994,94.293,206.865,2.06,100.42,"11,988",24.9,Y,.,.,.,.,.,.,.,,,.,
2021,16638,"San Bernard Electric Coop, Inc",TX,Cooperative,145.45,1.356,107.264,110.91,1.218,91.059,111.354,1.276,87.268,"31,042",14.4,Y,.,.,.,.,.,.,.,,,.,
2021,16655,City of Santa Clara - (CA),CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,81.23,0.71,114.408,.,.,.,"58,701",N,L,60,N
2021,16740,Scenic Rivers Energy Coop,WI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,155.2,1.55,100.129,155.2,1.55,100.129,"14,390",N,L,12.5,Y
2021,16751,Three Rivers Electric Coop,MO,Cooperative,97.705,0.721,135.513,70.956,0.654,108.495,96.953,0.679,142.788,"23,417",25,Y,.,.,.,.,.,.,.,,,.,
