Utility Characteristics,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
2021,10596,City of Lake Crystal - (MN),MN,MISO,270,.,.,.,270,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,5,.,.,.,5,.,.,.,.,.,.
2021,10768,"Laurens Electric Coop, Inc",SC,DUK,"5,582",.,2,.,"5,584",12,.,4,.,16,7.0,.,3.0,.,10.0,7.0,.,1.8,.,8.8,.,.,.,.,.,.,.,.,.,.,.
2021,10857,"Lee County Electric Coop, Inc",FL,FPL,"15,124",44,.,.,"15,168",131,672,.,.,804,3.1,26.2,.,.,29.3,3.1,15.9,.,.,19.0,685,"1,027",.,.,"1,711",89,164,.,.,253,.
2021,11018,Lincoln Electric System,NE,SWPP,"2,263",.,.,.,"2,263",.,.,.,.,.,3.0,.,.,.,3.0,3.0,.,.,.,3.0,72,.,.,.,72,140,.,.,.,140,.
2021,11171,Long Island Power Authority,NY,NYIS,"25,229",291,.,.,"25,520",.,.,.,.,.,34.2,29.4,.,.,63.6,16.5,11.4,.,.,27.9,"1,187",507,.,.,"1,694","1,239",353,.,.,"1,592",.
2021,11208,Los Angeles Department of Water & Power,CA,LDWP,.,6,3,.,9,.,90,147,.,237,.,18.0,29.3,.,47.4,.,9.0,14.7,.,23.7,.,157,256,.,413,.,.,.,.,.,.
2021,11241,Entergy Louisiana LLC,LA,MISO,.,.,10,.,10,.,.,347,.,347,.,.,244.6,.,244.6,.,.,.,.,.,.,.,"26,729",.,"26,729",.,.,.,.,.,.
2021,11249,Louisville Gas & Electric Co,KY,LGEE,"80,959",785,.,.,"81,744",0,0,.,.,0,86.6,13.8,.,.,100.5,0.0,0.0,.,.,0.0,0,0,.,.,0,"1,063",268,.,.,"1,331",0
2021,11251,Loup River Public Power Dist,NE,SWPP,.,.,495,.,495,.,.,.,.,.,.,.,22.9,.,22.9,.,.,13.7,.,13.7,.,.,.,.,.,.,.,80,.,80,.
2021,11273,Lower Valley Energy Inc,ID,BPAT,9,0,0,0,9,.,.,.,.,.,0.0,.,.,.,0.0,0.0,.,.,.,0.0,1,.,.,.,1,.,.,.,.,.,.
2021,11273,Lower Valley Energy Inc,WY,BPAT,476,0,0,0,476,.,.,.,.,.,2.1,.,.,.,2.1,1.1,.,.,.,1.1,57,.,.,.,57,.,.,.,.,.,.
2021,11291,Lumbee River Elec Member Corp,NC,CPLE,"2,544",.,.,.,"2,544",114,.,.,.,114,3.3,.,.,.,3.3,3.3,.,.,.,3.3,"18,640",.,.,.,"18,640","7,547",.,.,.,"7,547",172
2021,11475,City of Madison - (SD),SD,MISO,"2,043",0,0,0,"2,043",95,0,0,0,95,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,177,0,0,0,177,19,0,0,0,19,.
2021,11501,Magic Valley Electric Coop Inc,TX,ERCO,"1,092",.,.,.,"1,092",6,.,.,.,6,2.5,.,.,.,2.5,2.2,.,.,.,2.2,27,.,.,.,27,25,.,.,.,25,.
2021,11560,City of Manassas - (VA),VA,PJM,"1,976",.,.,.,"1,976",8,.,.,.,8,0.7,.,.,.,0.7,0.7,.,.,.,0.7,.,.,.,.,.,26,.,.,.,26,.
2021,11731,City of Marshall - (MN),MN,MISO,"3,860",459,93,0,"4,412",712,"3,851",442,.,"5,005",3.5,4.1,1.3,.,8.9,3.5,4.1,1.3,.,8.9,99,325,107,.,531,36,22,5,.,63,10
2021,11811,Town of Massena - (NY),NY,NYIS,738,1,.,.,739,.,.,.,.,.,2.2,0.3,.,.,2.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,11843,Maui Electric Co Ltd,HI,NA,76,26,0,0,102,1,38,0,0,39,0.0,4.8,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0,174,0,0,174,5,26,0,0,31,.
2021,12199,Montana-Dakota Utilities Co,MT,SWPP,.,2,12,.,14,.,.,.,.,.,.,0.5,21.4,.,21.9,.,.,.,.,.,.,17,752,.,769,.,7,322,.,329,.
2021,12199,Montana-Dakota Utilities Co,ND,MISO,.,21,5,.,26,.,.,.,.,.,.,7.3,10.4,.,17.7,.,.,.,.,.,.,396,561,.,956,.,27,24,.,51,.
2021,12199,Montana-Dakota Utilities Co,WY,WACM,723,.,.,.,723,336,.,.,.,336,15.8,.,.,.,15.8,2.8,.,.,.,2.8,180,.,.,.,180,180,.,.,.,180,.
2021,12208,City of McPherson - (KS),KS,SWPP,.,16,.,.,16,.,.,.,.,.,.,1.0,.,.,1.0,.,1.0,.,.,1.0,.,12,.,.,12,.,1,.,.,1,.
2021,12260,Mecklenburg Electric Cooperative,VA,PJM,.,.,5,.,5,.,.,245,.,245,.,.,5.0,.,5.0,.,.,2.0,.,2.0,.,.,3,.,3,.,.,.,.,.,.
2021,12268,"Medina Electric Coop, Inc",TX,ERCO,.,763,.,.,763,.,.,.,.,.,.,74.4,.,.,74.4,.,29.7,.,.,29.7,.,.,.,.,.,.,206,.,.,206,.
2021,12301,Nodak Electric Coop Inc,ND,MISO,"5,437",.,325,.,"5,762","27,550",.,602,.,"28,152",137.4,.,65.8,.,203.3,51.4,.,45.3,.,96.7,27,.,.,.,27,245,.,.,.,245,.
2021,12341,MidAmerican Energy Co,IA,MISO,"64,847",35,56,.,"64,938",165,92,521,.,778,45.0,40.1,227.0,.,312.1,45.0,40.1,227.0,.,312.1,"1,306","1,057","5,992",.,"8,355","1,730",52,293,.,"2,075",.
2021,12341,MidAmerican Energy Co,IL,MISO,"3,522",2,3,.,"3,527",10,6,36,.,52,2.5,4.7,26.6,.,33.8,2.5,4.7,26.6,.,33.8,72,107,607,.,786,92,5,28,.,125,.
2021,12377,Midwest Energy Cooperative,MI,PJM,"4,433",570,.,.,"5,003",.,.,.,.,.,8.0,20.0,.,.,28.0,6.0,10.0,.,.,16.0,915,6,.,.,920,76,1,.,.,77,.
2021,12395,Menard Electric Coop,IL,MISO,965,27,"1,272",.,"2,264",20,0,281,.,300,0.8,5.0,25.0,.,30.8,0.5,0.0,15.2,.,15.7,50,1,.,.,50,.,.,354,.,354,.
2021,12539,Midwest Electric Member Corp,NE,WACM,0,0,"1,560",0,"1,560",0,0,0,0,0,0.0,0.0,163.1,0.0,163.1,0.0,0.0,17.9,0.0,17.9,0,0,"1,793",0,"1,793",0,0,0,0,0,.
2021,12647,"ALLETE, Inc.",MN,MISO,"7,271",501,6,0,"7,778","2,633",781,10,0,"3,424",22.0,3.0,280.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,"1,864",590,"3,308",0,"5,762",.,.,.,.,.,.
2021,12681,Mississippi County Electric Co,AR,MISO,.,.,778,.,778,.,.,.,.,.,.,.,3.0,.,3.0,.,.,2.0,.,2.0,.,.,282,.,282,.,.,151,.,151,.
2021,12685,Entergy Mississippi LLC,MS,MISO,"1,465",.,.,.,"1,465",655,.,.,.,655,.,.,.,.,.,.,.,.,.,.,253,.,.,.,253,621,.,.,.,621,.
2021,12686,Mississippi Power Co,MS,SOCO,95,6,6,0,107,42,0,0,0,42,0.0,24.2,74.5,0.0,98.7,0.0,0.0,0.0,0.0,0.0,238,474,100,0,812,0,0,0,0,0,.
2021,12698,Evergy Missouri West,MO,SWPP,"27,599",704,.,.,"28,303",945,23,.,.,968,23.5,58.2,.,.,81.6,23.5,58.2,.,.,81.6,301,"1,445",.,.,"1,745","2,184","1,476",.,.,"3,660",0
2021,12745,Modesto Irrigation District,CA,BANC,"10,676",68,2,0,"10,746",0,0,0,.,0,4.5,0.5,8.6,.,13.6,0.0,0.0,0.0,.,0.0,225,15,45,.,286,14,26,26,.,65,.
2021,12894,City of Moorhead - (MN),MN,SWPP,"2,618",46,.,.,"2,664",976,685,.,.,"1,660",11.4,13.1,.,.,24.5,11.4,13.1,.,.,24.5,70,188,.,.,258,.,.,.,.,.,.
2021,13208,City of Naperville - (IL),IL,PJM,.,1,.,.,1,.,3,.,.,3,.,0.3,.,.,0.3,.,0.3,.,.,0.3,.,12,.,.,12,.,.,.,.,.,.
2021,13337,Nebraska Public Power District,NE,SWPP,24,384,18,0,426,0,0,0,0,0,0.0,9.0,85.0,0.0,94.0,0.0,5.0,0.0,0.0,5.0,0,564,0,0,564,0,47,0,0,47,.
2021,13407,Nevada Power Co,NV,NEVP,"67,611","1,907",0,0,"69,518","20,514","4,684",0,0,"25,198",147.8,17.4,0.0,0.0,165.2,139.3,15.2,0.0,0.0,154.5,"1,119",0,0,0,"1,119","7,684",721,0,0,"8,406",.
2021,13441,New Hampshire Elec Coop Inc,NH,ISNE,"4,258",.,.,.,"4,258",3,.,.,.,3,2.6,.,.,.,2.6,2.6,.,.,.,2.6,297,.,.,.,297,198,.,.,.,198,.
2021,13478,"Entergy New Orleans, LLC",LA,MISO,"3,448",74,.,.,"3,522",.,4,.,.,4,2.1,1.1,.,.,3.2,2.1,0.5,.,.,2.6,182,29,.,.,211,404,566,.,.,969,.
2021,13485,New Smyrna Beach City of,FL,,"2,768",.,.,.,"2,768",0,.,.,.,0,6.0,.,.,.,6.0,0.0,.,.,.,0.0,150,.,.,.,150,.,.,.,.,.,.
2021,13511,New York State Elec & Gas Corp,NY,NYIS,"10,583",80,33,.,"10,696",225,123,811,.,"1,159",9.4,8.4,57.4,.,75.2,9.2,7.0,39.5,.,55.7,259,220,"2,121",.,"2,600",490,11,51,.,552,.
2021,13519,City of Newark - (DE),DE,PJM,0,1,1,0,2,0,0,0,0,1,0.0,0.4,0.2,0.0,0.7,0.0,0.4,0.2,0.0,0.6,0,21,4,.,25,0,0,0,0,0,.
2021,13524,"Newberry Electric Coop, Inc",SC,SC,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,13573,Niagara Mohawk Power Corp.,NY,NYIS,"13,810",200,79,.,"14,089",448,"2,441","12,877",.,"15,765",14.9,43.1,177.9,.,236.0,11.9,38.5,160.7,.,211.0,240,565,"2,983",.,"3,788",520,73,303,.,897,.
2021,13630,North Carolina Mun Power Agny #1,NC,DUK,"147,000",68,19,.,"147,087",82,"4,035","4,126",.,"8,243",1.0,72.0,74.0,.,147.0,1.0,55.0,61.0,.,117.0,.,.,.,.,.,.,.,.,.,.,.
2021,13640,Northern Virginia Elec Coop,VA,PJM,"35,095",2,5,0,"35,102",0,96,16,0,112,7.7,10.6,9.2,0.0,27.5,7.7,8.1,6.7,0.0,22.5,0,0,496,0,496,82,0,0,0,82,.
2021,13664,Norris Public Power District,NE,SWPP,0,2,"1,585",0,"1,587",0,0,0,0,0,0.0,0.5,73.0,0.0,73.5,0.0,0.3,42.0,0.0,42.3,0,0,0,0,0,0,11,212,0,223,.
2021,13676,"North Arkansas Elec Coop, Inc",AR,MISO,"8,457",.,.,.,"8,457",0,.,.,.,0,4.5,.,.,.,4.5,4.5,.,.,.,4.5,195,.,.,.,195,.,.,.,.,.,.
2021,13683,North Carolina El Member Corp,NC,CPLE,"8,814",.,1,.,"8,815",.,.,.,.,.,21.3,.,1.0,.,22.3,.,.,.,.,.,101,.,.,.,101,"4,496",.,.,.,"4,496",880
2021,13687,North Carolina Eastern M P A,NC,CPLE,"133,084",261,168,.,"133,513",.,.,.,.,.,55.0,80.0,232.0,.,367.0,48.0,60.8,174.0,.,282.8,"3,112",769,355,.,"4,236","1,134",86,118,.,"1,338",.
2021,13762,"Northern Neck Elec Coop, Inc",VA,PJM,"4,558",.,.,.,"4,558",102,.,.,.,102,2.8,.,.,.,2.8,2.8,.,.,.,2.8,10,.,.,.,10,.,.,.,.,.,.
2021,13780,Northern States Power Co,MI,MISO,.,5,.,.,5,.,1,.,.,1,.,1.0,.,.,1.0,.,0.0,.,.,0.0,.,76,.,.,76,.,0,.,.,0,.
2021,13780,Northern States Power Co,WI,MISO,"19,373","1,064",271,.,"20,708",18,111,0,.,129,10.7,5.7,57.9,.,74.3,0.0,0.0,51.5,.,51.5,466,510,0,.,976,414,17,11,.,442,.
2021,13781,Northern States Power Co - Minnesota,MN,MISO,"405,836","18,720",102,.,"424,658",386,106,0,.,493,299.7,361.5,14.9,.,676.1,0.0,255.7,13.3,.,268.9,"30,623","5,245",0,.,"35,869","6,553","2,086",2,.,"8,641",.
2021,13781,Northern States Power Co - Minnesota,ND,MISO,"12,856",616,125,.,"13,597",11,3,0,.,14,8.3,1.8,45.7,.,55.7,0.0,0.0,40.6,.,40.6,804,150,0,.,953,83,9,2,.,93,.
2021,13781,Northern States Power Co - Minnesota,SD,MISO,"21,142",611,102,.,"21,855",19,3,0,.,22,14.0,2.6,14.9,.,31.5,0.0,0.0,13.3,.,13.3,"1,621",203,0,.,"1,824",151,33,2,.,186,.
2021,13798,Northwest Iowa Power Coop,IA,SWPP,"16,295","1,450",.,.,"17,745","2,924",789,.,.,"3,713",47.5,7.5,.,.,55.0,10.5,6.5,.,.,17.0,"3,701",329,.,.,"4,030","3,177",283,.,.,"3,460",.
2021,13815,Northwestern Wisconsin Elec Co,WI,MISO,.,.,1,.,1,.,.,.,.,.,.,.,1.0,.,1.0,.,.,1.0,.,1.0,.,.,30,.,30,.,.,.,.,.,.
2021,13839,City of Norwood - (MA),MA,ISNE,557,.,.,.,557,0,.,.,.,0,2.5,.,.,.,2.5,0.4,.,.,.,0.4,42,.,.,.,42,25,.,.,.,25,.
2021,13936,Oakdale Electric Coop,WI,MISO,"5,310",123,1,0,"5,434",0,0,0,0,0,2.3,50.9,5.6,0.0,58.8,0.3,6.9,0.8,0.0,7.9,398,9,39,0,446,106,2,10,0,118,.
2021,13998,Ohio Edison Co,OH,PJM,0,0,16,0,16,0,0,0,0,0,0.0,0.0,216.4,0.0,216.4,0.0,0.0,216.4,0.0,216.4,0,0,"9,226",0,"9,226",0,0,0,0,0,.
2021,14063,Oklahoma Gas & Electric Co,AR,SWPP,.,14,.,.,14,.,.,.,.,.,.,60.1,.,.,60.1,.,.,.,.,.,.,"3,569",.,.,"3,569",.,.,.,.,.,.
2021,14063,Oklahoma Gas & Electric Co,OK,SWPP,"93,476","15,610",.,.,"109,086","2,698","9,077",.,.,"11,775",94.8,100.3,.,.,195.1,94.8,7.6,.,.,102.4,0,"5,122",.,.,"5,122",483,80,.,.,563,.
2021,14127,Omaha Public Power District,NE,SWPP,"52,779",21,1,0,"52,801","4,164",0,0,0,"4,164",77.3,32.0,12.0,0.0,121.3,76.1,32.0,12.0,0.0,120.1,"1,485","1,147",576,0,"3,208",513,0,0,0,513,0
2021,14154,Orange & Rockland Utils Inc,NY,NYIS,"4,120",90,22,0,"4,232",65,105,133,0,303,4.1,9.9,14.3,0.0,28.2,3.9,9.5,6.9,0.0,20.3,169,247,252,0,668,238,33,33,0,304,.
2021,14175,"Tri-County Electric Coop, Inc (SC)",SC,SC,"17,326",.,242,.,"17,568","1,013",.,320,.,"1,333",3.0,.,0.0,.,3.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,14232,Otter Tail Power Co,MN,MISO,"18,547","1,611",.,.,"20,158",.,.,.,.,.,17.0,35.0,.,.,52.0,17.0,35.0,.,.,52.0,18,16,.,.,34,41,39,.,.,80,.
2021,14232,Otter Tail Power Co,ND,MISO,"15,912","2,053",.,.,"17,965",.,.,.,.,.,16.0,16.0,.,.,32.0,16.0,16.0,.,.,32.0,222,276,.,.,498,170,168,.,.,338,.
2021,14232,Otter Tail Power Co,SD,MISO,"3,713",323,.,.,"4,036",.,.,.,.,.,4.0,8.0,.,.,12.0,4.0,8.0,.,.,12.0,4,15,.,.,18,5,18,.,.,23,.
2021,14246,City of Owatonna - (MN),MN,MISO,"6,676",253,10,0,"6,939",90,11,53,0,154,2.0,0.2,4.0,0.0,6.2,1.9,0.1,3.2,0.0,5.3,137,17,104,0,259,0,0,0,0,0,.
2021,14328,Pacific Gas & Electric Co.,CA,CISO,"86,624",615,157,0,"87,396",308,77,373,0,758,26.0,21.0,181.0,0.0,228.0,26.0,18.0,154.0,0.0,198.0,1,"1,226","18,386",0,"19,613",0,0,0,0,0,0
2021,14354,PacifiCorp,ID,PACE,.,.,163,.,163,.,.,.,.,.,.,.,193.0,.,193.0,.,.,142.5,.,142.5,.,.,.,.,.,.,.,"3,805",.,"3,805",0
2021,14354,PacifiCorp,OR,PACW,.,.,5,.,5,.,.,.,.,.,.,.,0.5,.,0.5,.,.,0.4,.,0.4,.,.,.,.,.,.,.,146,.,146,0
2021,14354,PacifiCorp,UT,PACE,"93,942",.,31,.,"93,973",.,.,.,.,.,260.0,.,14.0,.,274.0,253.4,.,13.3,.,266.7,"3,265",.,0,.,"3,265","2,370",.,56,.,"2,425",0
2021,14398,Palmetto Electric Coop Inc,SC,SC,"39,400",60,6,.,"39,466",182,0,0,.,182,35.5,9.0,3.2,.,47.8,24.9,7.1,2.5,.,34.5,41,0,0,0,41,866,20,2,0,887,250
2021,14468,People's Cooperative Services,MN,MISO,"2,842",60,3,0,"2,905",0,0,0,0,0,2.6,3.8,0.5,0.0,6.8,2.2,3.2,0.4,0.0,5.7,384,8,27,0,419,147,3,10,0,160,0
2021,14715,PPL Electric Utilities Corp,PA,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,26,490,0,516,.
2021,14717,Pee Dee Electric Member Corp,NC,CPLE,.,103,.,.,103,.,.,.,.,.,.,6.0,.,.,6.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,15023,Piedmont Electric Member Corp,NC,DUK,"7,107",142,.,.,"7,249",.,.,.,.,.,5.5,0.3,.,.,5.8,5.5,0.3,.,.,5.8,128,2,.,.,130,159,3,.,.,162,.
2021,15248,Portland General Electric Co,OR,PGE,"156,680",805,.,.,"157,485",.,.,.,.,.,72.9,62.1,.,.,135.0,29.8,16.9,.,.,46.7,"2,061","1,224",.,.,"3,285","2,407","4,698",.,.,"7,105",.
2021,15270,Potomac Electric Power Co,DC,PJM,"25,530",.,.,.,"25,530",107,.,.,.,107,20.9,.,.,.,20.9,20.9,.,.,.,20.9,920,.,.,.,920,916,.,.,.,916,.
2021,15270,Potomac Electric Power Co,MD,PJM,"473,273","5,943",.,.,"479,216","3,448",73,.,.,"3,521",337.2,11.4,.,.,348.6,337.2,11.4,.,.,348.6,"13,151",468,.,.,"13,619","7,548",383,.,.,"7,931",.
2021,15344,Polk-Burnett Electric Coop,WI,MISO,"7,305",96,0,0,"7,401",0,0,0,0,0,35.8,0.8,0.0,0.0,36.6,8.3,0.2,0.0,0.0,8.4,0,0,0,0,0,30,0,0,0,30,74
2021,15466,Public Service Co of Colorado,CO,PSCO,"212,033",467,69,.,"212,569","2,206",188,0,.,"2,394",244.7,56.4,179.7,.,480.7,1.0,26.0,179.7,.,206.6,"9,017",314,"24,944",.,"34,275","4,669",644,537,.,"5,851",.
2021,15470,"Duke Energy Indiana, LLC",IN,MISO,"63,838","2,098",75,0,"66,011",0,0,0,0,0,69.0,39.0,453.0,0.0,561.0,0.0,1.0,17.0,0.0,18.0,840,211,0,0,"1,051","1,916",940,0,0,"2,856",.
2021,15472,Public Service Co of NH,NH,ISNE,"1,422",37,.,.,"1,459",2,.,.,.,2,.,.,.,.,.,0.8,7.6,.,.,8.4,44,46,.,.,90,342,127,.,.,469,.
2021,15473,Public Service Co of NM,NM,PNM,"47,333","4,101","4,269",0,"55,703",106,45,46,0,197,34.3,9.2,42.2,0.0,85.6,30.8,3.3,17.5,0.0,51.6,27,2,2,0,31,"3,929","1,577","1,641",0,"7,147",.
2021,15474,Public Service Co of Oklahoma,OK,SWPP,"23,891","1,834",0,0,"25,725","1,442","1,361",0,0,"2,803",16.1,45.6,0.0,0.0,61.7,10.0,27.6,0.0,0.0,37.6,204,"2,439",0,0,"2,643","1,399",375,0,0,"1,774",0
2021,15671,Randolph Electric Member Corp,NC,CPLE,.,240,.,.,240,.,.,.,.,.,.,17.7,.,.,17.7,.,8.9,.,.,8.9,.,462,.,.,462,.,.,.,.,.,.
2021,15700,Rayle Electric Membership Corp,GA,SOCO,.,.,2,.,2,.,.,0,.,0,.,.,3.0,.,3.0,.,.,1.3,.,1.3,.,.,.,.,.,.,.,.,.,.,.
2021,15748,Town of Reading - (MA),MA,ISNE,.,14,.,.,14,.,.,.,.,.,.,3.4,.,.,3.4,.,0.3,.,.,0.3,.,8,.,.,8,.,25,.,.,25,.
2021,16060,Riverland Energy Cooperative,WI,MISO,"6,106",173,0,0,"6,279",0,0,0,0,0,6.4,4.1,0.0,0.0,10.5,2.9,1.8,0.0,0.0,4.7,"1,129",32,0,0,"1,161",45,1,0,0,46,.
2021,16101,Roanoke Electric Member Corp,NC,PJM,"2,588",.,.,.,"2,588",0,.,.,.,0,1.0,.,.,.,1.0,0.0,.,.,.,0.0,232,.,.,.,232,30,.,.,.,30,22
2021,16181,Rochester Public Utilities,MN,MISO,"8,213",113,1,.,"8,327",46,153,18,.,217,2.7,3.6,1.8,.,8.1,.,.,.,.,.,135,149,511,.,795,33,74,25,.,132,.
2021,16183,Rochester Gas & Electric Corp,NY,NYIS,"9,216",41,2,.,"9,259",270,128,0,.,398,10.0,3.7,0.1,.,13.8,10.0,3.7,0.1,.,13.8,244,121,2,.,367,466,28,0,.,494,.
2021,16195,City of Rock Hill - (SC),SC,DUK,"2,578",196,.,.,"2,774",.,.,.,.,.,1.6,0.1,.,.,1.8,1.6,0.1,.,.,1.8,1,0,.,.,1,52,4,.,.,55,0
2021,16295,City of Roseville - (CA),CA,BANC,"3,581",.,.,.,"3,581",0,.,.,.,0,2.1,.,.,.,2.1,0.0,.,.,.,0.0,36,.,.,.,36,10,.,.,.,10,.
2021,16496,Rutherford Elec Member Corp,NC,DUK,"7,449",.,.,.,"7,449",0,.,.,.,0,3.0,.,.,.,3.0,0.0,.,.,.,0.0,159,.,.,.,159,.,.,.,.,.,.
2021,16534,Sacramento Municipal Util Dist,CA,BANC,"84,176",31,1,.,"84,208",0,172,0,.,172,59.1,9.5,6.5,.,75.1,0.0,9.3,0.0,.,9.3,432,202,252,.,886,164,475,0,.,639,0
2021,16572,Salt River Project,AZ,SRP,"37,670",473,3,.,"38,146",972,613,.,.,"1,586",67.2,45.0,78.0,.,190.2,60.8,41.8,0.0,.,102.6,"1,261","1,483",.,.,"2,744","1,630","1,392",.,.,"3,022",.
2021,16604,City of San Antonio - (TX),TX,ERCO,"492,691",722,.,.,"493,413","46,759","4,234",.,.,"50,993",102.0,84.0,.,.,186.0,102.0,84.0,.,.,186.0,"6,041","4,885",.,.,"10,926",418,362,.,.,780,.
2021,16606,"Santee Electric Coop, Inc",SC,SC,33,.,.,.,33,0,.,.,.,0,0.2,.,.,.,0.2,0.2,.,.,.,0.2,7,.,.,.,7,6,.,.,.,6,32
2021,16609,San Diego Gas & Electric Co,CA,CISO,"81,214","60,246",498,.,"141,958",89,36,4,.,129,15.3,2.9,3.5,.,21.6,14.4,2.9,0.2,.,17.5,619,873,251,.,"1,743","2,894","6,439","1,917",.,"11,250",.
2021,16627,San Patricio Electric Coop Inc,TX,ERCO,.,.,20,.,20,.,.,0,.,0,.,.,20.6,.,20.6,.,.,4.0,.,4.0,.,.,603,.,603,.,.,.,.,.,.
2021,16674,Satilla Rural Elec Member Corporation,GA,SOCO,0,917,35,0,952,0,9,7,0,15,0.0,9.0,19.5,0.0,28.5,0.0,4.7,12.5,0.0,17.2,0,0,0,0,0,0,40,40,0,80,.
2021,16740,Scenic Rivers Energy Coop,WI,MISO,"5,739",536,9,0,"6,284",0,0,0,0,0,5.6,0.4,1.0,0.0,7.0,3.8,0.3,0.7,.,4.7,270,25,42,0,337,164,15,26,.,205,.
2021,16805,SEMO Electric Cooperative,MO,AECI,.,358,.,.,358,.,545,.,.,545,.,2.8,.,.,2.8,.,0.8,.,.,0.8,.,.,.,.,.,.,26,.,.,26,.
2021,16865,Sawnee Electric Membership Corporation,GA,SOCO,"60,816",697,0,0,"61,513",112,566,0,0,677,146.8,9.1,0.0,0.0,155.9,51.4,3.2,0.0,0.0,54.6,"1,921",127,.,.,"2,048","1,097",0,.,.,"1,097",.
2021,16971,Shakopee Public Utilities Comm,MN,MISO,"1,193",.,.,.,"1,193",.,.,.,.,.,2.0,.,.,.,2.0,0.7,.,.,.,0.7,22,.,.,.,22,27,.,.,.,27,.
2021,17040,"Shelby Electric Coop, Inc",IL,MISO,"1,092",43,.,.,"1,135",.,.,.,.,.,6.3,7.2,.,.,13.5,.,.,.,.,.,.,.,.,.,.,0,0,.,.,0,.
2021,17066,Shenandoah Valley Elec Coop,VA,PJM,"16,488",.,.,.,"16,488",222,.,.,.,222,65.4,.,.,.,65.4,35.9,.,.,.,35.9,.,.,.,.,.,602,.,.,.,602,0
2021,17166,Sierra Pacific Power Co,NV,NEVP,"10,415",373,0,0,"10,788","2,203",547,0,0,"2,750",19.4,3.7,0.0,0.0,23.1,16.3,3.2,0.0,0.0,19.5,68,0,0,0,68,"1,609",273,0,0,"1,882",.
2021,17267,Sioux Valley SW Elec Coop,MN,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39
2021,17267,Sioux Valley SW Elec Coop,SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335
2021,17470,PUD 1 of Snohomish County,WA,BPAT,266,.,.,.,266,0,.,.,.,0,0.2,.,.,.,0.2,0.2,.,.,.,0.2,13,.,.,.,13,110,.,.,.,110,.
2021,17539,"Dominion Energy South Carolina, Inc",SC,SCEG,0,12,24,0,36,0,0,0,0,0,0.0,34.0,134.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0,301,"5,941",0,"6,242",0,0,0,0,0,.
2021,17543,South Carolina Public Service Authority,SC,SC,0,0,20,0,20,0,0,200,0,200,0.0,0.0,608.1,0.0,608.1,0.0,0.0,0.0,0.0,0.0,0,0,"106,200",0,"106,200",0,0,0,0,0,0
2021,17572,South River Elec Member Corp,NC,CPLE,"1,753",.,.,.,"1,753",3,.,.,.,3,65.6,.,.,.,65.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,17599,Southeastern Indiana R E M C,IN,MISO,"2,360",.,.,.,"2,360",0,.,.,.,0,1.4,.,.,.,1.4,0.1,.,.,.,0.1,51,.,.,.,51,36,.,.,.,36,87
2021,17609,Southern California Edison Co,CA,CISO,"222,469","7,961","1,510",.,"231,940",0,0,0,.,0,215.0,503.0,41.0,.,759.0,173.0,396.0,30.0,.,599.0,"28,257","66,697","6,217",.,"101,171","6,816",627,360,.,"7,803",.
2021,17633,Southern Indiana Gas & Elec Co,IN,MISO,"29,628",464,1,0,"30,093","3,760",0,0,0,"3,760",45.9,1.1,37.3,0.0,84.3,9.4,0.0,0.0,0.0,9.4,724,40,8,0,772,560,27,13,0,600,.
2021,17637,Southern Maryland Elec Coop Inc,MD,PJM,"38,432",94,.,.,"38,526",0,0,.,.,0,38.0,14.0,.,.,52.0,38.0,14.0,.,.,52.0,"1,709",177,.,.,"1,886","2,725",910,.,.,"3,635",.
2021,17684,Southwest Louisiana E M C,LA,MISO,.,5,.,.,5,.,12,.,.,12,.,0.3,.,.,0.3,.,0.3,.,.,0.3,.,3,.,.,3,.,.,.,.,.,.
2021,17692,Southwest Public Power Dist,NE,SWPP,.,.,"1,152",.,"1,152",.,.,.,.,.,.,.,27.1,.,27.1,.,.,18.1,.,18.1,.,.,.,.,.,.,.,54,.,54,.
