,fips_code,county,state,customers_out,run_start_time
430,17005,Bond,Illinois,1.0,2014-11-30 20:45:00
431,17005,Bond,Illinois,1.0,2014-11-30 21:00:00
432,17005,Bond,Illinois,1.0,2014-11-12 16:15:00
433,17005,Bond,Illinois,1.0,2014-11-30 21:15:00
434,17005,Bond,Illinois,1.0,2014-11-12 16:00:00
435,17005,Bond,Illinois,2.0,2014-12-05 22:00:00
436,17005,Bond,Illinois,2.0,2014-12-05 22:15:00
437,17005,Bond,Illinois,4.0,2014-12-05 22:30:00
438,17005,Bond,Illinois,4.0,2014-12-05 22:45:00
439,17005,Bond,Illinois,4.0,2014-12-05 23:15:00
440,17005,Bond,Illinois,1.0,2014-11-28 03:15:00
441,17005,Bond,Illinois,4.0,2014-12-05 23:45:00
442,17005,Bond,Illinois,1.0,2014-11-28 03:00:00
443,17005,Bond,Illinois,1.0,2014-11-10 13:30:00
444,17005,Bond,Illinois,1.0,2014-11-27 12:30:00
