Utility Characteristics,,,,,Number of,,,,,Types of Program,,,,,,,,,,,,,,,,,,,
,,,,,Customers Enrolled,,,,,Time of Use Pricing,,,,Real Time Pricing,,,,Variable Peak Pricing,,,,Critical Peak Pricing,,,,Critical Peak Rebate,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation,Residential,Commercial,Industrial,Transportation
2018,17694,Southwest Tennessee E M C,TN,TVA,0,7,1,0,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,17698,Southwestern Electric Power Co,AR,SWPP,"102,420","17,952",591,0,"120,963",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,17698,Southwestern Electric Power Co,LA,SWPP,"204,448","1,612",59,0,"206,119",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,17698,Southwestern Electric Power Co,TX,SWPP,"151,303","3,373",181,0,"154,857",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,17718,Southwestern Public Service Co,NM,SWPP,6,1,0,0,7,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,17718,Southwestern Public Service Co,TX,SWPP,42,43,1,.,86,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,17826,"Springer Electric Coop, Inc",NM,PNM,45,5,.,.,50,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,17829,City of Springfield - (TN),TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,17891,City of St Marys - (OH),OH,PJM,"3,688",505,13,0,"4,206",N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
2018,17896,City of Shasta Lake - (CA),CA,BANC,.,.,1,.,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18006,City of Starkville,MS,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18022,City of Statesville - (NC),NC,DUK,.,25,19,.,44,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2018,18047,Steele-Waseca Cooperative Electric,MN,MISO,.,12,1,.,13,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18087,Town of Sterling - (MA),MA,ISNE,76,0,0,0,76,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18102,"Steuben Rural Elec Coop, Inc",NY,NYIS,47,.,.,.,47,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18181,City of Stoughton - (WI),WI,MISO,17,26,3,0,46,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18249,City of Sturgeon Bay - (WI),WI,MISO,7,37,1,0,45,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18252,City of Sturgis,MI,PJM,.,.,15,.,15,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18280,Sulphur Springs Valley E C Inc,AZ,WALC,9,41,1,0,51,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18304,"Sumter Electric Coop, Inc",FL,SEC,.,15,.,.,15,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2018,18305,Sumter Electric Member Corp,GA,SOCO,.,793,12,.,805,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18312,Sun Prairie Utilities,WI,MISO,11,49,6,0,66,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18316,"Sumner-Cowley Elec Coop, Inc",KS,SWPP,.,.,2,.,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2018,18336,Superior Water and Light Co,WI,MISO,17,.,24,.,41,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18339,Surry-Yadkin Elec Member Corp,NC,DUK,"1,047",.,.,.,"1,047",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18360,Suwannee Valley Elec Coop Inc,FL,SEC,.,273,2,.,275,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18383,Taylor Electric Coop - (WI),WI,MISO,144,29,.,.,173,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18384,City of Sweetwater,TN,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18445,City of Tallahassee - (FL),FL,TAL,"1,748",.,.,.,"1,748",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18447,Tallahatchie Valley E P A,MS,TVA,0,3,1,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18454,Tampa Electric Co,FL,TEC,"4,886","3,907",29,.,"8,822",N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2018,18472,City of Tarrant,AL,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18498,Taylor County Rural E C C,KY,PJM,431,7,.,.,438,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
2018,18642,Tennessee Valley Authority,AL,TVA,0,1,8,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18642,Tennessee Valley Authority,KY,TVA,0,1,9,0,10,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18642,Tennessee Valley Authority,MS,TVA,0,2,6,0,8,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18642,Tennessee Valley Authority,TN,TVA,0,4,17,0,21,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18895,Thumb Electric Coop of Mich,MI,MISO,9,1,.,.,10,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18917,Tillamook Peoples Utility Dist,OR,BPAT,0,0,6,0,6,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18940,Tipmont Rural Elec Member Corp,IN,MISO,73,0,1,0,74,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18943,Tippah Electric Power Assn,MS,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,18951,Tishomingo County E P A,MS,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19007,Tombigbee Electric Power Assn,MS,TVA,0,0,4,0,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19119,"TransCanada Power Marketing, Ltd.",CT,ISNE,0,0,4,0,4,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19119,"TransCanada Power Marketing, Ltd.",MA,ISNE,0,0,10,0,10,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19119,"TransCanada Power Marketing, Ltd.",NH,ISNE,0,0,1,0,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19119,"TransCanada Power Marketing, Ltd.",NY,NYIS,0,0,1,0,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19156,Powder River Energy Corp,WY,WACM,131,.,.,.,131,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19157,MiEnergy Cooperative,IA,MISO,.,13,4,.,17,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19157,MiEnergy Cooperative,MN,MISO,.,9,1,.,10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19160,"Tri-County Electric Coop, Inc",OK,SWPP,.,.,17,.,17,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19162,Tri-County Elec Member Corp,KY,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19162,Tri-County Elec Member Corp,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19189,Trico Electric Cooperative Inc,AZ,WALC,"2,090",33,10,.,"2,133",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19266,Tullahoma Board-Public Utils,TN,TVA,"8,847","1,922",0,0,"10,769",Y,X,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19273,City of Tupelo - (MS),MS,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19281,Turlock Irrigation District,CA,TIDC,522,21,478,.,"1,021",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19324,Two Rivers Water & Light,WI,MISO,5,29,1,0,35,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19325,Umatilla Electric Coop Assn,OR,BPAT,.,135,"1,461",.,"1,596",N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19327,"TXU Energy Retail Co, LLC",TX,ERCO,"135,982",540,"3,403",0,"139,925",Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
2018,19390,"UGI Utilities, Inc",PA,PJM,6,151,51,.,208,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19396,Tri-County Electric Coop,MI,MISO,3,7,165,.,175,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19430,City of Union City,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19436,Union Electric Co - (MO),MO,MISO,116,"6,996",13,.,"7,125",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19446,Duke Energy Kentucky,KY,PJM,.,282,96,.,378,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N
2018,19490,United Electric Coop Service Inc - (TX),TX,ERCO,0,20,13,0,33,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2018,19497,United Illuminating Co,CT,ISNE,"72,183","8,646",497,1,"81,327",Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19499,"United Power, Inc",CO,WACM,"1,824",464,13,0,"2,301",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2018,19547,Hawaiian Electric Co Inc,HI,HECO,"1,826",47,2,0,"1,875",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19574,Upper Cumberland E M C,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19578,Upper Peninsula Power Company,MI,MISO,0,0,1,0,1,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
2018,19667,Utilities Dist-Western IN REMC,IN,MISO,3,0,0,0,3,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19728,"UNS Electric, Inc",AZ,TEPC,"6,556",420,2,0,"6,978",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19785,Verdigris Valley Elec Coop Inc,OK,AECI,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19791,"Vermont Electric Cooperative, Inc",VT,ISNE,13,24,4,0,41,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19798,City of Vernon,CA,CISO,.,85,110,.,195,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19806,"Victoria Electric Coop, Inc",TX,ERCO,.,.,17,.,17,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
2018,19820,Victory Electric Coop Assn Inc,KS,SWPP,.,5,.,.,5,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19876,Virginia Electric & Power Co,NC,PJM,387,797,36,0,"1,220",Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N
2018,19876,Virginia Electric & Power Co,VA,PJM,"8,666","7,768",255,0,"16,689",Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N
2018,19898,Volunteer Electric Coop,TN,TVA,0,1,8,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19951,City of Wadsworth - (OH),OH,PJM,450,30,.,.,480,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,19981,Wake Electric Membership Corp,NC,CPLE,412,35,2,.,449,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2018,20130,Warren Rural Elec Coop Corp,KY,TVA,0,0,17,0,17,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20176,City of Water Valley - (MS),MS,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20182,Waterloo Light & Water Comm,WI,MISO,1,11,0,0,12,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20211,Village of Waunakee - (WI),WI,MISO,7,18,2,0,27,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20213,Waupun Utilities,WI,MISO,112,51,2,0,165,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20214,Waverly Municipal Elec Utility,IA,MISO,0,1,4,0,5,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20216,Whitewater Valley Rural EMC,IN,MISO,49,.,5,.,54,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20222,Wayne-White Counties Elec Coop,IL,MISO,4,.,.,.,4,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20228,Weakley County Mun Elec Sys,TN,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20310,Town of Wellesley - (MA),MA,ISNE,.,.,4,.,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20377,West Kentucky Rural E C C,KY,TVA,0,4,2,0,6,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20387,West Penn Power Company,PA,PJM,0,15,87,0,102,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N
2018,20401,West River Electric Assn Inc,SD,SWPP,25,5,0,.,30,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20422,Whetstone Valley Elec Coop Inc,SD,SWPP,"1,643",30,.,.,"1,673",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
2018,20434,City of Westby,WI,MISO,0,7,0,0,7,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20509,Wheat Belt Public Power Dist,NE,WACM,0,1,9,.,10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20510,"Wheatland Electric Coop, Inc",KS,SWPP,0,366,"1,210",.,"1,576",N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20521,Wheeling Power Co,WV,PJM,"2,360",19,2,0,"2,381",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20583,Whitehall Electric Utility,WI,MISO,1,10,1,0,12,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20847,Wisconsin Electric Power Co,WI,MISO,"18,017","24,694",652,0,"43,363",Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20856,Wisconsin Power & Light Co,WI,MISO,"3,638","6,651","1,071",.,"11,360",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20860,Wisconsin Public Service Corp,WI,MISO,"12,181","8,054",186,.,"20,421",Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2018,20862,Wisconsin Rapids W W & L Comm,WI,MISO,99,155,5,.,259,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,20996,Wright-Hennepin Coop Elec Assn,MN,MISO,6,.,.,.,6,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,21244,"Southside Electric Coop, Inc",VA,PJM,.,.,10,.,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
2018,21526,City of Laurens - (SC),SC,DUK,.,21,.,.,21,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,21538,"Mohave Electric Cooperative, I",AZ,WALC,.,7,8,.,15,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,21567,"Washington-St Tammany E C, Inc",LA,MISO,.,1,.,.,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,22053,Kentucky Power Co,KY,PJM,252,582,11,.,845,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,22500,Westar Energy Inc,KS,SWPP,7,85,18,.,110,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2018,22815,Delta Electric Power Assn,MS,MISO,.,.,61,.,61,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,22822,Clark County Rural E M C - (IN),IN,MISO,353,.,.,.,353,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,23326,"Sierra Electric Coop, Inc",NM,PNM,291,122,.,.,413,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,23826,Bluestem Electric Coop Inc,KS,SWPP,24,12,.,.,36,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,24211,Tucson Electric Power Co,AZ,TEPC,"15,336","2,062",19,.,"17,417",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,24949,Cass County Elec Coop Inc,ND,MISO,2,356,447,.,805,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N
2018,25177,Dakota Electric Association,MN,MISO,18,6,.,.,24,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,25295,Western Indiana Energy REMC,IN,MISO,.,382,.,.,382,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,26510,Liberty Utilities (Granite State Electri,NH,ISNE,434,.,143,.,577,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,26765,Pella Cooperative Elec Assn,IA,MISO,.,.,3,.,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,26939,Red River Valley Coop Pwr Assn,MN,MISO,.,28,.,.,28,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2018,27058,"High West Energy, Inc",CO,WACM,2,0,0,.,2,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,27058,"High West Energy, Inc",NE,WACM,35,3,2,.,40,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,27058,"High West Energy, Inc",WY,WACM,47,1,2,.,50,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,27222,City of Ripley - (TN),TN,TVA,0,1,3,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,30517,"Pioneer Electric Coop, Inc - (AL)",AL,AEC,.,3,.,.,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,30518,Electrical Dist No3 Pinal County,AZ,AZPS,"2,154",.,.,.,"2,154",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,40036,Westfield Electric Company,WI,MISO,2,1,.,.,3,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,40166,"Chickasaw Electric Coop, Inc",TN,TVA,0,53,2,0,55,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,40208,"Ark Valley Elec Coop Assn, Inc",KS,SWPP,.,194,.,.,194,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2018,40228,Rappahannock Electric Coop,VA,PJM,63,.,.,.,63,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,40236,"Forked Deer Electric Coop, Inc",TN,TVA,0,2,0,0,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,40302,North East Mississippi EPA,MS,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,40441,Town of Murphy - (NC),NC,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,49922,U.S. Energy Partners LLC,NY,NYIS,0,54,0,0,54,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,54913,NSTAR Electric Company,MA,ISNE,0,"6,573",426,.,"6,999",N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,55787,City of Moreno Valley - (CA),CA,CISO,.,34,2,.,36,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,55962,City of Victorville - (CA),CA,CISO,.,.,52,.,52,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,55982,Heart of Texas Electric Coop,TX,ERCO,.,3,.,.,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,56379,"MC Squared Energy Services, LLC",IL,PJM,0,738,14,0,752,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,56692,Marin Clean Energy,CA,CISO,"42,517","34,505",0,0,"77,022",Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,56697,Ameren Illinois Company,IL,MISO,"85,386","1,604",57,0,"87,047",N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N
2018,56775,Entrust Energy,TX,ERCO,.,"3,600",.,.,"3,600",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,57459,"Wolverine Alternative Investments, LLC",TX,ERCO,.,1,.,.,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,57483,Liberty Utilities,CA,CISO,26,66,.,.,92,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,58124,City of Winter Park - (FL),FL,FPC,.,24,.,.,24,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,58248,"EnergyMark, LLC",NY,NYIS,"1,203","1,479",57,0,"2,739",Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,58263,V247 Power Corporation,TX,ERCO,329,.,.,.,329,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,58851,City of Cerritos - (CA),CA,CISO,0,206,8,0,214,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,59082,"Family Energy, Inc. New York",NY,NYIS,"7,579",144,.,.,"7,723",N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
2018,59083,SFE Energy Pennsylvania,PA,PJM,0,135,.,.,135,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
2018,59084,"SFE Energy Maryland, Inc",MD,PJM,"2,483",29,.,.,"2,512",N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
2018,59085,"SFE Energy New Jersey, Inc.",NJ,PJM,.,78,.,.,78,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
2018,59385,"Dynegy Energy Services, LLC",IL,PJM,.,.,9,1,10,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,59505,Heartland REMC,IN,PJM,.,.,2,.,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,59734,"SFE Energy Massachusetts, Inc.",MA,ISNE,"3,328",44,.,.,"3,372",N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
2018,59808,MP2 Energy LLC,IL,PJM,0,36,24,0,60,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,59808,MP2 Energy LLC,NJ,PJM,0,23,0,0,23,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,59808,MP2 Energy LLC,OH,PJM,0,220,26,0,246,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,59808,MP2 Energy LLC,PA,PJM,0,40,3,0,43,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,59808,MP2 Energy LLC,TX,ERCO,330,786,258,0,"1,374",Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,59808,MP2 Energy LLC,VA,PJM,0,.,2,0,2,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,60181,CleanPowerSF,CA,CISO,"3,337","11,210",5,0,"14,552",Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,60502,Port of Stockton - (CA),CA,CISO,.,13,.,.,13,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,60631,Upper Michigan Energy Resources Corp.,MI,MISO,567,246,43,0,856,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,60715,Port of Oakland,CA,CISO,.,3,.,.,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2018,60839,Southern Pioneer Electric Company,KS,SWPP,.,.,1,.,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
