Utility Characteristics,,,,,,,Also operating in other NERC Regions,,,,,,,,Operating in these RTOs,,,,,,,,Other Activities,,,,,,,,,
Data Year,Utility Number,Utility Name,Short Form,State,Ownership Type,NERC Region,TRE,FRCC,MRO,NPCC,RFC,SERC,SPP,WECC,CAISO,ERCOT,PJM,NYISO,SPP,MISO,ISONE,Other,Generation,Transmission,Buying Transmission,Distribution,Buying Distribution,Wholesale Marketing,Retail Marketing,Bundled,Alt Fuel Vehicle,Alt Fuel Vehicle 2
2019,5056,City of Denison - (IA),,IA,Municipal,MRO,,,Y,,,,,,,,,,Y,,,,,,Y,Y,,,,,,
2019,5063,City of Denton - (TX),,TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,,Y,,Y,,Y,Y,Y
2019,5070,Delaware Electric Cooperative,,DE,Cooperative,RFC,,,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,
2019,5071,Town of Dunreith - (IN),Y,IN,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,N,,N,,
2019,5076,City of Denver - (IA),Y,IA,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5078,"Denton County Elec Coop, Inc",,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,Y
2019,5086,Delta Montrose Electric Assn,,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,Y,Y
2019,5096,Village of Deshler - (OH),Y,OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,5097,City of Deshler - (NE),Y,NE,Municipal,MRO,,N,N,,,,Y,,,,,,,,,,Y,,Y,Y,,,,,,
2019,5109,DTE Electric Company,,MI,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,Y,Y,Y,Y,Y
2019,5111,City of Detroit Lakes - (MN),,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,Y,Y,,,,Y,N,
2019,5148,City of Dickson,,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5154,City of Dighton - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,N,
2019,5155,City of Dike,Y,IA,Municipal,MRO,,,,,,,Y,,,,,,Y,,,,Y,,,,,,Y,,,
2019,5175,Dixie Electric Power Assn,,MS,Cooperative,SERC,,,,,,Y,,,,N,,,,Y,,N,,,,Y,,,,,,
2019,5202,Dixie Electric Membership Corp,,LA,Cooperative,SERC,,,,,,Y,,,,,,,N,Y,,,,,,Y,,,,,N,
2019,5204,Dixie Electric Coop,,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2019,5236,City of Doerun - (GA),Y,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5309,City of Dothan - (AL),,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,N,,Y,,,,Y,,
2019,5325,City of Douglas,,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,Y,,Y,Y,,,,,Y,Y
2019,5326,PUD No 1 of Douglas County,,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,Y,N,,,,,,,N,
2019,5327,Douglas Electric Coop - (OR),,OR,Cooperative,WECC,,,,,,,,Y,,,,,,,,,,Y,,Y,,,,,,
2019,5328,"Douglas Electric Coop, Inc",,SD,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5334,"Doniphan Elec Coop Assn, Inc",Y,KS,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,5335,City of Dover - (DE),,DE,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,N,N
2019,5336,City of Dover - (OH),,OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,N,Y,Y,,,,Y,,
2019,5343,City of Dowagiac,Y,MI,Municipal,RFC,,,,,Y,,,,,,Y,,,N,,,,,,,,,,Y,,
2019,5350,Village of Dorchester - (NE),Y,NE,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5354,City of Drain - (OR),Y,OR,Municipal,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2019,5372,Town of Drexel - (NC),Y,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,N,,,,
2019,5392,Dublin Municipal Electric Util,Y,IN,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,
2019,5394,Dubois Rural Electric Coop Inc,,IN,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2019,5399,Duck River Elec Member Corp,,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5402,City of Due West - (SC),Y,SC,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,N,Y,,N,N,,,
2019,5416,"Duke Energy Carolinas, LLC",,NC,Investor Owned,SERC,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,,Y,,Y,Y,Y
2019,5417,Dunn County Electric Coop,,WI,Cooperative,MRO,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2019,5429,City of Duncan - (OK),,OK,Municipal,SPP,,,Y,,,,N,,,,,,Y,,,,N,N,,Y,,,N,Y,N,
2019,5438,"Duncan Valley Elec Coop, Inc",Y,AZ,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,Y,,
2019,5442,Borough of Duncannon - (PA),Y,PA,Municipal,RFC,,,,,N,,,,,,,,,,,,,,,Y,,Y,,,,
2019,5470,ConocoPhillips Company,,TX,Retail Power Marketer,,,,,,,,,,,,,,,,,,N,,Y,,,Y,Y,,,
2019,5480,Town of Danvers,,MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,Y,,Y,N,N
2019,5487,Duquesne Light Co,,PA,Investor Owned,RFC,,,,,Y,,,,,,,,,,,,,Y,,Y,,,Y,,Y,Y
2019,5509,City of Dyersburg,,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5518,City of Dysart - (IA),Y,IA,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,N,
2019,5529,City of Durant - (IA),Y,IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,,N,N
2019,5531,Enerstar Power Corp,Y,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2019,5535,Egyptian Electric Coop Assn,,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2019,5551,City of Eagle River - (WI),,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2019,5552,"East River Elec Pwr Coop, Inc",,SD,Cooperative,MRO,,,Y,,,,,,,,,,Y,,,N,,Y,Y,,,,,,Y,Y
2019,5563,City of Earlville - (IA),Y,IA,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,
2019,5574,East Central Energy,,MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5575,City of East Grand Forks - (MN),,MN,Municipal,MRO,,,Y,,,,,,,,,,Y,Y,,,,,,Y,,,,N,Y,Y
2019,5578,East Mississippi Elec Pwr Assn,,MS,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5580,"East Kentucky Power Coop, Inc",,KY,Cooperative,SERC,,,,,N,Y,,,,,Y,,,,,N,Y,Y,Y,,,Y,,N,Y,Y
2019,5582,City of East Point - (GA),,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,Y,,Y,,
2019,5583,City of Easton - (MO),Y,MO,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,
2019,5584,East End Mutual Elec Co Ltd,Y,ID,Cooperative,WECC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5585,Eastern Illinois Elec Coop,,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2019,5586,Borough of East Conemaugh,Y,PA,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2019,5588,East-Central Iowa Rural Elec Coop,,IA,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,N,
2019,5598,East Central Oklahoma Elec Coop Inc,,OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,N,,,,Y,,,,,,
2019,5605,Eastern Iowa Light & Power Coop,,IA,Cooperative,MRO,N,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,N,N
2019,5609,Eastern Maine Electric Coop,,ME,Cooperative,NPCC,N,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,,,N,,,
2019,5625,Easton Utilities Comm,,MD,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,Y,Y,Y
2019,5630,City of Eaton Rapids - (MI),Y,MI,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,Y,Y,,,Y,,,
2019,5631,Town of Eatonville - (WA),Y,WA,Municipal,WECC,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,
2019,5632,Eau Claire Electric Coop,,WI,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,Y
2019,5644,"Edisto Electric Coop, Inc",,SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5653,Village of Edgerton - (OH),Y,OH,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,Y,Y,,,,,,
2019,5655,Edinburgh Municipal Utilities,Y,IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2019,5656,Edgecombe-Martin County E M C,,NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,
2019,5661,City of Edmond - (OK),,OK,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,5686,City of El Dorado Springs - (MO),Y,MO,Municipal,RFC,,,,,Y,,,,,,,,,,,,N,,Y,Y,,,,,,
2019,5692,City of Eitzen - (MN),Y,MN,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5701,El Paso Electric Co,,TX,Investor Owned,WECC,N,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2019,5703,Empire Natural Gas Corporation,,NY,Retail Power Marketer,RFC,,,,,Y,,,,,,,Y,,,,,,,,,,,Y,,,
2019,5721,City of Elfin Cove - (AK),Y,AK,Municipal,AK,,,,,,,,,,,,,,,,Y,Y,,,Y,,,Y,,,
2019,5728,City of Elba - (AL),Y,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5729,Electrical Dist No8 Maricopa,,AZ,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,,Y,,,,,
2019,5730,City of Elberton,,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,,
2019,5732,City of Elbow Lake - (MN),Y,MN,Municipal,MRO,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,
2019,5741,City of Eldorado - (OK),Y,OK,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,N,N,N,
2019,5742,Eldridge City Utilities,,IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,Y,Y,,,Y,Y,,
2019,5744,City of Electra - (TX),Y,TX,Municipal,SPP,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5748,Electric Energy Inc,,IL,Investor Owned,SERC,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,N,
2019,5752,Village of Eldorado - (OH),Y,OH,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,Y,Y,,,,,,
2019,5760,City of Elizabeth City - (NC),,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,Y,N,Y,,,,,Y,Y
2019,5763,City of Elizabethton - (TN),,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5771,City of Elk Point,Y,SD,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,
2019,5773,City of Elk River,,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,,N,N,Y,Y
2019,5777,City of Elkhorn - (WI),,WI,Municipal,RFC,,,Y,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2019,5780,Elkhorn Rural Public Pwr Dist,,NE,Political Subdivision,SPP,N,,N,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,5794,Town of Elkton,Y,VA,Municipal,SERC,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5795,City of Elsmore - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,Y,Y,,,,,N,
2019,5796,City of Ellaville,Y,GA,Municipal,SERC,N,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5802,City of Ellinwood - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,,,Y,,,,,,
2019,5827,City of Ellsworth - (IA),Y,IA,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2019,5828,Borough of Ellwood City - (PA),Y,PA,Municipal,RFC,,,,,Y,,,,N,,,,,,,,,,,Y,,,,,N,
2019,5832,Elmhurst Mutual Power & Light Co,,WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,N,,N,
2019,5833,Village of Elmore - (OH),Y,OH,Municipal,RFC,,,,,N,,,,,,,,,,,N,,N,,Y,,,,N,,
2019,5834,City of Elroy - (WI),Y,WI,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,,Y,Y,,,,,,
2019,5839,City of Elwood - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,N,
2019,5841,City of Ely - (MN),,MN,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,5850,City of Emerson - (NE),Y,NE,Municipal,MRO,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,
2019,5860,Empire District Electric Co,,MO,Investor Owned,SPP,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,Y,,Y,,,Y,Y
2019,5862,"Empire Electric Assn, Inc",,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,,
2019,5875,Village of Endicott - (NY),Y,NY,Municipal,NPCC,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,N,N
2019,5880,"Energy Coop of New York, Inc",,NY,Retail Power Marketer,NPCC,,,,Y,,,,,,,Y,Y,,,,,,,,,,,Y,,N,
2019,5896,Town of Enfield - (NC),Y,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5905,Excelsior Electric Member Corp,,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,Y
2019,5915,Village of Enosburg Falls - (VT),Y,VT,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,,Y,Y,,,,Y,,
2019,5919,City of Enterprise - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,5927,Village of Endicott - (NE),Y,NE,Municipal,MRO,,,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,
2019,5928,Town of Etna Green,Y,IN,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2019,5929,"Fairfield Electric Coop, Inc",,SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,N,,,
2019,5930,Village of Fairport - (NY),,NY,Municipal,NPCC,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,Y,Y
2019,5932,City of Ephraim - (UT),Y,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,,Y,Y,,,,,N,
2019,5935,Borough of Ephrata - (PA),,PA,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,5945,City of Erath - (LA),Y,LA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5953,"Entergy Solutions, Ltd",,TX,Retail Power Marketer,NPCC,,,,Y,,,,,,,N,,N,,Y,,,,,,,,Y,,N,
2019,5957,City of Erie - (KS),Y,KS,Municipal,SPP,,,,,,,Y,,,,,,,,,,Y,,,Y,,,,,,
2019,5961,Town of Erwin - (TN),,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,5964,"Escambia River Elec Coop, Inc",,FL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,N,,Y,,,,,,
2019,5969,City of Escondido - (CA),,CA,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,,,,,,,,Y,Y
2019,5995,City of Estelline - (SD),Y,SD,Municipal,MRO,,,N,,N,,Y,,,,,,Y,,,,,,,Y,,,N,Y,,
2019,5997,Town of Estes Park,,CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,N,Y,,,,Y,Y,Y
2019,5998,City of Estherville - (IA),,IA,Municipal,MRO,,,Y,,,,,,,,,,Y,N,,,Y,,Y,Y,,,,,,
2019,6008,City of Etowah,,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,6019,City of Eudora - (KS),,KS,Municipal,,,Y,,,,,Y,,,,,,Y,,,,,,,Y,,,,Y,,
2019,6022,City of Eugene - (OR),,OR,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2019,6043,City of Evansville,,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2019,6052,City of Evergreen - (AL),Y,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,6112,"Farmers Electric Coop, Inc - (IA)",,IA,Cooperative,RFC,,,,,Y,N,,,,,,,,Y,,,,,,Y,,,,,,
2019,6127,City of Fairbank - (IA),Y,IA,Municipal,MRO,,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,6130,City of Fairburn - (GA),Y,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,6132,City of Fairbury,,NE,Municipal,MRO,,,Y,,,,Y,,,,,,Y,,,,N,,,Y,,,,Y,,
2019,6136,Village of Fairmont - (NE),Y,NE,Municipal,MRO,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2019,6138,City of Fairfax - (MN),,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,,Y,Y,,,,,N,
2019,6141,City of Fairfield- (IL),Y,IL,Municipal,RFC,,,,,Y,,,,,,,,,,,Y,Y,N,Y,Y,,,,,,
2019,6145,City of Fairhope - (AL),,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,Y,Y,,,,Y,,
2019,6149,City of Ellensburg - (WA),,WA,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,N,,Y,Y,,,,Y,N,
2019,6151,Fairmont Public Utilities Comm,,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,N,,,Y,,,,,,
2019,6152,City of Fairview - (OK),Y,OK,Municipal,MRO,,,Y,,,,N,,,,,,Y,N,,,,,,Y,,,,,,
2019,6154,Fairview City Corporation,Y,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,
2019,6155,"Farmers Electric Company, Ltd - (ID)",Y,ID,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2019,6157,City of Faith - (SD),Y,SD,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,6168,Farmers Electric Coop - (IA),,IA,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,,,N,
2019,6169,Fall River Rural Elec Coop Inc,,ID,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,,Y,,,,,,
2019,6172,City of Fallon - (NV),Y,NV,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,,,Y,Y,,,,N,N,
2019,6173,Fannin County Electric Coop,,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2019,6175,City of Falls City - (NE),,NE,Municipal,MRO,,,N,,,,Y,,,,,,Y,,,,Y,N,Y,Y,,,,Y,,
2019,6178,City of Falmouth - (KY),Y,KY,Municipal,RFC,,,,,N,Y,,,,,Y,,,,,,,,,Y,,,,,,
2019,6181,"Farmers Electric Coop, Inc - (MO)",,MO,Cooperative,SERC,N,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2019,6182,"Farmers Electric Coop, Inc - (TX)",,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2019,6183,"Fayette Electric Coop, Inc",,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2019,6192,City of Farmer City - (IL),Y,IL,Municipal,RFC,,,,,N,Y,,,,,,,,Y,,,Y,,,Y,,,,,,
2019,6194,Farmers Rural Electric Coop Corp - (KY),,KY,Cooperative,RFC,,,,,Y,Y,,,,,Y,,,,,,,,,Y,,,,,,
2019,6198,"Farmers Electric Coop, Inc - (NM)",,NM,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2019,6203,City of Farmersville - (TX),Y,TX,Municipal,,Y,,,,,,,,,Y,,,,,,,,,N,Y,,,,,,
2019,6204,City of Farmington - (NM),,NM,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,Y,Y,Y,,Y,,,Y,Y
2019,6205,City of Farmington - (MO),,MO,Municipal,SERC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,,,Y,,
2019,6206,Farmers Electric Coop Corp - (AR),Y,AR,Cooperative,SERC,,,,,,Y,,,,,,,,N,,Y,,,N,Y,,,,,,
2019,6207,Farmington River Power Company,,CT,Investor Owned,NPCC,,,,Y,,,,,,,,,,,,,Y,,,,,,,,N,
2019,6209,Town of Farmville - (NC),Y,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2019,6210,City of Farnhamville - (IA),Y,IA,Municipal,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2019,6231,City of Fayette - (MO),Y,MO,Municipal,RFC,,,,,N,Y,,,,,,,Y,N,,,N,,,Y,,,,Y,,
2019,6234,City of Fayetteville,,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,6235,Fayetteville Public Works Commission,,NC,Municipal,SERC,,,,,,Y,,,N,,,,N,,,Y,Y,,Y,Y,,,,,Y,Y
2019,6258,Federated Rural Electric Assn,,MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,N,Y
2019,6272,"FEM Electric Assn, Inc",,SD,Cooperative,,,,N,,,,Y,,,,,,Y,N,,,,,,Y,,,,,Y,Y
2019,6274,City of Fennimore - (WI),Y,WI,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,,,,,
2019,6276,Town of Ferdinand - (IN),Y,IN,Municipal,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2019,6297,PUD No 1 of Ferry County,,WA,Political Subdivision,,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2019,6316,Fillmore City Corporation,Y,UT,Municipal,WECC,,,,,,,,Y,,,,,,,,,N,,Y,Y,Y,Y,Y,Y,,
2019,6335,"Firelands Electric Coop, Inc",,OH,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2019,6342,First Electric Coop Corp,,AR,Cooperative,SERC,,,,,,Y,,,,,,,N,Y,,,,,,Y,,,,,Y,Y
2019,6369,Fishers Island Utility Co Inc,,NY,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,,
2019,6374,Fitchburg Gas & Elec Light Co,,NH,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,,Y,,Y,,
2019,6380,Fitzgerald Wtr Lgt & Bond Comm,,GA,Municipal,SERC,,,,,Y,,,,,,,,,,,,,,,Y,,,,Y,,
2019,6389,Energy Harbor Generation LLC,,OH,Wholesale Power Marketer,RFC,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,,
2019,6390,City of Flandreau,,SD,Municipal,MRO,,,Y,,,,,,,,,,Y,,,N,,,,Y,,,,,,
2019,6395,Flathead Electric Coop Inc,,MT,Cooperative,WECC,,,,,,,N,Y,,,,,,,,Y,Y,,Y,Y,,,,,,
2019,6396,City of Flatonia - (TX),Y,TX,Municipal,TRE,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,
2019,6411,Flint Electric Membership Corp,,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2019,6417,City of Flora - (IL),,IL,Municipal,,,,,,N,Y,,,,,,,,Y,,,Y,,,Y,,,,,,
2019,6418,Town of Fleming - (CO),Y,CO,Municipal,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2019,6422,City of Florence - (AL),,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2019,6424,Florence Utility Comm,,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2019,6427,City of Floresville,,TX,Municipal,TRE,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,
2019,6431,"Flint Hills Rural E C A, Inc",,KS,Cooperative,SPP,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,
2019,6442,Fleming-Mason Energy Coop Inc,,KY,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2019,6443,"Florida Keys El Coop Assn, Inc",,FL,Cooperative,FRCC,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,
2019,6452,Florida Power & Light Co,,FL,Investor Owned,FRCC,,Y,,,,,,,,,Y,,,Y,,,Y,Y,Y,Y,,Y,,,Y,Y
2019,6455,"Duke Energy Florida, LLC",,NC,Investor Owned,FRCC,,Y,,,,N,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2019,6457,Florida Public Utilities Co,,FL,Investor Owned,FRCC,,Y,,,,Y,,,,,,,,,,,,N,Y,Y,,,,,,
2019,6458,Energy Harbor Corp.,,OH,Retail Power Marketer,RFC,N,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,
2019,6472,City of Floydada - (TX),Y,TX,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,Y,,,
2019,6491,Foley Board of Utilities,,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,N,
2019,6496,City of Fonda - (IA),Y,IA,Municipal,MRO,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,
2019,6501,City of Fontanelle - (IA),Y,IA,Municipal,MRO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,N,
2019,6509,Town of Fort Laramie- (WY),Y,WY,Municipal,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,Y,N,
2019,6567,Florida Municipal Power Agency,,FL,Municipal,SERC,,Y,,,,Y,,,,,,,,,,Y,Y,,Y,,,Y,,,,
2019,6579,City of Forest City- (IA),,IA,Municipal,MRO,,,Y,,,,,,,,,,,,,,Y,,Y,Y,,,Y,,,
2019,6580,Town of Forest City,,NC,Municipal,SERC,,,,,,Y,,,,,,,,,,,Y,,Y,Y,,,,,,
