Utility Characteristics,,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Short Form,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2019,26934,"Red Lake Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,,"11,453.9","93,327","5,224","2,806.4","24,074",412,.,.,.,.,.,.,"14,260.3","117,401","5,636"
2019,26939,Red River Valley Coop Pwr Assn,A,Bundled,O,MN,Cooperative,MISO,,"10,890.3","85,918","4,057","4,852.7","38,346",624,.,.,.,.,.,.,"15,743.0","124,264","4,681"
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,AZ,Federal,WALC,,0.0,0,0,"1,619.0","97,245",16,"4,519.4","260,243",8,0.0,0,0,"6,138.4","357,488",24
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,CA,Federal,WALC,,0.0,0,0,"42,827.0","1,450,462",46,"46,584.6","2,007,409",48,507.9,"29,727",1,"89,919.5","3,487,598",95
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,CO,Federal,WACM,,0.0,0,0,"1,341.5","52,653",7,528.3,"19,609",9,0.0,0,0,"1,869.8","72,262",16
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,KS,Federal,WACM,,0.0,0,0,0.0,0,0,1.8,708,3,0.0,0,0,1.8,708,3
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,MN,Federal,SWPP,,0.0,0,0,"1,335.3","57,932",4,0.0,0,0,0.0,0,0,"1,335.3","57,932",4
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,MT,Federal,SWPP,,0.0,0,0,"2,296.4","96,883",7,125.0,"24,398",8,0.0,0,0,"2,421.4","121,281",15
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,ND,Federal,SWPP,,0.0,0,0,"4,580.3","189,799",15,69.4,"5,012",9,0.0,0,0,"4,649.7","194,811",24
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,NE,Federal,WACM,,0.0,0,0,"3,609.4","158,300",12,10.0,"1,424",4,0.0,0,0,"3,619.4","159,724",16
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,NM,Federal,WALC,,0.0,0,0,"2,780.9","100,305",4,"2,033.0","79,847",1,0.0,0,0,"4,813.9","180,152",5
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,NV,Federal,WALC,,0.0,0,0,344.7,"26,812",3,0.0,0,0,0.0,0,0,344.7,"26,812",3
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,SD,Federal,WACM,,0.0,0,0,"7,940.9","334,735",19,32.2,"1,217",5,0.0,0,0,"7,973.1","335,952",24
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,UT,Federal,WALC,,0.0,0,0,"1,351.5","48,610",5,53.9,"1,571",1,0.0,0,0,"1,405.4","50,181",6
2019,27000,WAPA-- Western Area Power Administration,A,Bundled,O,WY,Federal,WACM,,0.0,0,0,"1,072.0","35,302",2,24.9,"8,638",5,0.0,0,0,"1,096.9","43,940",7
2019,27026,City of Round Lake - (MN),A,Bundled,O,MN,Municipal,MISO,Y,199.0,"1,537",215,251.0,"2,091",61,0.0,0,0,.,.,.,450.0,"3,628",276
2019,27058,"High West Energy, Inc",A,Bundled,O,CO,Cooperative,WACM,,963.0,"6,574",648,406.0,"3,342",19,"13,570.0","117,977",356,0.0,0,0,"14,939.0","127,893","1,023"
2019,27058,"High West Energy, Inc",A,Bundled,O,NE,Cooperative,WACM,,"2,648.0","18,266","1,750","1,136.0","9,248",61,"7,898.0","64,741","1,155",0.0,0,0,"11,682.0","92,255","2,966"
2019,27058,"High West Energy, Inc",A,Bundled,O,WY,Cooperative,WACM,,"8,588.0","60,111","5,048",332.0,"2,577",19,"13,393.0","118,384","1,261",0.0,0,0,"22,313.0","181,072","6,328"
2019,27222,City of Ripley - (TN),A,Bundled,O,TN,Municipal,TVA,,"7,709.0","71,299","5,244","8,342.0","74,842","1,383","3,153.0","45,349",3,0.0,0,0,"19,204.0","191,490","6,630"
2019,27238,"Southwest Electric Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,,"54,854.0","503,501","38,663","8,761.0","86,776","3,044",.,.,.,.,.,.,"63,615.0","590,277","41,707"
2019,27269,City of Stanhope - (IA),A,Bundled,O,IA,Municipal,MISO,Y,244.7,"1,611",190,190.9,"1,130",52,.,.,.,.,.,.,435.6,"2,741",242
2019,27316,Town of Stowe- (VT),A,Bundled,O,VT,Municipal,ISNE,,"4,432.2","24,151","3,405","6,274.4","42,879",858,"1,171.7","7,767",1,0.0,0,0,"11,878.3","74,797","4,264"
2019,27369,Taylor Electric Coop Inc - (TX),A,Bundled,O,TX,Cooperative,ERCO,,"28,579.5","197,291","15,346","11,239.3","114,308","2,790","3,890.0","43,720",10,.,.,.,"43,708.8","355,319","18,146"
2019,27422,Todd-Wadena Electric Coop,A,Bundled,O,MN,Cooperative,MISO,,"14,192.0","128,137","8,002","3,126.6","35,668",491,"2,648.9","26,414",320,.,.,.,"19,967.5","190,219","8,813"
2019,27545,City of Vermillion - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,94.1,517,94,6.9,44,10,.,.,.,.,.,.,101.0,561,104
2019,27599,Carroll-White REMC,A,Bundled,O,IN,Cooperative,MISO,,"26,489.0","193,208","14,492","9,332.0","88,947",202,"7,831.0","100,816",1,.,.,.,"43,652.0","382,971","14,695"
2019,28541,Clatskanie Peoples Util Dist,A,Bundled,O,OR,Political Subdivision,BPAT,,"4,771.4","66,610","3,710","1,278.5","23,249",509,"49,614.6","899,115",5,.,.,.,"55,664.5","988,974","4,224"
2019,28604,Kerrville Public Utility Board,A,Bundled,O,TX,Municipal,ERCO,,"23,338.0","278,703","19,081","17,678.6","226,236","3,913",.,.,.,.,.,.,"41,016.6","504,939","22,994"
2019,28802,"Talen Energy Marketing, LLC",B,Energy,O,DC,Retail Power Marketer,PJM,,0.0,0,0,"4,423.0","66,913",17,0.0,0,0,0.0,0,0,"4,423.0","66,913",17
2019,28802,"Talen Energy Marketing, LLC",B,Energy,O,DE,Retail Power Marketer,PJM,,0.0,0,0,"27,906.0","479,129",34,592.0,"10,955",2,0.0,0,0,"28,498.0","490,084",36
2019,28802,"Talen Energy Marketing, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,,0.0,0,0,"20,281.0","334,195",82,"3,496.0","62,770",8,0.0,0,0,"23,777.0","396,965",90
2019,28802,"Talen Energy Marketing, LLC",B,Energy,O,MT,Retail Power Marketer,NWMT,,0.0,0,0,"9,225.0","329,814",4,"33,156.0","891,003",6,0.0,0,0,"42,381.0","1,220,817",10
2019,28802,"Talen Energy Marketing, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,,0.0,0,0,"73,922.0","987,346",109,"4,582.0","57,221",15,0.0,0,0,"78,504.0","1,044,567",124
2019,28802,"Talen Energy Marketing, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,,0.0,0,0,"1,161.0","22,121",6,51.0,"1,112",1,0.0,0,0,"1,212.0","23,233",7
2019,28802,"Talen Energy Marketing, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,,0.0,0,0,"274,726.0","5,139,338",535,"62,323.0","1,200,935",109,0.0,0,0,"337,049.0","6,340,273",644
2019,28978,City of San Marcos - (TX),A,Bundled,O,TX,Municipal,ERCO,,"32,673.0","244,865","21,073","35,313.0","389,799","3,476",237.0,"2,904",2,.,.,.,"68,223.0","637,568","24,551"
2019,28981,City of San Saba - (TX),A,Bundled,O,TX,Municipal,ERCO,Y,"1,009.8","17,203","1,366",635.0,"16,486",478,81.0,"3,998",1,.,.,.,"1,725.8","37,687","1,845"
2019,29295,City of Wells - (MN),A,Bundled,O,MN,Municipal,MISO,Y,"1,189.0","8,871","1,159","1,414.0","12,187",194,.,.,.,.,.,.,"2,603.0","21,058","1,353"
2019,29296,Western Illinois Elec Coop,A,Bundled,O,IL,Cooperative,MISO,Y,"5,459.0","35,792","2,766","4,110.0","35,618",873,.,.,.,.,.,.,"9,569.0","71,410","3,639"
2019,29297,Pelican Utility,A,Bundled,O,AK,Municipal,NA,Y,100.0,290,74,89.0,405,23,0.0,0,0,0.0,0,0,189.0,695,97
2019,29305,City of Madelia - (MN),A,Bundled,O,MN,Municipal,MISO,Y,"1,170.9","7,363","1,046","1,712.4","11,318",182,"1,843.4","13,609",2,.,.,.,"4,726.7","32,290","1,230"
2019,30517,"Pioneer Electric Coop, Inc - (AL)",A,Bundled,O,AL,Cooperative,AEC,,"24,357.0","146,400","11,934","4,109.0","30,038",841,.,.,.,.,.,.,"28,466.0","176,438","12,775"
2019,30518,Electrical Dist No3 Pinal County,A,Bundled,O,AZ,Political Subdivision,AZPS,,"40,334.0","298,458","24,086","19,173.0","177,975","1,720","8,901.0","192,209",340,.,.,.,"68,408.0","668,642","26,146"
2019,30856,City of Winnfield - (LA),A,Bundled,O,LA,Municipal,MISO,Y,"2,584.0","30,040","2,011","3,123.0","29,575",487,178.0,"1,310",2,.,.,.,"5,885.0","60,925","2,500"
2019,31516,Midvale Irrigation District,A,Bundled,O,WY,Political Subdivision,PACE,Y,1.6,46,5,.,.,.,.,.,.,.,.,.,1.6,46,5
2019,31833,Okefenoke Rural El Member Corp,A,Bundled,O,FL,Cooperative,SOCO,,"19,204.6","154,581","10,172","1,455.0","11,481",574,315.2,"3,374",1,.,.,.,"20,974.8","169,436","10,747"
2019,31833,Okefenoke Rural El Member Corp,A,Bundled,O,GA,Cooperative,SOCO,,"43,022.5","340,261","24,662","7,399.1","66,265","2,229",964.1,"13,071",2,.,.,.,"51,385.7","419,597","26,893"
2019,36189,"Mid-Ohio Energy Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,,"14,822.7","112,324","7,082","2,740.0","20,395","1,055","3,805.6","33,618",9,.,.,.,"21,368.3","166,337","8,146"
2019,38084,Great Lakes Energy Coop,A,Bundled,O,MI,Cooperative,MISO,,"136,529.4","868,286","115,137","24,121.8","177,631","10,821","40,157.8","493,144",292,.,.,.,"200,809.0","1,539,061","126,250"
2019,40036,Westfield Electric Company,A,Bundled,O,WI,Investor Owned,MISO,,640.0,"4,235",693,460.0,"2,973",138,676.0,"4,425",16,0.0,0,0,"1,776.0","11,633",847
2019,40127,Clarke-Washington E M C,A,Bundled,O,AL,Cooperative,AEC,,"28,536.0","223,976","18,361","4,276.0","35,098","1,639","2,169.0","19,853",66,.,.,.,"34,981.0","278,927","20,066"
2019,40165,"Dixie Escalante R E A, Inc",A,Bundled,O,AZ,Cooperative,PACE,,"2,286.0","27,118","2,294",705.8,"8,848",280,.,.,.,.,.,.,"2,991.8","35,966","2,574"
2019,40165,"Dixie Escalante R E A, Inc",A,Bundled,O,UT,Cooperative,PACE,,"22,854.7","291,318","18,620","10,327.7","158,550","2,291","1,581.6","23,329",1,.,.,.,"34,764.0","473,197","20,912"
2019,40166,"Chickasaw Electric Coop, Inc",A,Bundled,O,TN,Cooperative,TVA,,"30,526.0","309,218","17,378","13,025.0","123,698","3,082","3,958.0","67,049",4,0.0,0,0,"47,509.0","499,965","20,464"
2019,40167,"Somerset Rural Elec Coop, Inc",A,Bundled,O,PA,Cooperative,PJM,,"14,691.0","126,227","12,343","5,466.0","55,889","1,302","1,795.0","21,390",4,.,.,.,"21,952.0","203,506","13,649"
2019,40208,"Ark Valley Elec Coop Assn, Inc",A,Bundled,O,KS,Cooperative,SWPP,,"7,289.0","46,749","4,217","3,481.9","26,616",940,"3,393.7","37,869",36,.,.,.,"14,164.6","111,234","5,193"
2019,40212,Colquitt Electric Membership Corp,A,Bundled,O,GA,Cooperative,SOCO,,"95,528.6","891,503","61,093","7,887.0","68,438","3,513","30,533.2","337,448","3,234",.,.,.,"133,948.8","1,297,389","67,840"
2019,40215,"Cordova Electric Coop, Inc",A,Bundled,O,AK,Cooperative,NA,,"1,695.9","4,667",960,"3,119.1","11,134",672,"1,900.4","8,670",4,.,.,.,"6,715.4","24,471","1,636"
2019,40219,"United Electric Coop, Inc - (PA)",A,Bundled,O,PA,Cooperative,PJM,,"20,573.0","120,134","16,430","3,121.0","17,090","2,252","3,922.0","31,252",177,.,.,.,"27,616.0","168,476","18,859"
2019,40220,Adams Electric Cooperative Inc,A,Bundled,O,PA,Cooperative,PJM,,"55,233.0","443,877","31,115","8,600.0","78,942","1,515","3,076.0","36,758",25,.,.,.,"66,909.0","559,577","32,655"
2019,40221,"Bedford Rural Elec Coop, Inc",A,Bundled,O,PA,Cooperative,PJM,,"12,209.0","100,485","8,672","3,335.0","30,612",713,"14,714.0","218,518",2,.,.,.,"30,258.0","349,615","9,387"
2019,40222,Valley Rural Electric Coop Inc,A,Bundled,O,PA,Cooperative,PJM,,"28,257.0","221,583","19,905","6,356.0","55,646","2,220",748.0,"8,539",2,.,.,.,"35,361.0","285,768","22,127"
2019,40223,Warren Electric Coop Inc,A,Bundled,O,PA,Cooperative,PJM,Y,"7,492.0","44,414","7,914","1,690.0","10,187",748,.,.,.,.,.,.,"9,182.0","54,601","8,662"
2019,40224,"Central Electric Coop, Inc - (PA)",A,Bundled,O,PA,Cooperative,PJM,,"30,367.0","216,327","23,382","7,225.0","60,104","1,982","1,894.0","19,887",9,.,.,.,"39,486.0","296,318","25,373"
2019,40228,Rappahannock Electric Coop,A,Bundled,O,VA,Cooperative,PJM,,"304,111.0","2,304,675","154,119","43,936.0","360,277","11,899","108,227.0","1,194,418",553,0.0,0,0,"456,274.0","3,859,370","166,571"
2019,40228,Rappahannock Electric Coop,C,Delivery,O,VA,Cooperative,PJM,,.,.,.,.,.,.,103.0,"74,261",1,.,.,.,103.0,"74,261",1
2019,40230,Deseret Generation & Tran Coop,A,Bundled,O,CO,Cooperative,PACE,Y,.,.,.,.,.,.,"4,316.6","42,488",1,.,.,.,"4,316.6","42,488",1
2019,40236,"Forked Deer Electric Coop, Inc",A,Bundled,O,TN,Cooperative,TVA,,"16,269.0","136,076","8,342","6,960.0","65,017","1,615",0.0,0,0,0.0,0,0,"23,229.0","201,093","9,957"
2019,40289,Claverack Rural Elec Coop Inc,A,Bundled,O,PA,Cooperative,PJM,,"23,503.0","170,897","17,103","7,210.0","70,686","1,666","1,427.0","27,452",4,.,.,.,"32,140.0","269,035","18,773"
2019,40290,Tri-County Rural Elec Coop Inc (PA),A,Bundled,O,PA,Cooperative,PJM,,"23,076.0","121,191","17,959","5,740.0","49,931","1,361","3,782.0","51,069",4,.,.,.,"32,598.0","222,191","19,324"
2019,40291,"Sullivan County R E C, Inc - (PA)",A,Bundled,O,PA,Cooperative,PJM,Y,"8,223.0","46,374","5,969",777.0,"6,382",26,0.0,0,0,0.0,0,0,"9,000.0","52,756","5,995"
2019,40292,REA Energy Coop Inc,A,Bundled,O,PA,Cooperative,PJM,,"28,085.0","234,588","20,725","7,086.0","67,006","1,908","7,091.0","80,538",15,.,.,.,"42,262.0","382,132","22,648"
2019,40293,"Northwestern Rural E C A, Inc - (PA)",A,Bundled,O,PA,Cooperative,PJM,,"26,381.0","195,044","18,061","5,728.0","50,805","1,432",288.0,"3,523",1,.,.,.,"32,397.0","249,372","19,494"
2019,40299,Sussex Rural Electric Coop Inc,A,Bundled,O,NJ,Cooperative,PJM,,"16,259.0","129,850","11,738","1,334.0","11,131",73,"1,363.0","11,331",16,.,.,.,"18,956.0","152,312","11,827"
2019,40302,North East Mississippi EPA,A,Bundled,O,MS,Cooperative,TVA,,"40,511.0","339,728","23,970","23,971.0","256,043","3,142","4,787.0","70,130",4,0.0,0,0,"69,269.0","665,901","27,116"
2019,40303,Monroe County Elec Power Assn,A,Bundled,O,MS,Cooperative,TVA,,"18,409.0","163,953","9,741","5,744.0","43,741","1,550",0.0,0,0,0.0,0,0,"24,153.0","207,694","11,291"
2019,40304,Minnesota Valley Coop L&P Assn,A,Bundled,O,MN,Cooperative,MISO,,"14,758.0","137,248","4,959","2,185.0","20,162",287,"4,115.0","53,282",36,.,.,.,"21,058.0","210,692","5,282"
2019,40355,Maricopa County M W C Dist #1,A,Bundled,O,AZ,Political Subdivision,AZPS,Y,.,.,.,.,.,.,"3,697.0","39,114",136,.,.,.,"3,697.0","39,114",136
2019,40357,Electrical Dist No6 Pinal County,A,Bundled,O,AZ,Political Subdivision,SRP,Y,.,.,.,"1,368.0","21,154",44,992.0,"16,553",85,.,.,.,"2,360.0","37,707",129
2019,40364,City of Courtland,A,Bundled,O,AL,Municipal,TVA,,804.0,"7,842",584,"1,442.0","14,036",201,0.0,0,0,0.0,0,0,"2,246.0","21,878",785
2019,40367,Village of Ladd - (IL),A,Bundled,O,IL,Municipal,MISO,Y,658.8,"4,872",574,245.2,"1,938",53,391.5,"4,353",1,.,.,.,"1,295.5","11,163",628
2019,40369,City of Oxford - (GA),A,Bundled,O,GA,Municipal,SOCO,Y,"1,013.7","7,197",598,"1,382.3","10,961",86,.,.,.,.,.,.,"2,396.0","18,158",684
2019,40382,City of Rockport - (MO),A,Bundled,O,MO,Municipal,AECI,Y,"1,007.1","7,465",666,435.9,"3,229",74,.,.,.,.,.,.,"1,443.0","10,694",740
2019,40390,City of Buffalo - (IA),A,Bundled,O,IA,Municipal,MISO,Y,417.0,"3,661",497,165.0,"1,475",28,.,.,.,.,.,.,582.0,"5,136",525
2019,40433,City of Enterprise - (UT),A,Bundled,O,UT,Municipal,PACE,Y,659.1,"6,165",602,365.8,"3,343",68,.,.,.,.,.,.,"1,024.9","9,508",670
2019,40435,City of White - (SD),A,Bundled,O,SD,Municipal,SWPP,Y,382.3,"3,188",261,81.4,692,44,4.7,17,1,.,.,.,468.4,"3,897",306
2019,40437,Emerald People's Utility Dist,A,Bundled,O,OR,Political Subdivision,PACW,,"29,726.0","285,179","19,037","10,382.0","104,283","1,998","13,058.4","230,914",696,0.0,0,0,"53,166.4","620,376","21,731"
2019,40437,Emerald People's Utility Dist,C,Delivery,O,OR,Political Subdivision,PACW,,.,.,.,.,.,.,318.0,"152,227",1,.,.,.,318.0,"152,227",1
2019,40438,Columbia River Peoples Ut Dist,A,Bundled,O,OR,Political Subdivision,BPAT,,"18,000.3","218,173","17,090","7,914.7","96,112","2,439","8,433.4","168,062",61,.,.,.,"34,348.4","482,347","19,590"
2019,40440,City of Stanton - (ND),A,Bundled,O,ND,Municipal,WACM,Y,366.8,"2,743",226,179.1,"1,607",28,.,.,.,.,.,.,545.9,"4,350",254
2019,40441,Town of Murphy - (NC),A,Bundled,O,NC,Municipal,TVA,,"5,400.0","44,885","3,530","8,973.0","76,132","1,573","12,441.0","292,707",3,0.0,0,0,"26,814.0","413,724","5,106"
2019,40456,PUD No 1 of Whatcom County,A,Bundled,O,WA,Political Subdivision,BPAT,,.,.,.,.,.,.,"11,549.0","225,010",1,.,.,.,"11,549.0","225,010",1
2019,40548,Unalakleet Valley Elec Coop,A,Bundled,O,AK,Cooperative,NA,Y,618.0,"1,302",273,"1,103.0","2,614",115,.,.,.,.,.,.,"1,721.0","3,916",388
2019,40604,Heartland Consumers Power Dist,A,Bundled,O,SD,Political Subdivision,SWPP,Y,.,.,.,821.0,"8,374",3,.,.,.,.,.,.,821.0,"8,374",3
2019,40606,City of Grand Island - (NE),A,Bundled,O,NE,Municipal,SWPP,,"20,390.0","221,743","21,695","18,898.0","194,427","4,480","23,100.0","305,087",94,.,.,.,"62,388.0","721,257","26,269"
2019,40613,Northern California Power Agny,B,Energy,O,CA,Political Subdivision,CISO,,0.0,0,0,0.0,0,0,0.0,0,0,"12,336.0","365,589",1,"12,336.0","365,589",1
2019,49730,American PowerNet,B,Energy,O,CA,Retail Power Marketer,CISO,,0.0,0,0,0.0,0,0,"4,086.0","66,847",1,0.0,0,0,"4,086.0","66,847",1
2019,49730,American PowerNet,B,Energy,O,IL,Retail Power Marketer,PJM,,0.0,0,0,"18,140.0","402,445",4,0.0,0,0,0.0,0,0,"18,140.0","402,445",4
2019,49730,American PowerNet,B,Energy,O,MD,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,"6,338.0","149,298",2,0.0,0,0,"6,338.0","149,298",2
2019,49730,American PowerNet,B,Energy,O,ME,Retail Power Marketer,ISNE,,0.0,0,0,0.0,0,0,"2,569.4","79,127",1,0.0,0,0,"2,569.4","79,127",1
2019,49730,American PowerNet,B,Energy,O,NJ,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,"4,647.6","73,994",3,0.0,0,0,"4,647.6","73,994",3
2019,49730,American PowerNet,B,Energy,O,OH,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,"3,509.5","75,634",2,0.0,0,0,"3,509.5","75,634",2
2019,49730,American PowerNet,B,Energy,O,PA,Retail Power Marketer,PJM,,0.0,0,0,"26,058.8","470,535",11,"15,413.3","317,809",8,0.0,0,0,"41,472.1","788,344",19
2019,49730,American PowerNet,B,Energy,O,VA,Retail Power Marketer,PJM,,0.0,0,0,"6,418.8","154,540",1,0.0,0,0,0.0,0,0,"6,418.8","154,540",1
2019,49730,American PowerNet,D,Bundled,O,TX,Retail Power Marketer,ERCO,,0.0,0,0,0.0,0,0,"7,756.0","167,135",1,0.0,0,0,"7,756.0","167,135",1
2019,49746,The Energy Coop,B,Energy,O,PA,Cooperative,PJM,,"2,728.3","21,612","2,135",313.1,"2,241",118,0.0,0,0,0.0,0,0,"3,041.4","23,853","2,253"
2019,49818,"Alliance Power Company, LLC.",D,Bundled,O,TX,Retail Power Marketer,ERCO,,"4,903.9","75,320","4,607","7,492.7","133,005","2,753",0.0,0,0,0.0,0,0,"12,396.6","208,325","7,360"
2019,49826,Mohegan Tribal Utility Authority,A,Bundled,O,CT,Political Subdivision,ISNE,,.,.,.,"12,619.2","132,638",76,.,.,.,.,.,.,"12,619.2","132,638",76
2019,49848,Massachusetts Bay Trans Authority,B,Energy,O,MA,Political Subdivision,ISNE,,0.0,0,0,772.7,"2,769",65,0.0,0,0,"5,981.2","45,477",3,"6,753.9","48,246",68
2019,49853,Amigo Energy,D,Bundled,O,TX,Retail Power Marketer,ERCO,,"228,518.5","1,711,533","127,387","21,302.7","241,625","5,236",0.0,0,0,0.0,0,0,"249,821.2","1,953,158","132,623"
2019,49922,U.S. Energy Partners LLC,B,Energy,O,NY,Retail Power Marketer,NYIS,,498.0,"11,889","1,337","11,089.0","263,327","2,294",0.0,0,0,0.0,0,0,"11,587.0","275,216","3,631"
2019,49952,3000 Energy Corp,D,Bundled,O,TX,Retail Power Marketer,ERCO,,"4,532.2","33,881","2,922",92.3,706,63,.,.,.,.,.,.,"4,624.5","34,587","2,985"
2019,49986,Southwest Iowa Rural Elec Coop,A,Bundled,O,IA,Cooperative,MISO,,"9,289.0","75,457","5,586","2,781.1","32,708",329,.,.,.,.,.,.,"12,070.1","108,165","5,915"
2019,49987,Harvard Dedicated Energy Limit,B,Energy,O,MA,Retail Power Marketer,ISNE,,0.0,0,0,"13,881.2","167,544",1,0.0,0,0,0.0,0,0,"13,881.2","167,544",1
2019,49998,City of Berea Municipal Utility,A,Bundled,O,KY,Municipal,LGEE,,"5,663.4","60,100","4,615","2,080.1","24,518",593,"2,998.7","44,313",59,0.0,0,0,"10,742.2","128,931","5,267"
2019,50041,"Stream SPE, LTD",D,Bundled,O,TX,Retail Power Marketer,ERCO,,"458,144.9","3,918,736","256,913","48,368.4","366,150","18,964",0.0,0,0,0.0,0,0,"506,513.3","4,284,886","275,877"
2019,50043,"Exelon Generation Company, LLC",B,Energy,O,NV,Retail Power Marketer,NEVP,,0.0,0,0,"7,383.5","146,018",1,0.0,0,0,0.0,0,0,"7,383.5","146,018",1
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,CT,Retail Power Marketer,ISNE,,0.0,0,0,"5,356.1","61,421",56,0.0,0,0,0.0,0,0,"5,356.1","61,421",56
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,,0.0,0,0,"27,433.2","570,859",198,0.0,0,0,0.0,0,0,"27,433.2","570,859",198
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,,0.0,0,0,"9,366.7","88,469",46,0.0,0,0,0.0,0,0,"9,366.7","88,469",46
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,,0.0,0,0,"10,588.3","171,431",73,0.0,0,0,0.0,0,0,"10,588.3","171,431",73
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,,0.0,0,0,"6,887.0","86,219",32,0.0,0,0,0.0,0,0,"6,887.0","86,219",32
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,NH,Retail Power Marketer,ISNE,,0.0,0,0,"6,765.0","85,294",44,0.0,0,0,0.0,0,0,"6,765.0","85,294",44
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,,0.0,0,0,"14,579.0","189,658",83,0.0,0,0,0.0,0,0,"14,579.0","189,658",83
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,,0.0,0,0,"16,504.6","348,891",134,0.0,0,0,0.0,0,0,"16,504.6","348,891",134
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,,0.0,0,0,"32,673.8","604,409",203,0.0,0,0,0.0,0,0,"32,673.8","604,409",203
2019,50046,"Texas Retail Energy, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,,0.0,0,0,"35,534.5","594,389",234,0.0,0,0,0.0,0,0,"35,534.5","594,389",234
2019,50046,"Texas Retail Energy, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,,0.0,0,0,"128,870.6","1,637,889",562,0.0,0,0,0.0,0,0,"128,870.6","1,637,889",562
2019,50153,"APN Starfirst, L.P.",B,Energy,O,DE,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,119.6,"2,940",1,0.0,0,0,119.6,"2,940",1
2019,50153,"APN Starfirst, L.P.",B,Energy,O,OH,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,"6,065.8","166,430",7,0.0,0,0,"6,065.8","166,430",7
2019,50153,"APN Starfirst, L.P.",B,Energy,O,PA,Retail Power Marketer,PJM,,0.0,0,0,0.0,0,0,"2,038.7","40,000",3,0.0,0,0,"2,038.7","40,000",3
2019,50156,AmeriPower LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,,"1,993.4","19,396",995,"67,540.9","769,868","13,436",.,.,.,.,.,.,"69,534.3","789,264","14,431"
2019,54728,Texas General Land Office,D,Bundled,O,TX,Retail Power Marketer,ERCO,,0.0,0,0,"439,736.0","6,069,955",514,0.0,0,0,"11,607.0","175,834",2,"451,343.0","6,245,789",516
2019,54820,Direct Energy Services,B,Energy,O,CT,Retail Power Marketer,ISNE,,"29,892.8","303,243","37,283","17,559.4","141,200","7,642",0.0,0,0,0.0,0,0,"47,452.2","444,443","44,925"
2019,54820,Direct Energy Services,B,Energy,O,DC,Retail Power Marketer,PJM,,633.2,"5,294",608,71.7,681,34,0.0,0,0,0.0,0,0,704.9,"5,975",642
2019,54820,Direct Energy Services,B,Energy,O,DE,Retail Power Marketer,PJM,,"6,028.2","65,083","6,450","1,411.2","15,353",604,0.0,0,0,0.0,0,0,"7,439.4","80,436","7,054"
