Utility Characteristics,,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Short Form,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2019,15472,Public Service Co of NH,A,Bundled,O,NH,Investor Owned,ISNE,,"491,183.3","2,469,126","351,614","127,060.1","797,804","47,726","7,408.4","71,871","1,553",.,.,.,"625,651.8","3,338,801","400,893"
2019,15472,Public Service Co of NH,C,Delivery,O,NH,Investor Owned,ISNE,,"73,295.9","704,011","90,482","187,546.5","2,389,570","28,310","70,308.3","1,252,733","1,183",.,.,.,"331,150.7","4,346,314","119,975"
2019,15473,Public Service Co of NM,A,Bundled,O,NM,Investor Owned,PNM,,"427,882.7","3,227,338","471,935","417,308.1","3,963,637","58,111","95,357.9","1,822,664",213,0.0,0,0,"940,548.7","9,013,639","530,259"
2019,15474,Public Service Co of Oklahoma,A,Bundled,O,OK,Investor Owned,SWPP,,"636,071.6","6,272,704","479,194","453,048.6","6,126,581","71,306","296,510.1","6,156,270","6,921",0.0,0,0,"1,385,630.3","18,555,555","557,421"
2019,15477,Public Service Elec & Gas Co,A,Bundled,O,NJ,Investor Owned,PJM,,"2,009,160.0","12,028,061","1,789,766","1,036,085.0","8,496,207","237,814","70,191.0","976,887","6,446","5,681.0","59,208",1,"3,121,117.0","21,560,363","2,034,027"
2019,15477,Public Service Elec & Gas Co,C,Delivery,O,NJ,Investor Owned,PJM,,"54,738.0","1,328,342","175,702","587,891.0","14,956,396","73,821","104,108.0","2,693,343","2,182","2,568.0","155,543",5,"749,305.0","19,133,624","251,710"
2019,15500,Puget Sound Energy Inc,A,Bundled,O,WA,Investor Owned,PSEI,,"1,139,356.2","10,756,628","1,025,024","872,488.8","8,910,247","137,258","105,020.4","1,161,149","3,328",477.5,"5,206",1,"2,117,342.9","20,833,230","1,165,611"
2019,15500,Puget Sound Energy Inc,C,Delivery,O,WA,Investor Owned,PSEI,,.,.,.,"6,909.1","236,278",65,"12,602.6","2,085,743",15,.,.,.,"19,511.7","2,322,021",80
2019,15507,City of Pulaski - (TN),A,Bundled,O,TN,Municipal,TVA,,"20,827.0","173,797","12,018","13,042.0","109,098","2,572","11,009.0","140,233",11,0.0,0,0,"44,878.0","423,128","14,601"
2019,15515,City of Purcell - (OK),A,Bundled,O,OK,Municipal,SPA,Y,"3,139.0","26,860","2,353","3,130.0","26,766",539,.,.,.,.,.,.,"6,269.0","53,626","2,892"
2019,15541,Borough of Quakertown - (PA),A,Bundled,O,PA,Municipal,PJM,,"4,841.4","38,434","4,599","2,334.7","15,029",593,"3,856.6","36,302",89,0.0,0,0,"11,032.7","89,765","5,281"
2019,15566,City of Quincy - (FL),A,Bundled,O,FL,Municipal,FPC,,"5,718.0","49,000","3,834","7,468.0","91,000",875,"1,393.0","4,300",1,0.0,0,0,"14,579.0","144,300","4,710"
2019,15573,City of Quitman,A,Bundled,O,GA,Municipal,SOCO,Y,"3,113.2","22,899","2,335","3,498.0","27,516",553,163.5,"2,164",1,.,.,.,"6,774.7","52,579","2,889"
2019,15619,City of Radford - (VA),A,Bundled,O,VA,Municipal,PJM,,"8,997.0","72,958","6,579","3,895.0","32,985",861,"7,081.0","69,261",32,.,.,.,"19,973.0","175,204","7,472"
2019,15621,"Radiant Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,,"5,579.0","38,156","2,956","4,425.0","29,547","2,309",0.0,0,0,.,.,.,"10,004.0","67,703","5,265"
2019,15665,City of Randall - (MN),A,Bundled,O,MN,Municipal,MISO,Y,293.0,"2,399",279,211.1,"2,080",69,0.0,0,0,0.0,0,0,504.1,"4,479",348
2019,15671,Randolph Electric Member Corp,A,Bundled,O,NC,Cooperative,CPLE,,"51,512.6","374,650","29,769","13,138.4","120,663","2,448","1,743.7","21,069",6,.,.,.,"66,394.7","516,382","32,223"
2019,15672,Ralls County Electric Coop,A,Bundled,O,MO,Cooperative,AECI,,"10,747.0","72,800","5,493","2,780.0","23,248",754,594.0,"8,587",1,.,.,.,"14,121.0","104,635","6,248"
2019,15674,City of Randolph - (NE),A,Bundled,O,NE,Municipal,SWPP,Y,442.0,"4,365",443,365.0,"3,974",117,5.5,37,2,.,.,.,812.5,"8,376",562
2019,15686,Village of Rantoul - (IL),A,Bundled,O,IL,Municipal,MISO,,"5,929.0","42,619","5,548","1,426.0","9,243",442,"9,427.0","93,966",68,.,.,.,"16,782.0","145,828","6,058"
2019,15698,Raton Public Service Company,A,Bundled,O,NM,Municipal,PSCO,Y,"3,270.0","21,000","3,721","1,425.0","11,000",545,"1,321.0","12,000",27,.,.,.,"6,016.0","44,000","4,293"
2019,15700,Rayle Electric Membership Corp,A,Bundled,O,GA,Cooperative,SOCO,,"26,541.8","206,766","15,632","7,339.4","55,396","2,918",900.1,"10,838",5,.,.,.,"34,781.3","273,000","18,555"
2019,15728,City of Rayne - (LA),A,Bundled,O,LA,Municipal,MISO,Y,"4,167.0","53,778","3,550","2,154.0","28,862",450,216.0,"3,362",17,0.0,0,0,"6,537.0","86,002","4,017"
2019,15746,Red River Valley Rrl Elec Assn,A,Bundled,O,OK,Cooperative,SWPP,,"20,244.0","196,985","14,534","7,392.0","70,392","1,722","9,246.0","163,241",7,.,.,.,"36,882.0","430,618","16,263"
2019,15748,Town of Reading - (MA),A,Bundled,O,MA,Municipal,ISNE,,"36,559.0","240,501","26,542","50,425.0","406,720","3,233",.,.,.,.,.,.,"86,984.0","647,221","29,775"
2019,15750,Redwood Electric Coop,A,Bundled,O,MN,Cooperative,MISO,,"7,095.3","58,316","3,680","2,902.7","22,912",751,"4,759.4","53,574",18,.,.,.,"14,757.4","134,802","4,449"
2019,15751,City of Readlyn - (IA),A,Bundled,O,IA,Municipal,MISO,Y,470.0,"3,540",346,243.0,"1,748",30,.,.,.,.,.,.,713.0,"5,288",376
2019,15772,City of Red Bud - (IL),A,Bundled,O,IL,Municipal,MISO,Y,"2,433.0","19,628","1,762","2,422.0","18,734",338,375.0,"4,964",16,.,.,.,"5,230.0","43,326","2,116"
2019,15773,City of Red Cloud - (NE),A,Bundled,O,NE,Municipal,SWPP,Y,864.0,"5,147",530,699.0,"6,379",166,.,.,.,.,.,.,"1,563.0","11,526",696
2019,15776,Reedy Creek Improvement Dist,A,Bundled,O,FL,Municipal,FPC,,11.0,113,9,"99,661.0","1,197,288","1,530",.,.,.,.,.,.,"99,672.0","1,197,401","1,539"
2019,15778,Town of Red Springs - (NC),A,Bundled,O,NC,Municipal,CPLE,Y,"2,191.9","15,895","1,418","2,330.2","15,731",263,2.2,11,1,.,.,.,"4,524.3","31,637","1,682"
2019,15783,City of Redding - (CA),A,Bundled,O,CA,Municipal,BANC,,"59,561.0","357,533","37,727","56,843.0","349,352","5,826","2,285.0","12,601",326,0.0,0,0,"118,689.0","719,486","43,879"
2019,15793,Redwood Falls Public Util Comm,A,Bundled,O,MN,Municipal,MISO,,"2,847.9","26,824","2,305","1,626.7","15,526",551,"1,617.9","20,836",50,.,.,.,"6,092.5","63,186","2,906"
2019,15804,Reedsburg Utility Comm,A,Bundled,O,WI,Municipal,MISO,,"4,458.8","37,881","4,415","6,747.9","67,176",706,"10,916.2","129,547",8,0.0,0,0,"22,122.9","234,604","5,129"
2019,15811,"Rich Mountain Elec Coop, Inc",A,Bundled,O,AR,Cooperative,MISO,,"11,936.0","110,593","7,965","1,547.0","16,266",460,"2,317.0","37,226",1,.,.,.,"15,800.0","164,085","8,426"
2019,15811,"Rich Mountain Elec Coop, Inc",A,Bundled,O,OK,Cooperative,MISO,,466.0,"5,617",491,41.0,527,20,.,.,.,.,.,.,507.0,"6,144",511
2019,15845,Renville-Sibley Coop Pwr Assn,A,Bundled,O,MN,Cooperative,MISO,,"4,731.4","37,361","1,609","2,386.5","22,814",249,"7,200.0","102,986",24,.,.,.,"14,317.9","163,161","1,882"
2019,15846,City of Remsen - (IA),A,Bundled,O,IA,Municipal,MISO,,826.0,"8,408",694,423.0,"6,218",142,304.0,"2,236",34,.,.,.,"1,553.0","16,862",870
2019,15847,Reliant Energy Retail Services,D,Bundled,O,TX,Retail Power Marketer,ERCO,,"2,415,935.4","17,744,140","1,325,128","510,439.4","4,656,527","92,320","1,160,453.0","19,096,819","1,916",0.0,0,0,"4,086,827.8","41,497,486","1,419,364"
2019,15860,City of Rensselaer - (IN),A,Bundled,O,IN,Municipal,MISO,,"2,610.2","22,921","2,667","2,010.3","16,895",538,"6,914.3","65,029",45,.,.,.,"11,534.8","104,845","3,250"
2019,15862,City of Renwick - (IA),A,Bundled,O,IA,Municipal,MISO,Y,189.0,"1,399",150,29.0,179,21,360.0,"2,543",3,.,.,.,578.0,"4,121",174
2019,15865,Village of Republic - (OH),A,Bundled,O,OH,Municipal,PJM,Y,302.0,"2,061",269,113.0,753,37,15.0,83,1,0.0,0,0,430.0,"2,897",307
2019,15923,City of Pond Creek - (OK),A,Bundled,O,OK,Municipal,SWPP,Y,702.0,"5,538",456,284.0,"2,028",96,.,.,.,.,.,.,986.0,"7,566",552
2019,15938,Rice Lake Utilities,A,Bundled,O,WI,Municipal,MISO,,"4,272.0","42,239","4,810","1,992.0","18,887","1,009","8,085.0","98,055",169,.,.,.,"14,349.0","159,181","5,988"
2019,15943,City of Rich Hill - (MO),A,Bundled,O,MO,Municipal,SWPP,Y,970.0,"7,035",613,263.2,"2,181",75,9.8,77,3,.,.,.,"1,243.0","9,293",691
2019,15978,City of Richland Center - (WI),A,Bundled,O,WI,Municipal,MISO,,"1,849.5","16,590","2,444","3,512.1","39,832",503,"4,026.5","53,949",5,0.0,0,0,"9,388.1","110,371","2,952"
2019,15979,City of Richland - (WA),A,Bundled,O,WA,Municipal,BPAT,,"35,115.5","367,064","23,396","27,822.8","421,339","1,523","10,270.9","122,703",47,.,.,.,"73,209.2","911,106","24,966"
2019,15981,City of Richland - (MO),A,Bundled,O,MO,Municipal,AECI,Y,"1,135.9","8,747",833,739.4,"7,704",184,.,.,.,.,.,.,"1,875.3","16,451","1,017"
2019,15982,Town of Richlands - (VA),A,Bundled,O,VA,Municipal,PJM,Y,"3,247.7","28,859","2,045","2,527.6","28,527",473,.,.,.,.,.,.,"5,775.3","57,386","2,518"
2019,15983,Richland Electric Coop,A,Bundled,O,WI,Cooperative,MISO,Y,"6,513.0","37,145","3,589","1,416.0","11,223",180,0.0,0,0,0.0,0,0,"7,929.0","48,368","3,769"
2019,15989,City of Richmond - (IN),A,Bundled,O,IN,Municipal,PJM,,"18,967.0","186,121","15,924","19,967.0","187,747","5,021","41,032.3","519,662",133,.,.,.,"79,966.3","893,530","21,078"
2019,15991,Village of Richmondville - (NY),A,Bundled,O,NY,Municipal,NYIS,Y,997.0,"13,221",944,120.0,"2,010",216,189.0,"3,217",14,.,.,.,"1,306.0","18,448","1,174"
2019,16022,Village of Reynolds - (NE),A,Bundled,O,NE,Municipal,SWPP,Y,44.0,638,37,6.0,38,4,59.0,192,1,.,.,.,109.0,868,42
2019,16057,"Rio Grande Electric Coop, Inc",A,Bundled,O,NM,Cooperative,EPE,,272.3,"1,722",242,69.3,411,66,34.7,279,14,.,.,.,376.3,"2,412",322
2019,16057,"Rio Grande Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,,"15,253.2","92,486","8,584","13,983.7","105,940","4,210","23,369.8","311,249",530,.,.,.,"52,606.7","509,675","13,324"
2019,16060,Riverland Energy Cooperative,A,Bundled,O,WI,Cooperative,MISO,,"32,233.4","232,226","17,204","4,200.1","35,242","1,044","1,182.3","13,640",11,.,.,.,"37,615.8","281,108","18,259"
2019,16062,Village of Ripley - (OH),A,Bundled,O,OH,Municipal,PJM,Y,"1,049.0","9,426",928,519.0,"5,117",106,.,.,.,.,.,.,"1,568.0","14,543","1,034"
2019,16063,"Rita Blanca Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,,"2,918.0","35,621","2,791","37,219.0","551,699","5,170",0.0,0,0,.,.,.,"40,137.0","587,320","7,961"
2019,16068,City of Rising Sun - (IN),A,Bundled,O,IN,Municipal,MISO,Y,"1,663.0","17,072","1,343","2,599.0","27,433",269,36.0,369,5,0.0,.,.,"4,298.0","44,874","1,617"
2019,16082,City of River Falls,A,Bundled,O,WI,Municipal,MISO,,"5,377.3","46,492","5,855","6,114.8","65,755",748,"1,590.9","14,413",2,0.0,0,0,"13,083.0","126,660","6,605"
2019,16088,City of Riverside - (CA),A,Bundled,O,CA,Municipal,CISO,,"112,860.0","693,741","98,284","74,322.0","444,984","11,265","115,116.0","966,936",890,0.0,.,0,"302,298.0","2,105,661","110,439"
2019,16092,Village of Riverton - (IL),A,Bundled,O,IL,Municipal,MISO,Y,"3,241.3","25,240","1,537",40.3,"1,383",138,2.8,17,1,.,.,.,"3,284.4","26,640","1,676"
2019,16101,Roanoke Electric Member Corp,A,Bundled,O,NC,Cooperative,PJM,,"27,735.0","172,655","12,109","8,933.0","65,244","2,067","2,991.0","34,994",11,.,.,.,"39,659.0","272,893","14,187"
2019,16105,City of Riverdale - (ND),A,Bundled,O,ND,Municipal,SWPP,Y,181.5,"1,533",248,173.0,"1,740",39,.,.,.,.,.,.,354.5,"3,273",287
2019,16113,City of Robersonville - (NC),A,Bundled,O,NC,Municipal,PJM,Y,"1,216.0","8,643",867,336.0,"2,636",114,749.0,"9,525",1,.,.,.,"2,301.0","20,804",982
2019,16135,City of Robinson - (KS),A,Bundled,O,KS,Municipal,SWPP,Y,144.8,907,121,9.6,65,5,7.1,46,3,.,.,.,161.5,"1,018",129
2019,16140,City of Robertsdale,A,Bundled,O,AL,Municipal,SOCO,Y,"4,669.0","38,481","2,765","1,813.0","15,109",480,"2,209.0","25,655",47,0.0,0,0,"8,691.0","79,245","3,292"
2019,16146,"Navasota Valley Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,,"23,738.8","216,696","17,996","8,730.0","90,441","1,854","3,183.5","56,450",9,0.0,0,0,"35,652.3","363,587","19,859"
2019,16164,Roosevelt Public Power Dist,A,Bundled,O,NE,Political Subdivision,WACM,,"4,044.0","31,879","2,083",808.0,"5,724",565,"2,604.0","18,472",711,.,.,.,"7,456.0","56,075","3,359"
2019,16177,"Robison Energy, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,,"11,484.1","133,595","3,316","1,583.9","19,690",95,.,.,.,.,.,.,"13,068.0","153,285","3,411"
2019,16179,Rochelle Municipal Utilities,A,Bundled,O,IL,Municipal,PJM,,"6,051.0","51,831","5,882","5,232.0","41,446",985,"23,124.0","261,493",40,.,.,.,"34,407.0","354,770","6,907"
2019,16181,Rochester Public Utilities,A,Bundled,O,MN,Municipal,MISO,,"53,612.0","353,018","50,902","77,908.0","662,492","5,015","16,734.0","158,948",2,.,.,.,"148,254.0","1,174,458","55,919"
2019,16183,Rochester Gas & Electric Corp,A,Bundled,O,NY,Investor Owned,NYIS,,"294,696.2","2,293,322","296,612","72,387.7","634,628","23,505","4,622.8","42,492",279,0.0,0,0,"371,706.7","2,970,442","320,396"
2019,16183,Rochester Gas & Electric Corp,C,Delivery,O,NY,Investor Owned,NYIS,,"33,384.5","405,812","45,046","137,140.9","2,529,151","17,631","44,231.0","1,165,160",468,0.0,0,0,"214,756.4","4,100,123","63,145"
2019,16195,City of Rock Hill - (SC),A,Bundled,O,SC,Municipal,DUK,,"48,017.5","362,733","35,738","54,773.7","433,170","3,726","5,850.1","53,261",7,.,.,.,"108,641.3","849,164","39,471"
2019,16196,Rock Energy Cooperative,A,Bundled,O,IL,Cooperative,MISO,,"11,234.6","82,123","9,243","9,087.0","89,005","1,022","5,018.0","56,545",22,.,.,.,"25,339.6","227,673","10,287"
2019,16196,Rock Energy Cooperative,A,Bundled,O,WI,Cooperative,MISO,,"10,733.0","82,455","6,975","4,093.0","43,695",427,"8,823.0","177,597",78,.,.,.,"23,649.0","303,747","7,480"
2019,16198,City of Rock Falls - (IL),A,Bundled,O,IL,Municipal,MISO,Y,"4,873.0","37,204","4,793","2,274.0","15,006",489,"1,576.0","11,026",30,.,.,.,"8,723.0","63,236","5,312"
2019,16206,Rock Rapids Municipal Utility,A,Bundled,O,IA,Municipal,SWPP,,"1,182.0","13,131","1,120",963.2,"13,238",256,259.6,"2,130",9,.,.,.,"2,404.8","28,499","1,385"
2019,16211,City of Rockford- (IA),A,Bundled,O,IA,Municipal,MISO,Y,518.8,"2,919",398,392.0,"2,835",78,0.0,0,0,.,.,.,910.8,"5,754",476
2019,16213,Rockland Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,,"108,775.0","665,078","60,501","43,784.8","303,682","7,751",433.8,"3,288",11,0.0,0,0,"152,993.6","972,048","68,263"
2019,16213,Rockland Electric Co,C,Delivery,O,NJ,Investor Owned,NYIS,,541.9,"7,669",758,"11,151.8","283,309","1,419",232.5,"2,679",3,0.0,0,0,"11,926.2","293,657","2,180"
2019,16213,Rockland Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,,"2,723.9","48,265","3,234","10,155.7","228,026",283,294.3,"7,155",8,0.0,0,0,"13,173.9","283,446","3,525"
2019,16217,Village of Rockville Centre - (NY),A,Bundled,O,NY,Municipal,NYIS,,"11,031.7","89,377","9,673","12,675.9","108,071","1,223",.,.,.,.,.,.,"23,707.6","197,448","10,896"
2019,16223,City of Rockwood - (TN),A,Bundled,O,TN,Municipal,TVA,,"19,151.0","169,474","11,643","10,964.0","88,744","3,061","3,252.0","49,402",5,0.0,0,0,"33,367.0","307,620","14,709"
2019,16226,City of Rocky Mount - (NC),A,Bundled,O,NC,Municipal,CPLE,,"37,095.0","309,720","24,418","26,477.0","234,454","3,878","11,836.0","155,813",35,.,.,.,"75,408.0","699,987","28,331"
2019,16259,City of Rolla - (MO),A,Bundled,O,MO,Municipal,MISO,,"10,872.0","104,626","8,022","4,300.9","47,238","1,434","12,959.7","151,192",153,.,.,.,"28,132.6","303,056","9,609"
2019,16267,Rolling Hills Electric Coop,A,Bundled,O,KS,Cooperative,SWPP,,"12,520.3","73,990","8,979","12,469.7","119,818","1,701","1,149.4","2,735",536,0.0,0,0,"26,139.4","196,543","11,216"
2019,16269,City of Roodhouse - (IL),A,Bundled,O,IL,Municipal,MISO,Y,977.0,"7,292",844,372.0,"2,792",110,71.0,833,2,.,.,.,"1,420.0","10,917",956
2019,16273,Roosevelt Irrigation District,A,Bundled,O,AZ,Political Subdivision,SRP,Y,.,.,.,.,.,.,"3,213.0","38,841",189,.,.,.,"3,213.0","38,841",189
2019,16284,"Roseau Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,,"14,711.0","103,582","6,251","2,499.0","18,026",300,"2,072.0","31,707",3,.,.,.,"19,282.0","153,315","6,554"
2019,16285,City of Roseau - (MN),A,Bundled,O,MN,Municipal,MISO,Y,"1,470.0","12,833","1,240","2,620.0","24,752",206,.,.,.,.,.,.,"4,090.0","37,585","1,446"
2019,16286,Rosebud Electric Coop Inc,A,Bundled,O,SD,Cooperative,SWPP,,"6,935.0","70,889","4,737","1,986.0","22,254",747,29.0,198,19,0.0,0,0,"8,950.0","93,341","5,503"
2019,16295,City of Roseville - (CA),A,Bundled,O,CA,Municipal,BANC,,"69,828.6","445,032","54,691","60,671.7","432,252","6,935","26,361.2","256,351",31,.,.,.,"156,861.5","1,133,635","61,657"
2019,16325,Village of Rouses Point - (NY),A,Bundled,O,NY,Municipal,NYIS,,809.5,"27,817","1,176",360.2,"8,871",159,221.4,"7,717",3,.,.,.,"1,391.1","44,405","1,338"
2019,16368,Runestone Electric Assn,A,Bundled,O,MN,Cooperative,MISO,,"24,531.0","201,764","13,545","2,772.0","23,398",781,"1,247.0","13,102",262,.,.,.,"28,550.0","238,264","14,588"
2019,16375,Borough of Royalton - (PA),A,Bundled,O,PA,Municipal,PJM,Y,570.6,"4,813",546,35.6,310,10,.,.,.,.,.,.,606.2,"5,123",556
2019,16377,Town of Rowley - (MA),A,Bundled,O,MA,Municipal,ISNE,Y,"3,752.0","20,751","2,547",739.0,"5,526",383,"3,183.0","17,391",171,.,.,.,"7,674.0","43,668","3,101"
2019,16382,"Rural Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,,"13,751.5","124,828","8,621","16,353.1","148,945","3,165","7,179.1","131,750",10,.,.,.,"37,283.7","405,523","11,796"
2019,16416,City of Rupert - (ID),A,Bundled,O,ID,Municipal,BPAT,,"2,842.2","36,843","2,564","1,801.0","27,905",433,702.9,"12,272",33,0.0,0,0,"5,346.1","77,020","3,030"
2019,16420,Rural Electric Conven Coop,A,Bundled,O,IL,Cooperative,MISO,,"10,900.5","86,554","5,484","1,738.3","14,340",367,"1,198.2","13,119",11,.,.,.,"13,837.0","114,013","5,862"
2019,16427,City of Rushford - (MN),A,Bundled,O,MN,Municipal,MISO,Y,917.3,"6,331",765,701.2,"5,812",130,211.3,"1,642",4,.,.,.,"1,829.8","13,785",899
2019,16438,City of Russell - (MA),A,Bundled,O,MA,Municipal,ISNE,Y,594.4,"3,258",429,255.7,"1,401",33,12.8,54,4,.,.,.,862.9,"4,713",466
2019,16440,City of Russell - (KS),A,Bundled,O,KS,Municipal,SWPP,,"2,584.0","23,275","2,437","1,804.0","16,811",687,"5,790.0","70,973",241,.,.,.,"10,178.0","111,059","3,365"
2019,16451,City of Rushmore - (MN),A,Bundled,O,MN,Municipal,MISO,Y,173.0,"1,461",170,68.0,623,41,.,.,.,.,.,.,241.0,"2,084",211
2019,16458,City of Russellville - (AL),A,Bundled,O,AL,Municipal,TVA,,"6,190.0","51,591","3,970","8,482.0","69,982","1,127",900.0,"17,061",1,0.0,0,0,"15,572.0","138,634","5,098"
2019,16459,City of Russellville - (KY),A,Bundled,O,KY,Municipal,TVA,,"4,033.0","38,031","3,269","5,020.0","45,316",840,"3,443.0","43,850",4,0.0,0,0,"12,496.0","127,197","4,113"
2019,16461,"Rusk County Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,,"31,716.0","286,616","19,000","11,064.0","102,177","3,364","14,108.0","247,139",23,.,.,.,"56,888.0","635,932","22,387"
2019,16463,City of Ruston - (LA),A,Bundled,O,LA,Municipal,MISO,,"4,004.0","101,390","8,976","4,784.0","156,872","1,851",256.0,"4,318",14,.,.,.,"9,044.0","262,580","10,841"
2019,16487,Town of Ryan - (OK),A,Bundled,O,OK,Municipal,SWPP,Y,569.0,"4,406",398,.,.,.,.,.,.,.,.,.,569.0,"4,406",398
2019,16496,Rutherford Elec Member Corp,A,Bundled,O,NC,Cooperative,DUK,,"99,547.1","915,488","65,402","17,056.4","153,398","5,385","16,446.5","232,765",48,0.0,0,0,"133,050.0","1,301,651","70,835"
2019,16511,Sac-Osage Electric Coop Inc,A,Bundled,O,MO,Cooperative,AECI,,"17,475.8","132,741","10,447","1,412.5","12,838",676,23.0,127,12,.,.,.,"18,911.3","145,706","11,135"
2019,16518,City of Sabetha - (KS),A,Bundled,O,KS,Municipal,SWPP,,"1,457.0","13,259","1,397",680.0,"7,085",399,"2,442.0","28,697",81,0.0,0,0,"4,579.0","49,041","1,877"
2019,16528,City of Sabula - (IA),A,Bundled,O,IA,Municipal,MISO,Y,361.8,"2,314",318,101.4,"1,078",71,.,.,.,.,.,.,463.2,"3,392",389
2019,16534,Sacramento Municipal Util Dist,A,Bundled,O,CA,Political Subdivision,BANC,,"670,717.3","4,497,028","562,578","503,138.7","3,620,283","68,520","213,184.6","2,017,061","2,584","4,181.5","31,866",1,"1,391,222.1","10,166,238","633,683"
2019,16538,City of Safford - (AZ),A,Bundled,O,AZ,Municipal,WALC,Y,"4,200.0","39,986","4,037","5,034.0","43,004",729,75.0,572,33,.,.,.,"9,309.0","83,562","4,799"
2019,16549,City of Salamanca - (NY),A,Bundled,O,NY,Municipal,NYIS,,"2,117.0","42,089","3,062",688.0,"11,173",530,"3,052.0","61,992",86,.,.,.,"5,857.0","115,254","3,678"
2019,16555,Salem Electric - (OR),A,Bundled,O,OR,Cooperative,BPAT,,"17,788.7","186,797","17,677","8,998.0","105,517","2,365","2,086.5","26,654",10,.,.,.,"28,873.2","318,968","20,052"
2019,16557,Salem City Corporation - (UT),A,Bundled,O,UT,Municipal,PACE,Y,"2,779.0","24,175","2,412","1,198.0","12,240",253,82.0,"1,350",1,.,.,.,"4,059.0","37,765","2,666"
2019,16558,City of Salem - (VA),A,Bundled,O,VA,Municipal,PJM,,"14,968.1","128,980","11,270","11,466.5","97,966","2,184","12,553.1","132,074",78,.,.,.,"38,987.7","359,020","13,532"
2019,16560,City of Salisbury - (MO),A,Bundled,O,MO,Municipal,SWPP,Y,"1,997.0","16,387",980,0.0,0,0,0.0,0,0,.,.,.,"1,997.0","16,387",980
2019,16561,City of Sallisaw - (OK),A,Bundled,O,OK,Municipal,SWPP,,"5,119.0","50,333","3,571","4,364.0","47,805",668,996.0,"14,564",1,.,.,.,"10,479.0","112,702","4,240"
2019,16565,Salmon River Electric Coop Inc,A,Bundled,O,ID,Cooperative,IPCO,,"3,057.0","33,684","2,237","1,572.0","21,869",455,"2,294.0","43,426",121,.,.,.,"6,923.0","98,979","2,813"
2019,16572,Salt River Project,A,Bundled,O,AZ,Political Subdivision,SRP,,"1,528,669.0","13,221,802","971,527","1,054,853.0","11,585,610","104,772","242,751.0","4,036,768",47,876.0,"9,539",1,"2,827,149.0","28,853,719","1,076,347"
2019,16587,Salt River Electric Coop Corp,A,Bundled,O,KY,Cooperative,PJM,,"68,773.0","762,415","49,465","20,031.0","226,109","3,344","15,099.0","236,780",22,.,.,.,"103,903.0","1,225,304","52,831"
2019,16603,"San Luis Valley R E C, Inc",A,Bundled,O,CO,Cooperative,WACM,,"12,476.0","69,696","8,644","6,807.0","52,365","1,456","15,059.0","98,953","2,609",.,.,.,"34,342.0","221,014","12,709"
2019,16604,City of San Antonio - (TX),A,Bundled,O,TX,Municipal,ERCO,,"1,079,879.0","10,101,623","759,772","1,047,024.0","11,881,309","90,343","51,717.0","681,881",46,0.0,0,0,"2,178,620.0","22,664,813","850,161"
2019,16606,"Santee Electric Coop, Inc",A,Bundled,O,SC,Cooperative,SC,,"73,618.0","527,937","33,422","20,041.0","138,018","10,044","37,494.0","577,369",18,.,.,.,"131,153.0","1,243,324","43,484"
2019,16609,San Diego Gas & Electric Co,A,Bundled,O,CA,Investor Owned,CISO,,"1,542,152.5","5,981,976","1,298,976","1,481,489.1","6,310,142","152,737","394,125.0","2,052,235",421,"10,904.5","61,454",4,"3,428,671.1","14,405,807","1,452,138"
2019,16609,San Diego Gas & Electric Co,C,Delivery,O,CA,Investor Owned,CISO,,"7,550.4","37,534","7,342","132,210.1","1,137,125","4,878","161,416.9","2,374,013",214,.,.,.,"301,177.4","3,548,672","12,434"
2019,16610,City of Scribner - (NE),A,Bundled,O,NE,Municipal,SWPP,Y,613.4,"4,990",433,487.1,"3,945",111,.,.,.,.,.,.,"1,100.5","8,935",544
2019,16611,Access Energy Coop,A,Bundled,O,IA,Cooperative,AECI,,"15,269.0","119,029","8,700","3,095.2","30,257",183,"19,410.0","296,381",27,.,.,.,"37,774.2","445,667","8,910"
2019,16612,City & County of San Francisco,A,Bundled,O,CA,Municipal,CISO,,"2,042.1","10,783","1,064","122,407.1","879,533",326,284.6,"6,132",1,"7,928.8","103,782",1,"132,662.6","1,000,230","1,392"
